path,trans,duration,note
voice/3040006000_birthday1,Happy Birthday！,1,生日
voice/3040006000_birthday2,生日快乐！,1,
voice/3040006000_mypage1,今天也是好天气啊~最适合探险了,4,mypage
voice/3040006000_mypage2,嗯？什么？想我陪你玩？,3,
voice/3040006000_mypage3,啊，刚刚那个你看到了吗？嗯？没看到？掉以轻心可不行啊。,7,
voice/3040006000_Halloween1,万圣节快乐！,2,万圣
voice/3040006000_Halloween6,不给糖就捣蛋,2,
voice/3040006000_Xmas1,圣诞快乐！,3,圣诞
voice/3040006000_Xmas2,我听说今天是好孩子能够收到很多礼物的日子。,5,
voice/3040006000_newyear1,Happy New Year！,3,新年
voice/3040006000_newyear2,新年快乐！,2,
voice/3040006000_Valentine1,情人节快乐~~~,3,情人节
voice/3040006000_Valentine9,锵~~~这是我特制的巧克力~~,4,
voice/3040006000_Valentine11,这可是特地为了你做的哦~\n你可要好~~~好享用啊。,6,
voice/3040006000_whiteday1,白色情人节快乐！,3,白情
voice/3040006000_whiteday2,怎么了？扭扭捏捏的。\n你想让我陪你吗？,6,
voice/3040006000_whiteday4,呵呵，原来如此~\n今天是白色情人节嘛~\n呵呵呵~原来如此啊~,9,
voice/3040006000_whiteday5,你的心意我就收下了。\n啊哈哈，谢谢啊！,6,
