path,trans,duration,note
voice/3040233000_halloween_mypage1_mix,万圣节快乐！,2,万圣
voice/3040233000_halloween_mypage2_mix,不给糖就捣蛋！\n给，糖果。\n嗷~~嗷~~万圣节当然是要恶作剧啦！\n没有其他选择吗？啊啊快跑啊！,12,
voice/3040233000_christmas_mypage1_mix,圣诞快乐！,2,圣诞
voice/3040233000_christmas_mypage2_mix,嗅嗅……好闻的味道！\n我烤了个晚餐用的派，你要尝尝味道吗？\n哇~我开动啦~（吃）哦，好吃！\n哈哈，那就拿到团长那里去吧。,17,
voice/3040233000_newyear_mypage1_mix,新年快乐！,2,新年
voice/3040233000_newyear_mypage2_mix,（吃）……年糕再来一碗！\n（吃）……我也再来一碗！\n什……你还吃吗？姆姆姆……我绝对不会输的！\n我也不会输的！,17,
voice/3040233000_valentine_mypage1_mix,情人节快乐！,2,情人节
voice/3040233000_valentine_mypage2_mix,斯坦，那个，这个给你……\n哦，好。谢谢你一直都为我做巧克力。\n那、那是当然的！以后我也会每年都做的。\n那，我也每年都期待着。,18,
voice/3040233000_white_mypage1_mix,白色情人节快乐！,2,白情
voice/3040233000_white_mypage2_mix,阿莉莎，这是之前的回礼。\n哇~谢谢。今年你做了什么？\n为了方便在修行的时候吃，我做的是饼干。\n想的真是周到啊！那么就赶快开始修行吧！,15,
