path,trans,duration,note
voice/3040146000_Halloween1,团长，万圣节有什么样的习俗？\n街上到处都是穿着奇妙的人，虽然我这么说也不太好……,11,万圣
voice/3040146000_Halloween2,Trickortreat……\n这么说以后，大家就把糖果塞给我然后逃走了。\n这句话到底什么意思？,11,
voice/3040146000_Xmas1,过去我在骑空团里时也曾庆祝过平安夜。,5,圣诞
voice/3040146000_Xmas2,这个吗？好像是在平安夜打开的庆祝用的酒。\n听说是艾露恩族制作的，团长你要来喝一点吗？\n你还不是能喝酒的年纪啊。,17,
voice/3040146000_newyear1,是团长啊。新年到了。\n我也是想看看初日的日出，所以一直在甲板上等着。,13,新年
voice/3040146000_newyear2,希望明年也能在这里眺望日出。,4,
voice/3040146000_Valentine1,啊？你要给我糖果？\n哦，原因是情人节啊。\n没想到你还发给所有团员，真是认真。,14,情人节
voice/3040146000_Valentine2,虽说是情人节你也太紧张了，团长。\n你总早上准备到现在吧？守卫交给我，你快休息吧。,12,
voice/3040146000_WhiteDay1,这个给你。那个……白色情人节的。\n抱歉不是亲手做的。,11,白情
voice/3040146000_WhiteDay2,我为了找送给团长的东西出门，但是犹豫了很久到底该买什么。\n好难啊……,9,
voice/3040146000_birthday2,为了庆祝姬塔的生日，我准备了这个。不用担心，不是酒，只是和酒类似的东西，就算是小孩子也可以喝。,14,
voice/3040146000_birthday1,是吗，今天是你的生日吗，生日快乐，姬塔。,4,
voice/3040324000_archive02,比起我泽塔的悬赏金更高一些，关于这点姬塔你怎么看？喂！碧！你在笑什么！,11,火巴萨拉卡
voice/3040324000_archive01,哼，你说今晚的月亮真美？看到月亮没有其他想法，只会单单仰望的时光，真是让人怀念。,9,
voice/3040324000_introduce1,那么，开始新装备的测试吧！,5,
voice/3040146000_20171231_navi29,虽然身体有些僵硬，但我并非不能战斗。,5,土巴萨拉卡
voice/scene_fate_chr429_ep1_72,我并不值得你为我流泪。,4,
voice/3040146000_v_004,我是巴萨拉卡。除此之外，现在的我没有能说的。,7,
voice/scene_ult_chr105_ep1_q2_s10_75,不要想着摧毁对手，被这种想法浸染的正义，没有实际意义。,9,暗
voice/scene_ult_chr105_ep2_q3_s10_112,敌人是星晶兽的话，就轮到我出场了啊。,5,
voice/3040029000_ability_us3,别大意，我们上！,2,
voice/3040029000_ability_us1,这个身体是特制的。,3,
voice/3040029000_v_004,我的名字是巴萨拉卡，这把大镰，古洛诺斯的力量，就让你看看吧。,8,
voice/3710128000_mypage3,黎明终将照亮黑夜吗。但究竟何时到来只有到时候才会知道啊。,7,皮肤
voice/3710128000_mypage2,即便为了你们而受伤，我也不会再抱有舍弃这条命的想法了。不会再失去任何一个人了。,11,
voice/3710128000_mypage1,古洛诺斯的暴走，也可能是我感情的表现。但，现在我有你们在。,9,
voice/3040029000_mypage1,我的武器古洛诺斯，会随着啜饮星晶兽的鲜血而变得更加锋利。,7,
voice/3040029000_mypage2,好好珍惜吧，珍惜相信你跟随你的人们。,6,
voice/3040029000_mypage3a,有东西在暗中四处引发争斗的，它就是我的敌人。,7,
voice/scene_fate_chr233_ep1_49,你很强，有一颗不会屈服的心，但，这同时也是你的弱点。,9,
voice/scene_evt161231_cp0_q2_s10_134,哼，在我们所不知道的地方，似乎有什么东西在蠢蠢欲动。,6,
voice/scene_ult_chr105_ep2_q3_s10_62,要说我有什么悔恨的话，那就是再次犯下与过去相同的错误。,8,
voice/3040324000_mypage3,呵，别担心，团长。我没有丢掉这条性命的打算，我已下定决心，要和大家一起见证战争的终结。,13,
voice/3040324000_mypage2,为了达成目的，有必要和古洛诺斯深入交流吗。说到底，究竟该如何与它达成一致呢…,12,
voice/3040324000_mypage1,目前的话身体没有异常，但如果万一我暴走了的话，交给你了，泽塔，不必多虑全力揍我。,14,
voice/3040146000_mypage3,委托阿鲁梅达请她制作了大镰，做出的成品比想象中还要精良。有了它的话……,9,
voice/3040146000_mypage2,我会为了同伴而施展力量，只有这件事，我绝不会输给古洛诺斯。,7,
voice/3040146000_mypage1,很在意这绷带下面的样子吗？别想了，让别人看见我会很难受。,7,
