id,en,jp,trans
0-chapter_name,,第5話　深き夢の奥底,第五章 梦境的最深处
0-synopsis,,カタリナとラカムは助け出したものの、元凶である星晶獣オネイロスは、その姿すら現していなかった。現実に戻っても、再びオネイロスの力で悪夢に囚われてしまうかもしれないと考えた姬塔達は、夢の回廊でオネイロスを探し出し倒すことを決める。,尽管已经救出了卡塔丽娜和拉卡姆，然而作为元凶的星晶兽奥涅伊洛斯并没有现身。众人考虑到回到现实后可能还会被拉入恶梦，决定在梦之回廊中打倒奥涅伊洛斯。
0,,<span class='scene-font-katari'>悪夢に囚われた</span><br><span class='scene-font-katari'>カタリナとラカムを救出した</span><br><span class='scene-font-katari'>姬塔達。</span>,姬塔一行人救出了被恶梦困住的卡塔丽娜和拉卡姆。
1,,<span class='scene-font-katari'>だが、元凶たるオネイロスは</span><br><span class='scene-font-katari'>未だその姿すら現していない。</span>,然而，作为元凶的奥涅伊洛斯还没有现身。
2,,オネイロスは……たぶん、<br>ふたりが……正しい記憶を、<br>取り戻したって気づく……はず。,奥涅伊洛斯……应该已经察觉到了，两个人都，取回了记忆……
3,,そうなったら、<br>きっと僕達のところに<br>姿を現すと思います。,这样的话，她一定会现身的。
4,,夢を操る星晶獣であるオネイロスと<br>夢の回廊で戦うのは<br>得策とは言えないな……,和操梦的星晶兽奥涅伊洛斯在梦之回廊战斗并不是一个好主意呢……
5,,でも、現実に戻って<br>またオネイロスの力で<br>悪夢に囚われてしまったら……,但是，回到现实之后，又被奥涅伊洛斯拉进恶梦中的话……
6,,いたちごっこ……だな。<br>もしかしたら次は全員が<br>悪夢に囚われちまうかもしれねぇ。, 毫无意义……呢。也许下次我们全员都要陷进恶梦中了。
7,,確かになぁ……<br>特に、ヴェトルがそんなことになったら<br>最悪だぜ。,确实呢……特别是如果薇特尔中招的话简直是最坏的情况。
8,,ヴェトルちゃんの力がなければ、<br>私達は夢の回廊に<br>来られないですもんね……,没有薇特尔的力量的话，我们是来不了梦之回廊的……
9,,ここでオネイロスを<br>討つしかない、か……<br>多少の不利は致し方がないな。,只能在这讨伐奥涅伊洛斯了……吗。虽然情况有些不利但是没有办法呢。
10,,<span class='scene-font-katari'>姬塔は仲間達の</span><br><span class='scene-font-katari'>意見を聞いた上で、夢の回廊で</span><br><span class='scene-font-katari'>オネイロスを探すことを決めた。</span>,姬塔听取了同伴们的意见之后，决定在梦之回廊寻找奥涅伊洛斯。
info,,1,scene_evt160531_cp5_q1_s10
