id,en,jp,trans
0-chapter_name,65: A New Journey,第65章　新たな旅立ち,第65章新的旅程
0-synopsis,"Now famous for stopping the Erste Empire, the crew receives an enthusiastic welcome from the members of the Crew of Enforcers. Lecia walks away from the commotion to look for Monika. She learns from a fellow skyfarer that her father, the Blue Knight Walfried, will be returning to the Phantagrande Skydom soon.",一騎空団でありながらエルステ帝国の陰謀を阻止したことから、称賛をもって秩序の騎空団の騎空士達に迎えられる姬塔一行。大盛り上がりの中、リーシャはモニカを探し一行の元を離れる。そこでリーシャは通りがかりの騎空士から、自らの父である碧の騎士ヴァルフリートがファータ・グランデ空域に戻ってくることを知らされるのだった。,以一个骑空团之力就阻止了埃尔斯特帝国的阴谋——受到如此称赞的姬塔等人受到了秩序骑空团的热烈欢迎。众人欢腾时，莉夏为了寻找莫妮卡暂时告退。而莉夏正好从一个路过的骑空士那里，得知了自己的父亲——碧之骑士瓦佛利特要回到法塔格兰德空域的消息。
0,Lecia's returned! And she's brought the crew with her!,リーシャさんがお戻りになったぞ！<br>あの騎空団の方々も一緒だ！,莉夏和她同行的那个骑空团一起回来啦！
2,The crew receives an enthusiastic welcome from the members of the Crew of Enforcers as they disembark from the Grandcypher.,<span class='scene-font-katari'>グランサイファーを降りた一行は、</span><br><span class='scene-font-katari'>秩序の騎空団の団員達に、</span><br><span class='scene-font-katari'>熱烈な歓迎を受けるのだった。</span>,<span class='scene-font-katari'>从格兰赛法号下来的众人受到了秩序骑空团成员的热烈欢迎。
4,Hey hey! What's going on here?,おいおい……<br>どうしたってんだ？　こりゃ……,喂，这是发生了啥事啊？
5,We heard from the crew that went to Agastia to help out!,<span class='scene-font-place'>アガスティア</span>に<br>応援に行った者から<br>聞きましたよ！,我从那些前往支援<span class='scene-font-place'>阿加丝提亚</span>的人那听说了喔！
6,Your crew alone faced off against the mighty Erste Empire.,あの大帝国エルステを相手に、<br>たった一つの騎空団で渡り合って……,仅仅以一个骑空团的力量对抗那个大帝国埃尔斯特的壮举啊！
7,You even turned the tables in Agastia!,<span class='scene-font-place'>帝都アガスティア</span>でも、<br>大活躍だったそうじゃないですか！,即便是在<span class='scene-font-place'>帝都阿加丝提亚</span>，你们也是十分活跃呀！
8,Ah you're embarrassin' us when you put it that way...,あ、改めてこう言われると、<br>妙にくすぐってぇな……,怎么重新听你们一说，觉得有点浑身痒痒的。
9,But make no mistake—we saved the world from the evil hand of the Empire.,けれど、<br>世界を帝国の魔の手から救った、<br>というのは、間違いなく事実だわ。,但事实上，我们确实将这个世界从帝国的邪恶之手中解救出来了。
10,Exactly! Now right this way! We'll have you take it easy while you're here.,そうですよ！<br>さぁ！　こちらへどうぞ。<br>まずはゆっくりなさってください。,是啊！来吧，先进来休整一会。
11,Lecia looks around as 姬塔 and company are guided by members of the Crew of Enforcers.,<span class='scene-font-katari'>姬塔達が、</span><br><span class='scene-font-katari'>秩序の騎空団の団員達に案内される中、</span><br><span class='scene-font-katari'>リーシャは辺りを見回していた。</span>,<span class='scene-font-katari'>姬塔一行接受了秩序骑空团士兵的欢迎与引路，而莉夏却一直打量着周围。
12,Huh? What's wrong?,うん？<br>どうしたってんだ？,嗯？发生了什么事吗？
13,Nothing... I just don't see Monika anywhere.,いえ……<br>モニカさんの姿が見えなくて……,不……我没看到莫妮卡的身影。
14,I wanted to say hello and have a talk about how things will work out from here on.,挨拶もしたかったし、<br>これからのことで、<br>色々聞きたいこともあったんだけど……,我想去打个招呼，而且也要和她探讨一些今后的事情。
15,I think I'll go look for her. You guys can go on ahead.,私、モニカさんを探してきます。<br>皆さんは先に行っててください。,我去找找莫妮卡，诸位请先行一步吧。
18,Lecia leaves 姬塔 and company to search for Monika in one of the halls.,<span class='scene-font-katari'>リーシャは一度</span><br><span class='scene-font-katari'>姬塔達の元を離れ、</span><br><span class='scene-font-katari'>庁舎内をモニカを探し歩く。</span>,<span class='scene-font-katari'>莉夏从姬塔那里离开，前往各个厅室寻找莫妮卡。
19,"She checks all the areas where Monika might turn up, but cannot find her.",<span class='scene-font-katari'>しかし、心当たりのある場所を</span><br><span class='scene-font-katari'>いくら探そうとも、モニカの姿を</span><br><span class='scene-font-katari'>見つけることは出来なかった。</span>,<span class='scene-font-katari'>然而，无论怎么找都找不到莫妮卡。
20,(I wonder where Monika went...),<span class='scene-font-kokoro'>（モニカさん、</span><br><span class='scene-font-kokoro'>どこに行ったんだろ……）</span>,<span class='scene-font-kokoro'>（莫妮卡，到底去哪了呢？）
