path,trans,duration,note
voice/3040460000_mypage1,仔细想想，我真的从来没有离开过岛呢。可以像这样出去旅行，真是像做梦一样！,11,
voice/3040460000_mypage2,船上有好多新鲜的东西，什么都想画下来，真是有点困扰呢！歌曲也尽是我从来没有听过的，都要烦恼该从哪一首开始唱了。,13,
voice/3040460000_mypage3,这艘船上还有我以外的星晶兽吧？其实我从来没有遇见过别的星晶兽，如果可以交上朋友就好了……,11,
voice/3040460000_newyear_mypage1,恭贺新禧！,2,
voice/3040460000_newyear_mypage2,虽说这是我第一次见到年菜，不过吃吉利的东西来祈愿美好的一年，听起来真好！乐意的话，告诉我年菜里面都有些什么食材吧！,11,
voice/3040460000_birthday_mypage1,生日快乐！,2,
voice/3040460000_birthday_mypage2,说实话，随着数字的增加，就仿佛听见了步向终点的脚步声，会感到心痛。但正是因为如此，才会觉得此刻如此庄严，希望你能将今天好好体会。,20,
voice/3040460000_valentine_mypage1,情人节快乐！,2,
voice/3040460000_valentine_mypage2,恋爱真是一件美好的事。人类在恋爱时的心就如同火焰一般炙热，甚至能够照亮人生。你们的这种模样令我怜爱不已。,17,
voice/3040460000_white_mypage1,白色情人节快乐！,2,
voice/3040460000_white_mypage2,佩尔菲特有个手艺人会用糖塑制作可爱的动物，每当到了白色情人节，人们就会在那家店门口排成长龙。虽然我没那个人做得那么精巧，不过你们想要的话，我就给你们做！,17,
voice/3040460000_halloween_mypage1,万圣节快乐！,2,
voice/3040460000_halloween_mypage2,不给糖果就捣蛋！,2,
voice/3040460000_halloween_mypage3,想要在脸上画彩绘的话就和我说！南瓜啊、妖怪啊，只要你喜欢，什么都帮你画。,7,
