id,en,jp,trans
0-chapter_name,,第1話 白竜騎士団入団試験、開始,第1话 白龙骑士团入团测验，开始
0-synopsis,,アーサーとモルドレッドは、白竜騎士団入団試験が行われる玉座の間に入る。受験生達の前に現れたのは、白竜騎士団団長のランスロットと、副団長のヴェインだった。先ほど飲食店で会ったふたりだと気づき、アーサーとモルドレッドは驚愕する。ランスロットは今回の試験について、「騎士道精神」を問うと語り、まずは受験生達に制服を貸与するのだった。,亚瑟与莫德雷德进入白龙骑士团入团测试的考场，王座所在的宫殿。出现在考生面前的是白龙骑士团团长兰斯洛特与副团长维恩。亚瑟与莫德雷德发现那就是他们刚才在参观遇到的两人，感到十分震惊。兰斯洛特宣布本次测试要求考生思考何为「骑士精神」，随后向考生发放制服。
7,,<span class='scene-font-katari'>多くの受験生で賑わう</span><br><span class='scene-font-katari'>玉座の間。</span>,<span class='scene-font-katari'>王座所在的宫殿挤满了考生。</span>
8,,<span class='scene-font-katari'>そこにモルドレッドと</span><br><span class='scene-font-katari'>アーサーの姿もあった。</span>,<span class='scene-font-katari'>莫德雷德与亚瑟也在其中。</span>
9,,お城の中なんて初めて入ったけど、<br>天井とか豪華だな～！,我还是第一次来到城堡，屋顶之类的好豪华啊～！
10,,ここがこれからオレたちの<br>日常になるんだからな、<br>今のうちに慣れとくぞ。,以后这就是我们的日常了，趁早习惯吧。
11,,あははっ！<br>それもそうだな！,啊哈哈！<br>你说的也是！
12,,<span class='scene-font-katari'>その時、受験生達の間に</span><br><span class='scene-font-katari'>にわかに緊張が走る。</span>,<span class='scene-font-katari'>此时，考生间突然传开一阵紧张感。</span>
13,,<span class='scene-font-katari'>会場の入り口からはランスロットと</span><br><span class='scene-font-katari'>ヴェインが颯爽と入ってくるのだった。</span>,<span class='scene-font-katari'>兰斯洛特与维恩从入口飒爽走来。</span>
15,,受験生の皆、初めまして。,各位考生，初次见面。
16,,白竜騎士団団長の<br>ランスロットだ。,我是白龙骑士团团长兰斯洛特。
17,,白竜騎士団副団長の<br>ヴェインだ。,我是白龙骑士团副团长维恩。
18,,みんな、よろしくな！,请多指教了，各位！
19,,っ！？　<br>あの二人ってさっきの……,唔！？<br>他们两个是刚才的……
20,,<span class='scene-font-katari'>ランスロットとヴェインの顔を</span><br><span class='scene-font-katari'>見たモルドレッドは、驚愕する。</span>,<span class='scene-font-katari'>莫德雷德见到兰斯洛特与维恩，十分震惊。</span>
21,,ん……,嗯……
22,,あ！　あれーっ！<br>飯屋の兄ちゃん達！,啊！你们是餐馆里遇到的大哥哥！
23,,おー！　モルドレッドにアーサー！<br>ちゃんと迷わず来れたんだな～！,哦！莫德雷德和亚瑟！
24,,あの……ご飯……<br>さっきはご馳走様でした！,那个……午饭……<br>谢谢你们的款待！
25,,<span class='scene-font-2'>おいアーサー！</span><br><span class='scene-font-2'>団長見ろ団長！</span>,<span class='scene-font-2'>喂，亚瑟！正眼看着团长啊！</span>
26,,コホン……<br>静粛にしてもらえるかな？,咳咳……<br>可以保持肃静吗？
27,,はい！<br>ごめんなさいです！,是！<br>非常抱歉！
28,,し……失礼しました。,失……失礼了。
29,,<span class='scene-font-kokoro'>（うぉ～！</span><br><span class='scene-font-kokoro'>ごめんなふたりとも～！）</span>,<span class='scene-font-kokoro'>（哦~！抱歉了你们两个~！）</span>
30,,<span class='scene-font-kokoro'>（……団長と副団長と</span><br><span class='scene-font-kokoro'>知り合えるなんてラッキー！）</span>,<span class='scene-font-kokoro'>（……没想到能认识团长和副团长，太幸运了！）</span>
31,,<span class='scene-font-kokoro'>（……ヤベー、オレって</span><br><span class='scene-font-kokoro'>団長と副団長にアンタらとか</span><br><span class='scene-font-kokoro'>言ってたのかよ！）</span>,<span class='scene-font-kokoro'>（……惨了，我之前对他们很不尊敬啊！）</span>
32,,<span class='scene-font-kokoro'>（終わった……</span><br><span class='scene-font-kokoro'>オレの試験終わった……）</span>,<span class='scene-font-kokoro'>（完了……测试要完了）</span>
33,,……分かればいい。<br>では話をつづけるぞ。,……明白就好。<br>那么我继续了。
34,,<span class='scene-font-katari'>ランスロットは改めて</span><br><span class='scene-font-katari'>姿勢を正して話し始める。</span>,<span class='scene-font-katari'>兰斯洛特停顿了一下，继续讲话。</span>
35,,……これから君たちには、<br>我が国の騎士となるための<br>試験に臨んでもらう。,……接下来，各位将为成为我国的骑士而参加测验。
36,,我が国では、細かい条件などは問わず、<br>騎士道精神を持つものなら<br>広く受け入れる心づもりだ。,我国没有其他复杂苛刻的条件，只要拥有骑士精神，我们就欢迎你的加入。
37,,そこで今回からは長期の試験を<br>課し、騎士として相応しい者を<br>じっくり見極めたいと考えている。,所以从今年起，我们延长了测试的时间，由此从各位之中选出配成为骑士之人。
38,,君たち自身は傭兵でも騎空士でもない、<br>ただ一国のために、忠誠を誓う騎士の<br>生き方をじっくり考えてもらいたい。,也请各位在此期间思考，若各位不再是佣兵，不再是骑空士，成为只为一国效忠的骑士后，该以怎样的姿态活下去。
39,,<span class='scene-font-katari'>ランスロットの言葉を受けて</span><br><span class='scene-font-katari'>大いに目を輝かせる受験生達。</span>,<span class='scene-font-katari'>听了兰斯洛特的一番话，考生们纷纷双眼放光。</span>
40,,それではこれより<br>受験生用の制服を貸与する。,那么，现在为各位发放考生专用的制服。
41,,ヴェイン、皆に制服を配ってくれ。,维恩，拜托你向大家分发制服了。
42,,あいよ！　任せてくれ！,好嘞！ 交给我吧！
43,,<span class='scene-font-katari'>ヴェインと他の試験官の手から</span><br><span class='scene-font-katari'>受験生に制服が配られていく。</span>,<span class='scene-font-katari'>考生从维恩和其他考官处陆续得到了制服。</span>
44,,うぉー！<br>カッコいい～！,哦！<br>好帅哦~！
45,,これはちょっと嬉しいな。,这个倒不错。
46,,それでは、<br>準備のできたものから<br>制服に着替えて来てくれ。,那么，准备好的人就换上制服吧。
47,,<span class='scene-font-katari'>受験生達は制服を手に取るや否や、</span><br><span class='scene-font-katari'>それがまるで試験でもあるかの様に</span><br><span class='scene-font-katari'>我先にと着替え始めるのだった。</span>,<span class='scene-font-katari'>考生们刚拿到制服就争先恐后地换上。</span>
48,,おいおい！<br>別に焦らなくてもいいんだからな！,喂喂！<br>不用这么着急啊！
54,,……どうだアーサー<br>似合ってるだろ？,……怎么样，亚瑟？<br>我穿着合适吗？
55,,いい感じだよ！<br>なぁ、俺は俺は？,感觉好棒！<br>我呢我呢？
56,,う～ん、まぁなかなかだ！,嗯~挺不错的！
57,,<span class='scene-font-katari'>他の受験生達も同様に、</span><br><span class='scene-font-katari'>制服に着替えている。</span>,<span class='scene-font-katari'>其他考生也一样，陆续换上制服。</span>
58,,うう……<br>後ろに手が届かない……,唔……<br>手够不到后面啊……
59,,んー、さすが俺。<br>この中で一番騎士っぽい。,嗯，不愧是我。<br>全场就属我最像骑士了。
60,,むしろ騎士団長の風格あるな、これ。,不如说，这一身很有骑士团长的感觉呢。
61,,…………,
63,,いよーし！<br>これで全員着替え終わったな！,好！<br>所有人都换好了吧！
64,,ああ……これから君たちは、<br>長い時間を共に過ごす仲間だ。,嗯……从现在开始，你们就是共同生活的同伴了。
65,,試験期間中は<br>その意味をよく考えて、<br>過ごしてほしい。,希望你们在测试期间能够期考其中的意义。
66,,それでは、次の試験まで<br>一時解散とする！,今天就说到这里。暂时解散，请各位等待下一次测验！
info,,1,scene_evt171130_cp1_q1_s10
