id,en,jp,trans
0-chapter_name,,第1話 ある帝国兵の野望, 第1话  某个帝国士兵的野心
0-synopsis,,ユーリは、ならず者達を叩きのめしたのち、熱く帝国軍へと勧誘する。そんなユーリを、姬塔一行は怪訝な目で見つめるのだった。その後、ユーリの案内で海岸を歩く一行。ファラとユーリは、訓練生時代の思い出話に花を咲かせる。道中、魔物が狂暴化しているのを見つけたカタリナは、星晶獣の影響を疑う。一方、ルリアは魔晶の気配を感じていた。, 尤利他、把小混混们打倒后、开始热血地劝诱他们加入帝国军。对这样的尤利、姬塔一行人都用奇怪的目光看着他。之后、尤利带着一行人走向海岸边。法拉和尤利、回忆起训练生的事情回味得很开心。路上、卡塔莉娜看到狂暴化的魔物之后、开始怀疑是中因为星晶兽的影响。另一方面、露莉亚感觉到了魔晶的气息。<br>翻译报错到NGA@mirror0420
0,,いいか！　いかにお前達が強くても……<br>それを私欲のために使っては<br>宝の持ち腐れだ！, 听好了！　不管你们多强也好……<br>一旦为了私欲而使用<br>那就是暴殄天物了！
1,,強い力は……弱き者のために<br>振るわれるべきだと俺は思う！, 强大的力量……就应该要为了<br>弱者而使用、我是这么想的！
2,,今や大帝国となったエルステもかつては<br>小さな国だった……<br>しかし！　先進的な軍事改革により……, 现在是大帝国的埃尔斯特曾几何时也<br>只是个小小的国家……<br>不过！　通过先进的军事改革……
3,,ユーリ、相変わらずっす！, 尤利、和以前一模一样的说！
4,,なぁなぁ、あいつ大丈夫なのか？<br>思いっきり帝国の<br>信望者って感じじゃねえか。, 吶吶、他没事吧？<br>看上去简直就是个<br>虔诚的帝国信徒啊。
5,,帝国、っていうより<br>「大国の礎である帝国軍」の信望者<br>という方が合ってると思うっす。, 说是帝国、应该说<br>「大国根基的帝国军」的信徒<br>这样形容我觉得更贴切。
6,,しっかし、帝国兵が正義を語るってのも<br>違和感あるな……, 不过、帝国士兵在说正义应该怎样怎样的<br>违和感满满的啊……
7,,帝国軍も一枚岩ではないという事さ……<br>上層部が意図的にそうしている、<br>とも言えるが。,这也说明了帝国军其实不是上下一心的……<br>也可以说是、<br>高层故意这样的吧。
8,,<span class='scene-font-6'>つまり！</span>,换句话说！
9,,我々帝国軍は君達のように屈強な！<br>闘志に溢れる若者を欲しているんだ！<br>そう……弱き者を守るために！, 我们帝国军正在寻找你们样<br>年轻强壮、斗志高昂的人加入<br>没错……就是为了守护弱者！
10,,へへッ……弱者のため、か……, 嘿嘿……为了弱者、吗……
11,,俺達、アンタに殴られて<br>目が覚めた気がするぜ……, 我们、被你打过一顿之后<br>好像开悟了一样啊……
12,,わかってくれたか！<br>是非ここに入隊希望書類を送ってくれ！, 你能理解我们的理念吗！<br>务必在这里填好入队申请交给我吧！
13,,はっ！<br>つい、いつもの癖で勧誘を！, 哈啊！<br>一、一不小心就习惯性地招人入队了！
14,,さ、さて、ユーリ……<br>これからの順路についてなんだが……, 那、那么、尤利……<br>我们之后应该怎样走呢……
15,,そうですね……<br>ひとまず、海岸を伝っていきましょう。<br>あのあたりは手薄だったはずです。, 我想想……<br>总之、先沿着海岸边走吧。<br>那附近的警备应该很薄弱的。
20,,なんか懐かしいっすね！<br>訓練生時代を思い出したっす！, 总觉得很怀念呢！<br>让我想起了训练生时期的生活了！
21,,そうだな……<br>あの頃は俺も半人前だった……,这我也觉得……<br>那个时候我还是个半吊子啊……
22,,なぁなぁ兄ちゃん！<br>訓練生時代のファラって<br>どんな感じだったんだ？, 吶吶小哥！<br>训练生时期的法拉<br>是怎样的啊？
23,,あー……<br>戦闘訓練じゃ<br>ズッコケてばっかりだったな。, 啊ー……<br>战斗训练的时候<br>总是会不小心摔倒。
24,,ははっ！　今と変わんねえな！, 哈哈！　和现在没分别嘛！
25,,そんな事ないっすよ！<br>今じゃ足元には特に気を付けてるっす！, 才没有这样！<br>我现在可是会特别注意脚边的说！
26,,ああ。最近の足運びは割といいぞ。<br>剣の腕も上々だ。, 啊啊。最近你的步法挺不錯了。<br>剑的技术也有进步。
27,,あとは……やたらと生活力が高かったな。, 还有就是……不知为什么生活力特别高。
28,,なんだぁ？　生活力って。, 什么来的？　那个生活力。
29,,隊員全員の洗濯物を干してたり、<br>やけに凝った夕飯作ったり……, 总是帮全部队员晾好洗过的衣物、<br>做晚饭总是特别讲究之类的……
30,,そういえば、<br>ファラは軍で家事に目覚めたんだよな。<br>きっかけは何だったんだ？, 这样说起来、<br>法拉你好像是从军之后才开始做家务的。<br>为什么会突然开始做啊？
31,,えっ！　わ、忘れちゃったっす！<br>別に先輩が原因とかでは無いっすから！, 咦！　我、我忘记了的说！<br>不过肯定和前辈没关系的说！
32,,うん？<br>ファラの料理と私が何か関係が……？, 嗯？<br>法拉会做饭和我有什么关系吗……？
33,,あはは……私からは何も言えません……, 啊哈哈……我什么都不能说……
34,,む？　待て！<br>何か物音が……, 唔？　停下！<br>有什么声音……
35,,グオオオオオオオッ！, 嘎噢噢噢噢噢噢噢！
36,,魔物……狂暴化しているな。<br>ルリアが言っていた<br>星晶獣の影響、か？, 魔物……而且是狂暴化了的。<br>这就是露莉亚说的<br>星晶兽的影响、吗？
37,,そのようです……<br>何か、普通じゃない気配を感じます！<br>これは……魔晶……？, 应该就是这样……<br>感觉到、有什么不寻常的气息！<br>这个是……魔晶……？
info,,1,scene_evt140930_cp1_q2_s20
