id,en,jp,trans
0-synopsis,,時空に干渉する力を持つという星晶獣ヴァシュロン。姿を見た者を跡形もなく消してしまうと伝承の中で語られ、畏怖の象徴とされてきた。しかし、その能力は時として別世界より英雄を導き、そして今、かの星晶獣は２つの世界を邂逅させようとしていた。,星晶兽瓦修隆，据说拥有干涉时空的能力。传承中说他会将看到他的人从世界上抹消，因而成为了畏惧的象征。但是，其能力有时会从其他世界带来英雄，然后现在，他正想让两个世界邂逅。
1,,<span class='scene-font-katari'>時空に干渉する力をもつという、</span><br><span class='scene-font-katari'>星晶獣ヴァシュロン──</span>,<span class='scene-font-katari'>据说拥有干涉时空的能力的星晶兽瓦修隆——</span>
2,,<span class='scene-font-katari'>姿を見た者は、この世から跡形もなく</span><br><span class='scene-font-katari'>姿を消してしまうとされ、</span><br><span class='scene-font-katari'>伝承の中で畏怖の象徴とされてきた。</span>,<span class='scene-font-katari'>据说他会将看到他的人从世界上抹消，因此传承中他成为了畏惧的象征。</span>
3,,<span class='scene-font-katari'>所謂〝神隠し〟と呼ばれる超常現象の</span><br><span class='scene-font-katari'>正体とされているが、かの伝説上の存在は</span><br><span class='scene-font-katari'>悪戯に時空を歪ませるだけではない。</span>,<span class='scene-font-katari'>这个现象被认为是所谓“神隐”的超常现象的真面目，但这个传说中的存在并不是因为想恶作剧而扭曲时空。</span>
4,,<span class='scene-font-katari'>歴史上の大事件に関係した者、</span><br><span class='scene-font-katari'>英雄とされている偉人、</span><br><span class='scene-font-katari'>著名な科学者や作家など、</span>,<span class='scene-font-katari'>传说中甚至有说法说，与历史上的大事件有关的人，被称为英雄的伟人，著名的科学家及作者等，</span>
5,,<span class='scene-font-katari'>実は、ヴァシュロンによって</span><br><span class='scene-font-katari'>別世界より導かれたという伝説もある。</span>,<span class='scene-font-katari'>这些人都是瓦修隆从其他世界带过来的。</span>
8,,ここは……<br>暗闇……？,这里是……黑暗？
9,,どこまで行っても<br>暗闇なのか……？,无论到哪都是黑暗……？
10,,いや……<br>この感じ……<br>風……いや、空……か？,不……这个感觉……风……不，天空……吗？
11,,<span class='scene-font-katari'>そして今。</span><br><span class='scene-font-katari'>星晶獣は、何故の意志か、恣意なのか、</span><br><span class='scene-font-katari'>２つの世界を邂逅させんとする――</span>,<span class='scene-font-katari'>然后现在，星晶兽不知是因为什么意志，或纯粹的任性，想要让两个世界互相邂逅。</span>
info,,1,scene_evt150710_cp0_q1_s10
