path,trans,duration,note
voice/3030039000_mypage1,呵呵，你真的和他很像，让我很怀念呢。,8,
voice/3030039000_mypage2,讲点过去的事吧，拉卡姆小时候很爱哭。,5,
voice/3030039000_mypage3,如果是你…如果是你们的话，一定能跨越任何困难。,7,
voice/3030039000_mypage4,在新一年的开始，大家聚集在一起祈祷这一年的幸福。新年真是有非常美妙的习俗呢。,11,
voice/3030039000_mypage6,在骑空艇上看见的新年第一次日出真是格外壮观。无边无垠的天空中，旭日缓缓升起。,9,
voice/3030039000_mypage7,如果想说新年的抱负，就在弥斯拉面前说吧。就算再怎么讨厌，也会做到言出必行。,9,
voice/3040255000_mypage1,拉卡姆真的成为了不起的驾驶员了呢。呵呵，不知怎么的，我觉得很骄傲。,8,
voice/3040255000_mypage2,姬塔，也许你们的旅途并不平坦，但没有什么能真正挡住你们的去路，只要你们继续对未来充满希望。,15,
voice/3040255000_mypage3,空之世界有很多骑空艇，但至今动力装置依旧贵重，因为缺少星之世界制造的零件，就无法将其制作出来。,13,
voice/3040498000_mypage1,因为要作为加隆佐的代表外出，必须穿着相称的服装。如果穿错了衣服惹人笑话，就有损加隆佐的体面了。,12,
voice/3040498000_mypage2,说起来，那艘大型艇的内外装潢设计都非常前卫呢。虽然不合我的喜好，但也给了我启发。我也尝试一下新的挑战吧。,16, 
voice/3040498000_mypage3,真想和圣诞老人聊聊。我很好奇他的雪橇和驯鹿是用怎样的技术飞起来的呢。真想乘坐一次一个晚上就能周游世界的雪橇。,15, 
voice/3030039000_newyear1,新年快乐！,2,新年
voice/3030039000_newyear2,来，团长！今天我们大家一起去初诣吧！,6,
voice/3030039000_Valentine1,情人节快乐！,2,情人节
voice/3030039000_Valentine3,这个巧克力给我？啊，今天是这样的日子啊。,6,
voice/3030039000_whiteday1,白色情人节快乐！,2,白情
voice/3030039000_whiteday2,团长，今天我希望你能收下一件礼物。,6,
voice/3030039000_whiteday4,这还是我第一次做情人节的回礼，如果你喜欢就好了。,8,
voice/3030039000_birthday1,为你的生日献上祝福。,2,
voice/3030039000_birthday2,生日快乐！,2,
