path,trans,duration,note
voice/3040032000_Halloween1,万圣节快乐！,2,万圣
voice/3040032000_Halloween2,不给糖就捣蛋。,3,
voice/3040032000_Halloween3,不要管恶作剧什么的了，给我糖果！,3,
voice/3040032000_Xmas1,圣诞快乐！,2,圣诞
voice/3040032000_Xmas2,喂喂，我们去狩猎圣诞老人那个大叔吧！把礼物全都独占……\n欸？不是这样的活动？,10,
voice/3040032000_newyear1,新年快乐！,2,新年
voice/3040032000_newyear3,呜呜！　我讨厌冷啦……\n你！　稍微过来一点！来让我暖和一下！,9,
voice/3040032000_Valentine1,情人节快乐！,2,情人节
voice/3040032000_Valentine2,总觉得这个时期有很多很多巧克力在卖啊，每个看上去都很好吃~~,7,
voice/3040032000_Valentine3,我也，那个……做了巧克力……\n给，一、一起吃吧……？,12,
voice/3040032000_Whiteday1,白色情人节快乐！,2,白情
voice/3040032000_Whiteday2,什么什么？你要给我东西吗？\n你要给的话我什么都收哦！,6,
voice/3040032000_Whiteday3,听说今天是给情人节礼物送回礼的日子。\n来，给我礼物吧！,7,
