id,en,jp,trans
0-chapter_name,,第43章　英雄の血,第43章  英雄的血脉
0-synopsis,,リーシャは父の大きすぎる存在に翻弄され、自分を見失いかけていた。見かねた姬塔は、リーシャはリーシャだと助言する。その言葉に背中を押された彼女は、皆で協力してモニカを取り戻すことに集中する。他方、ガンダルヴァはリーシャの秘めた力に戦闘狂の血を騒がせ、来たるべき決戦の刻に胸を高鳴らせるのであった。,莉夏因父亲的光环太过耀眼，迷失了自我。姬塔开导她说，莉夏就是莉夏。这句话推动她继续前进，决定和大家齐心协力救回莫妮卡。另一边，战斗狂健达缚因莉夏的潜力而热血沸腾，对临近的决战期待无比。
0,,<span class='scene-font-katari'>追いすがる兵達を振り払い、</span><br><span class='scene-font-katari'>一行はリーシャと共に、</span><br><span class='scene-font-katari'>森の中の拠点へと戻っていた。</span>,<span class='scene-font-katari'>姬塔等人甩掉追兵，随同莉夏回到森林中的据点。</span>
1,,<span class='scene-font-katari'>全員が一息をついたところで、</span><br><span class='scene-font-katari'>カタリナはリーシャと相対する。</span>,<span class='scene-font-katari'>待众人稍作休息后，卡塔莉娜向莉夏发问。</span>
2,,答えてもらおうか、リーシャ殿……<br>なぜ君はあの男の取引に<br>応じようとしたんだ？,我想问你，莉夏……为什么要答应与那个男人交易？
3,,なぜ自ら自分の命を<br>打って捨てるような真似を……,为什么要做这种威胁到自己生命安全的事情……
4,,君が救おうとしているモニカ殿が、<br>君にそんな真似を<br>望んでいると思うのか？,你想要救回的莫妮卡，会希望你做这种事吗？
5,,…………,…………
7,,リーシャさん……,莉夏……
8,,あっ、姬塔？<br>どこへ行くんですか……？,啊，姬塔？你去哪里……？
12,,…………,…………
13,,ん？<br>ああ、貴方でしたか……,嗯？啊，是你啊……
14,,…………,…………
15,,そういえば貴方のお父さんは、<br>星の島に渡った騎空士だそうですね。,说起来，你的父亲是抵达星之岛的骑空士吧。
16,,そんな偉大な父親を持って、<br>昔から苦労をしませんでしたか？,有个这么伟大的父亲，这么多年来不觉得非常辛苦吗？
16-sel1_txt,,<span class='scene-font-katari'>気にしたことは無い</span>,<span class='scene-font-katari'>我不在乎</span>
16-sel2_txt,,<span class='scene-font-katari'>むしろ誇りに思う</span>,<span class='scene-font-katari'>反而觉得自豪</span>
