path,trans,duration,note
voice/3040100000_s1_halloween0,万圣节快乐。,2,万圣
voice/3040100000_s1_halloween1,不给糖就捣蛋。,2,
voice/3040100000_s1_halloween2,是在我的吻下进入永久的长眠，还是准备好贡品，选择吧。,8,
voice/3040100000_s1_christmas0,圣诞……快乐！,3,圣诞
voice/3040100000_s1_christmas1,就算是我，平安夜的回忆这东西也是有的。,6,
voice/3040100000_s1_newyear0,Happy New Year。,3,新年
voice/3040100000_s1_newyear1,新年到了？是吗，恭喜。,5,
voice/3040100000_s1_valentine0,情人节，快乐！,3,情人节
voice/3040100000_s1_valentine1,把巧克力融化，冰一下凝固……啊呀，冻住了，我干劲太足了吗？呼，做成巧克力酥好了。,19,
voice/3040100000_s1_whiteday0,白色情人节，快乐。,3,白情
voice/3040100000_s1_whiteday1,碧给了我糖果，它真是可爱~\n从别人那里拿到礼物，让我感动得想哭。,12,
