path,trans,duration,note
voice/3040103000_s1_halloween1,万圣节快乐！,2,万圣
voice/3040103000_s1_halloween2,不给糖就捣蛋~\n呐，你会给我糖果吗？还是想被我恶作剧？\n选哪个都可以哦。,16,
voice/3040103000_s1_christmas1,呵呵，圣诞快乐！,3,圣诞
voice/3040103000_s1_christmas2,今晚是平安夜……\n那个，你有空的话，就我们两个人，来开个小派对吧？,13,
voice/3040103000_s1_newyear1,新年快乐！,2,新年
voice/3040103000_s1_newyear2,Happy New Year！\n我祈祷今年会是对你我来说美好的一年。,7,
voice/3040103000_s1_valentine1,情人节快乐！,2,情人节
voice/3040103000_s1_valentine2,那、那个，我为你做了巧克力……你能收下吗？,12,
voice/3040103000_s1_whiteday1,白色情人节快乐！,2,白情
voice/3040103000_s1_whiteday2,今天是白色情人节。\n回礼请你在我们两人独处的时候给我。,9,
voice/3040103000_mypage1,和我一起共舞吧。诶？不会跳舞？没关系哟。我会手把手地，教会你的。诶、啊、等等……突然这样紧紧握住我的手的话，……呜，好羞人。,27,主页
voice/3040103000_mypage2,虽然有些人看到我的舞姿，会称赞说这火焰宛如有了生命一般，但我并不是很开心。毕竟，这就像是说我在大庭广众之下糊弄玄虚一样对吧？,13,
voice/3040103000_mypage3,这曲舞蹈，仅献给你一人。是的，仅献给我最重要的你。,6,
voice/3040103000_v_004,嗯呵呵，就以我的舞蹈，邀君共入爱河吧。,6,图鉴
voice/3040103000_v_204,诶……啊、这个……那个………,4,
voice/3040103000_win2,呐，在这之后，就和我两个人……好吗？,6,
