id,en,jp,trans
0-chapter_name,,その情熱は誰のために,情为孰舞
0-synopsis,,式典会場のある街に辿り着いた姬塔一行だが、アンスリアは昔の出来事を思い出し憂鬱な気分になっていた。不安を紛らわせるように姬塔にしな垂れ掛かるアンスリアだったが、街中の好奇の視線を受け恥ずかしさのあまり逃げ出してしまう。ようやくアンスリアを見つけたものの、アンスリアを狙う屈強な男達に襲われ、姬塔達はそれを迎え撃つのだった。,安苏利雅虽然和姬塔一行人来到了通完仪式会场的某条街上，但是回想起原来发生的事情自己的心情变得忧郁起来。为了排遣心中的不安，娇媚地向姬塔偎依过来，结果因为周围的视线而感到羞耻一溜烟逃了出去。虽然终于找到了安苏利雅，但是一群身强力壮的男的盯上了安苏利雅，并向姬塔们袭了过来。
0,,<span class='scene-font-katari'>魔物を倒した姬塔一行は、</span><br><span class='scene-font-katari'>アンスリアの案内の元、</span><br><span class='scene-font-katari'>式典会場のある街の中へと入っていく。</span>,<span class='scene-font-katari'>打倒魔物的姬塔一行人</span><br><span class='scene-font-katari'>在安苏利雅的带领下，</span><br><span class='scene-font-katari'>进入了某条通往仪式会场的街中。</span>
1,,はぁ……,哈啊……
2,,おいおい、燃える姉ちゃん、<br>さっきまでの元気はどうしたんだよ？,喂喂，火姐姐，<br>刚才的劲头到哪里去了？
3,,やっぱり、街に入ると……ね。<br>それに昔のことを<br>色々と思い出してしまって……,果然，一走在这条街上……<br>就会想起原来各种各样的事情……
4,,そんな不安そうな顔すんなって！<br>何かあっても、オイラ達が<br>燃える姉ちゃんを守るからよ！,不用那么不安啊！<br>无论发生什么，我们都会<br>保护火姐姐你的！
5,,……ありがとう。<br>そう言ってもらえると<br>少し元気が出るわ。,……谢谢<br>听你这么说<br>我稍微能精神点了。
6,,ねぇ……姬塔。<br>今日は、ずっと私の傍にいてね……,呐……姬塔<br>今天，要一直在人家身边噢……
7,,貴方が傍にいてくれないと、<br>私、不安なの……,你如果不在身边的话，<br>人家会感到不安的……
8,,<span class='scene-font-katari'>そう言うと、アンスリアは</span><br><span class='scene-font-katari'>身体を姬塔に</span><br><span class='scene-font-katari'>押し付けていく。</span>,<span class='scene-font-katari'>安苏利雅一边说着，</span><br><span class='scene-font-katari'>一边将身体向姬塔贴了过来。</span>
9,,む……,唔……
10,,しばらく、こうしていていいかしら？<br>こうしてると落ち着くの……<br>だから……,暂时，保持这样的姿势可以吗？<br>这样的话人家能冷静下来呢……<br>所以就这样好吗……
11,,ふふっ、ねぇ……<br>せっかくだから、手を繋ぎましょうか？<br>あ、それとも腕を組んだ方がいい？,嘿嘿，呐……<br>好不容易这样，不牵住我的手嘛？<br>啊，还是说挽着我更好嘛？
12,,はぁ……燃える姉ちゃん、<br>ここ街中だぞ？<br>あんま、いちゃいちゃすんなよ。,哈啊……火姐姐，<br>现在可是在大街上啊？<br>还是不要卿卿我我的吧。
13,,後、すげぇ人目についてんぞ。,后面好多人在看着你们。
14,,えっ……,诶……
15,,<span class='scene-font-katari'>周囲から注がれる好奇の視線。</span>,<span class='scene-font-katari'>周围不断传来好奇的视线。</span>
