id,en,jp,trans
0-chapter_name,,戦場に咲いた一輪のキミ, 战场上绽放的你
0-synopsis,,一行が訪れたとある市場では珍しく耽美絵物語の品揃えが良かった。そんな中、ルナールは耽美絵師を目指すきっかけとなった作品を見つけて目を輝かせる。それを見たビィは、その作者に耽美絵上達のコツを聞きに行こうと提案する。, 一行人来到一个市场发现很罕有地有卖各式各样的耽美图画本。在这里露娜露看到那本让她立志成为耽美画师的作品而双眼放光。阿碧看到这样的露娜露之后  就提议去找那个作者  请教能让耽美作品进步的要诀。mirror0420
0,,<span class='scene-font-katari'>とある島に降りた一行。</span><br><span class='scene-font-katari'>ルナールは書物の定期市の存在を知り、</span><br><span class='scene-font-katari'>耽美絵物語を見て回っていた。</span>,<span class='scene-font-katari'>降落在某个岛上的一行人。</span><br><span class='scene-font-katari'>露娜露知道那里有定期举办的书展之后、</span><br><span class='scene-font-katari'>就去看看有没有耽美图画本了。</span>
1,,なぁなぁ！<br>この睫毛が長ぇのも男なのか？, 吶吶！<br>这个睫毛很长的人也是男的吗？
2,,そうよ。<br><span class='scene-font-kokoro'>（わあ、すごい綺麗な塗り……！）</span>,是啊。<br><span class='scene-font-kokoro'>（哇啊、非常漂亮的涂色啊……！）</span>
3,,見てください！<br>この絵物語、大人気って書いてますよ！, 各位请看看！<br>这个图画本、上面写着大受好评的啊！
4,,……「おとなむき」ね。<br><span class='scene-font-kokoro'>（ポポル皇子が題材だ！　やったあ！）</span>,……「成人向」呢。<br><span class='scene-font-kokoro'>（是波波尔王子的本啊！　大棒了！）</span>
5,,へへっ！<br>良かったな、ルナール。<br>思ったよりたくさん売ってるぜ。, 嘿嘿！<br>真是太好了呢、露娜露。<br>收获比想象中的还要多啊。
6,,ええ。<br>この島では多少、市民権を得てるわね。<br><span class='scene-font-kokoro'>（たっからっのやっまだ♪）</span>,嗯嗯。<br>看来这个岛、多少是接纳耽美本的呢。<br><span class='scene-font-kokoro'>（这里是个宝岛啊♪）</span>
7,,ああ、でも……, 啊、不过……
8,,どうかしましたか？<br>勉強になる物はなさそうとか……, 怎么了？<br>不会是这里没什么可以学习的吧……
9,,あ、ううん。<br>そんなことないわ。, 啊、不是。<br>不是这样的。
10,,ただ、みんなすごい上手で……<br>逆に自信を失いそうだなって。, 只是、这里的人全都很厉害……<br>看过他们之后我反而开始没自信了。
11,,おいおい、ヘコたれんなって！<br>耽美絵師ってのが夢なんだろ？, 喂喂、别这样看低自己！<br>成为耽美画师不是你的梦想吗？
12,,わ、わかってるわよ。<br>ただ、ちょっとレベルの差が……,我、我也明白啊。<br>不过、我和他们的差距有点大……
13,,あっ！<br>あの耽美モノは……！？, 啊！<br>那本耽美本是……！？
14,,いらっしゃい。<br>これは最後の一冊だよ。<br>好事家の間ではレアなんだってさ。, 欢迎光临。<br>这是最后一本了哦。<br>在懂行的人之中这可是个稀有货哦。
15,,やっぱり……<br>「戦場に咲いた一輪のキミ」だわ！, 果然……<br>这是「战场上绽放的你」啊！
16,,えーっと……<br>読んだことがあるんですか？, 那个……<br>你已经看过这本了吗？
17,,運命的な作品よ……<br>わたしを耽美モノに目覚めさせた、ね。, 这是改变我命运的作品啊……<br>就是它让我觉醒耽美的。
18,,何年前になるかしら。<br>たぶん好事家達が売買を繰り返して……<br>結果、偶然うちの島で売ってたの。, 我都忘了是多少年前的事了。<br>大概是在行家之间不断转手……<br>最后、偶然间来到我住的岛上。
19,,読んでると本当に夢心地で……<br>人生に光が差した気がしたわ。, 读这本书的时候真的犹如置身于梦中……<br>就像有一束光在照耀我的人生一样。
20,,……親にバレて、没収されたけれど。, ……之后被父母发现、没收了。
21,,なるほどなぁ。<br>……そうだ、いいこと思いついたぜ！,有这样的事啊。<br>……对了、我想到个好主意！
22,,なぁ、おっさん！<br>その絵師って、この島に住んでんのか？, 吶、大叔！<br>这个画师、是住在这个岛上的吗？
23,,ああ、そのはずだよ。<br>もう何年も新作を描いて来ないけど……, 啊啊、对啊就在这个岛。<br>不过已经很多年没有画过新作了……
24,,よぉし！<br>じゃあ、上達のコツを聞きに行こうぜ！, 行！<br>我们去、问他有没有什么进步的要诀吧！
25,,ええっ！？<br>そ、そんな……迷惑でしょ……<br>あなた達だって旅が……, 欸欸！？<br>这、这样……会麻烦到人的……<br>而且也会阻碍你们的旅行……
26,,大丈夫です！<br>ひとまず行ってみて考えませんか？, 不要紧的！<br>你就考虑一下去找他吧？
27,,う、うん……<br>そうよね、滅多にない機会だし……, 嗯、嗯……<br>你说的对、难得有这样的机会……
28,,わかったわ。<br>じゃあ訪ねてみましょ！, 我知道了。<br>我们出发去找他吧！
info,,1,scene_chr238_q1_s10
