id,en,jp,trans
0-chapter_name,,飛翔せし魔眼の怪物,展翅，“魔眼者”
0-synopsis,,ついに二王弓を覚醒させた姬塔は、二王弓の唸りを聞く。すると、突然光の矢と共にソーンが現れて不敵に笑う。ソーンはビィに何がしたいのかと尋ねられると、「覚醒者の力を試す」と答え、姬塔に戦いを挑む。,终于将二王弓觉醒的姬塔，听到了二王弓的低语。紧接着声音，突然，洋溢着无所畏惧笑容的索恩和光箭一同出现在了众人的面前。索恩在被阿碧问到是想来干什么时，坚定地回答道“测试觉醒者的力量”之类的几句话后，便向姬塔挑起决斗。
0,,<span class='scene-font-katari'>幾多の試練の果てに、</span><br><span class='scene-font-katari'>姬塔は遂に</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>を覚醒させた。</span>,<span class='scene-font-katari'>历经重重试炼，</span><br><span class='scene-font-katari'>姬塔终于让</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>觉醒了。</span>
1,,<span class='scene-font-katari'>古の姿を取り戻した</span><span class='scene-font-spword'>天星器</span><span class='scene-font-katari'>を手に、</span><br><span class='scene-font-katari'>グランサイファーへと戻る</span><br><span class='scene-font-katari'>姬塔達であったが──</span>,<span class='scene-font-katari'>在获得了取回太古姿态的</span><span class='scene-font-spword'>天星器</span><span class='scene-font-katari'></span><br><span class='scene-font-katari'>回到格兰赛法之后的姬塔们──</span>
2,,ついに完成しましたね！<br>おめでとうございます、姬塔！,终于完成了啊！<br>恭喜，姬塔！
3,,でも、ちょっと心配です……<br><span class='scene-font-spword'>二王弓</span>の覚醒で何か起きないか……,但是，略微有些担心啊……<br><span class='scene-font-spword'>二王弓</span>的觉醒会不会<br>挑起什么事端……
4,,あの十天衆の姉ちゃんの事か？<br>なんかずいぶん姬塔が<br>気に入ったみてえだけど……,之前那个十天众姐姐的事吗？<br>看起来她好像非常中意<br>姬塔的样子……
5,,はい……<br>なんだか、凄く姬塔と<br>戦いたがっていたように思えて……,是啊……总感觉，<br>看起来她好像非常想和<br>姬塔进行对决啊……
6,,ま、大丈夫じゃねえか？<br>姬塔なら心配いらねえよ！,嘛、大概没问题的吧？<br>以姬塔的实力来说没什么好担心的！
7,,<span class='scene-font-katari'>不意に、聞き慣れない音が響いた。</span><br><span class='scene-font-katari'>唸り声を上げる</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>を見て</span><br><span class='scene-font-katari'>首を傾げる一行。</span>,<span class='scene-font-katari'>忽然，不知从何处响起了陌生的声音。</span><br><span class='scene-font-katari'>低下头四处寻找来源的一行人发现了</span><br><span class='scene-font-katari'>喃喃低语的<span class='scene-font-spword'>二王弓</span>。</span>
8,,<span class='scene-font-katari'>そして、</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>は一行に脅威が</span><br><span class='scene-font-katari'>迫っていると警告しているのだと</span><br><span class='scene-font-katari'>姬塔が気付いた、次の瞬間──</span>,<span class='scene-font-katari'>在姬塔察觉到</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>是在警告</span><br><span class='scene-font-katari'>一行人正在有威胁接近的下一个瞬间──</span>
10,,うひゃっ！？<br>またかよ！<br>今度はどこから撃ってきやがった！,唔啊！？<br>怎么又来了！<br>这回又是从哪里射过来的啊！
11,,ふふふふふ……<br>まちくたびれたわ。,哈哈哈哈……<br>真是让我久等了。
12,,ソーンさん！？<br>どうしてここに……,索恩姐！？<br>为什么你会在这……
13,,久しぶり。<br>貴方達がここに来たと知って……,好久不见。<br>我是知道你们到这里来了<br>然后……
14,,ついに<span class='scene-font-spword'>二王弓</span>が覚醒するんだって思うと<br>いてもたってもいられなかったの。,自己感觉好像<span class='scene-font-spword'>二王弓</span>终于觉醒了<br>坐立不安，于是我就来了。
15,,あははは……<br>姬塔、あなたやっぱり<br>気配がすっかり変わってる。,啊哈哈哈……<br>姬塔，你果然<br>完全变了个样子。
16,,ね、化け物になった自覚はある？<br>それとも、今でも貴方は人のまま？,呐，有成为怪物的觉悟了吗？<br>还是说，即使是现在的你还觉得<br>自己是人类吗？
17,,そんな！<br>姬塔は何も変わってません！<br>前と同じ姬塔のままです！,怎么会！<br>姬塔哪也没有变！<br> 和以前一样还是姬塔！
18,,本当にそう？<br>姬塔は私と並ぶ<br>ただ一人の弓の使い手なのに？,真的是这样吗？明明仅仅作为一个<br>掌弓者的姬塔现在可是拥有<br>与我匹敌的实力了，你却还要这么说吗？
19,,まぁた化け物談義かよ！<br>勘弁してほしいぜ！<br>なあ、姉ちゃん、何がしてえんだ？,又是那个怪物论啊！<br>饶了我吧！<br>呐，大姐姐，你到底是来干什么的？
20,,何って……言ったでしょう？<br>覚醒者の力を試すのよ。,干什么……我不是说过了吗？<br>测试觉醒者的力量哟。
21,,今の貴方を見て人がどう思うのか、<br>今の貴方が私をどう思うのか、<br>知りたいの。,我非常想知道，<br>看着现在的你的人觉得你是什么，<br>现在的你觉得我是什么。
22,,ずっと待ってた。<br>姬塔、貴方みたいな人を。<br>もう、待ちくたびれちゃった。,我一直在等待，<br>像姬塔你这样的人出现。<br>已经，等不下去了。
23,,ふふふふふ……<br>ほら、<span class='scene-font-spword'>二王弓</span>も哭いてるじゃない？<br>真の力を使いたがってる。,哈哈哈哈哈……<br>看啊，<span class='scene-font-spword'>二王弓</span>不是已经在哭泣了吗？<br>好像说想要发挥真正力量呢。
24,,待ってください！<br>姬塔とソーンさんが戦ったら、<br>きっと無事では……,请等一下！<br>如果姬塔和索恩姐战斗的话<br>绝对不会无事收场的……
25,,大丈夫。お互いの力を試すだけよ。<br>獣達がじゃれ合って、<br>相手の力をはかるように。,没事的。只是确认一下彼此的实力而已。<br>野兽们也像这样，通过一起玩耍来<br>确认对手的实力。
26,,お、おい！　姬塔！<br>オマエも本気で相手する気はねえだろ？<br>早くここから……,喂、喂！　姬塔！<br>你也不是真的想要和她战斗的吧？<br>趁现在快点离开这……
27,,逃げたって無駄よ。,逃跑是没有用的哟。
28,,私は天性の狩人。<br>獲物の痕跡を辿り、見つけて、撃つ。<br>逃げ場なんて与えないわ。,我是天生的猎人。<br>沿迹寻物，见其，击之。<br>绝无脱身之地。
29,,行くわよ、姬塔。<br>貴方の力、見せてちょうだい。,我要上了，姬塔。<br>让我见识一下你的力量吧。
info,,1,scene_fate_chr129_ep1
