id,en,jp,trans
0-chapter_name,,十天衆との邂逅①,与十天众的邂逅①
0-synopsis,,二王弓の力の末端を引き出した姬塔一行。更なる覚醒を促すべく、シェロカルテから助言を受けてよろず屋を後にする。その後、女性がよろず屋を訪れ、シェロカルテから一行の話を聞いて興味を抱く。女性は、一行が二王弓を覚醒させることを楽しみにするのだった。,成功激发出蕴藏在二王弓强大力量姬塔一行。人来到了万事屋。为了加快它的觉醒，榭洛科特从旁进行了指导。在团长们离开之后，一位女性突然造访，从榭洛科特得知团长一行人的事情，觉得甚是有趣。其中最令她期待的是——团长一行将二王弓觉醒之时的到来。
0,,<span class='scene-font-spword'>「二王弓」</span><span class='scene-font-katari'>が秘めた更なる力の一端を</span><br><span class='scene-font-katari'>引き出す事に成功した姬塔達。</span>,<span class='scene-font-katari'>成功激发出蕴藏在<span class='scene-font-spword'>「二王弓」</span><span class='scene-font-katari'>强大力量</span><br><span class='scene-font-katari'>一小部分的姬塔一行人来到了万事屋。</span>
1,,<span class='scene-font-katari'>シェロカルテの助けもあって</span><br><span class='scene-font-spword'>「二王弓」</span><span class='scene-font-katari'>の覚醒に向け、</span><br><span class='scene-font-katari'>着々と近づいていた。</span>,<span class='scene-font-katari'>在榭洛科特的帮助下，</span><br><span class='scene-font-spword'>「二王弓」</span><span class='scene-font-katari'>的觉醒，</span><br><span class='scene-font-katari'>在稳步而顺利地进行着。</span>
2,,ふむふむ……<br>しばらくはこの工程を辛抱強く<br>繰り返していかなくてはですね～,嗯嗯……<br>这阶段暂时还需要更多的时间，<br>不去反复的收集材料的话是不行的呢~
3,,「覚醒」を実現するには<br>武器自体の強度と、内に秘める魔力の<br>密度の両方を高める必要があります～,为了实现觉醒所必不可缺的是，<br>提高武器本身的强度<br>和蕴藏在武器中魔力的密度这两方面呐~
4,,なるほどなぁ。<br>地味だけどやるしかねぇか！<br>……これまでも地味だったけど。,原来如此啊。还要这么普通的做下去，<br>但确实是只能继续坚持下去了啊！<br>……虽然一直都是这么做过来的。
5,,「覚醒」は一日にしてならず！<br>ということですね～,觉醒非一日之功！<br>就是这样的道理啦～
6,,<span class='scene-font-katari'>そんなやりとりの後、</span><br><span class='scene-font-katari'>騎空艇に戻ろうとした姬塔は、</span><br><span class='scene-font-katari'>よろず屋を訪れた一人の客とすれ違う。</span>,<span class='scene-font-katari'>在交谈结束之后，</span><br><span class='scene-font-katari'>返回骑空艇的姬塔，</span><br><span class='scene-font-katari'>与另一位万事屋的来客擦肩而过。</span>
7,,戻ったわ。<br>山の魔物といっても<br>大した物ではなかったわね。,我回来了。<br>虽说是山里的魔物，<br>却也没什么大不了的。
8,,おぉ～<br>さすが、仕事が早いですね～,噢噢～<br>不愧是你，依赖完成的真快啊～
9,,ところでシェロカルテ。<br>グランサイファーという艇、知ってる？<br>さっき発着場に着いた艇。,话说回来，榭洛科特。<br>那个叫格兰赛法的骑空艇，你知道吗？<br>就是刚才降落在停艇场的那艘艇。
10,,はい～<br>先程のお客さん達の艇ですね～<br>うちのお得意様です～,知道啊～<br>就是刚刚离开的客人们的骑空艇～<br>他们是我的老主顾了～
11,,……そう。山から見えたんだけど、<br>あの艇の乗組員は<br>面白い代物を持ってるのね。,……是这样啊。我刚才从山上看了一眼，<br> 发现那艘艇的乘员好像带着有趣的货物呢。
12,,<span class='scene-font-spword'>二王弓</span>……<br>使いこなしているみたい。<br>相当な腕の持ち主のようだけど。,就是<span class='scene-font-spword'>二王弓</span>……<br>它的主人好像已经能够熟练地使用了。<br>看来是一个十分厉害的人啊。
13,,おお～わかりますか～<br>姬塔さん達は<br>この界隈でも有名な騎空士なんですよ～,噢噢～你看得出来啊～<br>姬塔他们<br>可是骑空界的黑马哟～
14,,なるほどね。<br>ただの騎空士ではないと思った。,原来如此。<br>我就觉得不是那么简单的骑空士。
15,,卓越した弓の腕で<br>ゆーみー（有名）になったのね。,弓技超群者必成功（弓）名。
16,,…………,…………
17,,…………,…………
18,,うぷぷぷぷぷ～<br>ソーンさん、腕を上げましたね～,哈哈哈哈～<br>索恩，你的冷笑话有进步哦～
19,,ふふ。<br>咄嗟に思いついたにしては<br>なかなか上出来でしょう？,哼哼。<br>我一瞬间就想到的，<br>是不是很厉害啊？
20,,それにしても～<br>山から発着場までは随分離れてますが～<br>さすが、いい目をしてますね～,（转移话题）话说啊～<br>从山到停艇场隔着相当远的一段距离吧～<br>不愧是你啊，视力还是那么好～
21,,ふふ、この目を褒めてくれるのは<br>シェロカルテくらい。<br>じゃあ、またね。,嘿嘿，能够夸奖我这双眼睛的，<br>也就只有榭洛科特你了。<br>这次就这样了，下次再见。
22,,<span class='scene-font-kokoro'>（あの人達、まさかあれを</span><br><span class='scene-font-kokoro'>「覚醒」させようと……？</span><br><span class='scene-font-kokoro'>ふふふ……楽しみ。）</span>,<span class='scene-font-kokoro'>（那些人，该不会打算让它觉醒吧？</span><br><span class='scene-font-kokoro'>嘿嘿嘿……稍微有点小期待呢～）</span>
info,,1,scene_evolutionweapon_2_ep1
