id,en,jp,trans
0-chapter_name,,その威を示し、王たれと,王者，示其威也。
0-synopsis,,十天衆の誰より強いことを証明するため、他の十天衆に戦いを仕掛けるソーン。その目の前にオクトーが現れ、「うぬにとって最強とはなんだ？」とソーンに問いかける。「少なくとも、人とは違う存在ね」と答えるソーンに、オクトーは「我から見れば、うぬはこの上なく人らしいがな」と言い放ち、戦闘へと移る。,为了证明自己比十天众任何人都要强的索恩，向其他十天众发起了挑战。在索恩眼前出现的欧克托向她问到，「对于你来说最强是什么？」。对以「对于我来说，至少是与人所不同的存在。」为回答的索恩，欧克托在辩论道「然而从我来看，你还是拥有极大力量的人类啊」后，进入了战斗。
0,,問おう。うぬにとって<br>最強とはなんだ？,我问你，对于你来说<br>最强是什么？
1,,最強……<br>少なくとも、人とは違う存在ね。,最强……<br>对于我来说，至少是<br>与人所不同的存在。
2,,人の身で至る頂では足らず<br>魑魅魍魎へと変わろうてか。,无法满足于打到人类之身极限的你，<br>打算变成魑魅魍魉吗。
3,,未熟さゆえに<br>その道をとる者もおろうが……<br>うぬも十天衆がひとり。,如果是由于不成熟而走上<br>这条道路的人倒是无可厚非……<br>但你可是十天众之一啊。
4,,化け物が化け物らしく振舞うだけ。<br>己を人と偽る方が間違いよ。,我只是认为怪物就应该<br>像怪物一样行动。还这样假装<br>自己是人类才是错误的。
5,,我から見れば、うぬはこの上なく<br>人らしいがな。,然而从我来看，你还是拥有<br>极大力量的人类啊。
6,,…………,…………
10,,人の身を捨てて得た力……<br>どれほどのものか<br>見ておこうか。,你舍弃人身所获得的力量……<br>到底是什么程度的东西，<br>让我见识下吧。
info,,1,scene_ult_chr129_q4_6_s10
