id,en,jp,trans
0-chapter_name,,その威を示し、王たれと,王者，示其威也。
0-synopsis,,暴走するソーンを止められず、シエテは問題の深刻さを痛感する。一方、十天衆をすべて倒したソーンは、ふと昔の出来事を回想していた。自分の良き理解者であったシルヴァとの、在りし日の会話。しばし感傷に浸っていたソーンだが、二王弓の「姬塔をおびきだせ」という言葉を受けて、次の姬塔との戦いへと意識を向けるのだった。,没有阻止暴走的索恩的希耶提，痛感到了问题的严重性。另一面，打倒所有十天众的索恩，突然回想起了过去发生的事情。与作为自己长处的理解者席尔瓦促膝长谈的那些日子的记忆，浮现在自己的眼前。在沉浸于感伤中片刻之后，听从了二王弓所说的「把姬塔引诱出来」的话的索恩，将意识集中于与姬塔进行战斗的想法上。
1,,はぁ……はぁ……ははは。<br>ソーンもなかなかヤルねぇ……,哈啊……哈啊……哈哈哈。<br>索恩你也挺厉害的啊……
2,,貴方で最後よ、シエテ。<br>それじゃあ、さよなら。,你是最后一个了，希耶提。<br>那么的话，再见。
5,,<span class='scene-font-kokoro'>（俺達だけで何とかできるかと</span><br><span class='scene-font-kokoro'>思ってたけど……こりゃあ、</span><br><span class='scene-font-kokoro'>思ったより根が深いなぁ……）</span>,<span class='scene-font-kokoro'>（我还以为仅凭我们就能解决……</span><br><span class='scene-font-kokoro'>这样看来，比想象的还要严重啊……）</span>
6,,<span class='scene-font-kokoro'>（俺としてもソーンを失いたくない。</span><br><span class='scene-font-kokoro'>何かお膳立てする必要がありそうだ）</span>,<span class='scene-font-kokoro'>（即使是我也不想失去索恩。</span><br><span class='scene-font-kokoro'>看来需要去做些准备工作了。）</span>
12,,…………,…………
18,,銃、改造したの？,在，改造枪吗？
19,,ああ。特注品の狙撃鏡をね。<br>君の目にも匹敵する性能をと頼んだよ。<br>おかげでこんな長さだ。,是啊。我在装特别定制的狙击镜。我特地<br>拜托做成拥有能够与你的眼睛匹敌的<br>性能的狙击镜，结果就变成了这么长。
20,,そんな風に言われると、なんだか<br>おかしな感じ。みんな私の眼を知って<br>化け物扱いするのに。,听你这么一说，总感觉怪怪的。<br>明明大家都知道我的眼睛，<br>把我当做怪物对待。
21,,……君は、<br>私の妹に似ているのかもしれないな。,……你，<br>或许跟我的妹妹很像。
22,,え……,诶……
23,,君の繊細な面を見て、そう思ったよ。<br>その才能……魔眼と弓の腕があれば<br>何も恐れるものはないだろうに。,看着你纤细的一面，我就会这样想。<br>但是你有魔眼和弓的技术这些才能的话……<br>应该没有什么害怕的东西了。
24,,あるわよ、怖い物くらい。,害怕的东西，还是有的。
25,,たとえば？,比如说？
26,,……街の人は<br>仕留めた獣をさばいたりしないでしょ？,……街上的人们<br>在抓到野兽之后是不会杀掉的，对吧？
27,,……ああ。,……嗯。
28,,私、街に出た頃、知らなかったの。<br>私の……村の普通と街の普通、<br>違ってるって事。,我在刚来到街上的时候还不知道，<br>我原来村子的普通和街上的普通……<br>其实是完全不一样的。
29,,街に大きな獣が入り込んだ事があって。<br>誰かが怪我する前に、私が撃ったの。,有一天街上突然来了许多很大的野兽。<br>在它们伤到别人之前，我把它们射死了。
30,,つい、いつもの癖で肉質を見て……<br>食べられそうだったから、<br>その場で私は血を抜いて……,无意之中，由于自己的习惯<br>去看了下肉质……因为看起来可以吃，<br>所以我当场就把血放掉了……
31,,…………,…………
32,,周りにいた人達、<br>凄い目で私を見てた。,当时我周围的人们，<br>都用可怕的眼神看着我。
33,,……私もみんなも、<br>お互い肝心な事を<br>知らなかっただけなんだけどね。,……我和大家们都只是，<br>不知道对彼此来说<br>最重要的事情而已。
34,,ふむ……,嗯……
35,,…………,…………
36,,だが、肉はすぐ傷む。いい状態に<br>保つなら血抜きは必要だろう？　,但是，肉马上就会坏。如果是为了保持<br>新鲜的状态把血抽掉不是必要的吗？　
37,,もし私が山で育っていたなら、<br>ソーンと同じことをしていたかも<br>しれないな。,如果我也是在山里长大的话，<br>也许会和索恩做出同样的举动。
38,,え……,诶……
39,,想像はつくよ。<br>私も狩った獣を食べた事くらいある。,我能想象到。<br>因为把猎到的野兽吃了的事情，<br>我还是有过的。
40,,……こんな話も受け止めてくれるのね。,……你竟然连这样的话题都能接受得了呢。
41,,義理の妹がふたりもいれば、<br>大抵の事は受け入れられるさ。,如果有两个义妹的话，<br>大部分事情就都能接受了。
42,,妹さんと、<br>いつか会ってみたいな……<br>って、依頼の時間、大丈夫？,好想和你的妹妹们，<br>什么时候见个面啊……<br>啊，委托的时间，还来得及吗？
43,,ああ。そろそろ行くよ。,哦哦，我该走了。
