id,en,jp,trans
0-chapter_name,,その威を示し、王たれと,王者，示其威也。
0-synopsis,,十天衆の誰より強いことを証明するため、他の十天衆に戦いを仕掛けるソーン。幼き魔導士・フュンフと遭遇したソーンは、戦いをためらうかのように押し黙る。そんなソーンを急かすように、熱を帯びる二王弓。フュンフは、二王弓こそがソーンの暴走の原因であると考え、ソーンに挑みかかる。,为了证明自己比十天众任何人都要强的索恩，向其他十天众发起了挑战。在遭遇到幼少的魔导士芬芙时，好像是在对战斗犹豫不决的索恩陷入沉默。为了催促这样的索恩，二王弓震动发热。认为二王弓才是索恩暴走的原因的芬芙，向索恩发起了挑战。
3,,ソーン、何やってるのさ。,索恩，你到底在干什么。
4,,フュンフ……,芬芙……
5,,あちし達仲間だよね？　ホントは<br>仲間と戦ったりしたくないでしょ？<br>なんか理由があるんだよね？,我们是同伴吧？　其实你<br>并不想和同伴进行战斗的，对吧？<br>是有什么原因吧？
6,,…………,…………
7,,なんかあったらあちしに言ってよ？<br>あちしの魔法で、<br>ソーンを治してあげるから。,如果发生了什么就和我说吧？<br>因为我的魔法，<br>能够治好索恩。
8,,<span class='scene-font-katari'>口を閉ざしたソーンを急かすように</span><br><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>は震え、熱を帯びる。</span><br><span class='scene-font-katari'>その瞬間、フュンフの顔色が変わった。</span>,<span class='scene-font-katari'>为了催促陷入沉默的索恩</span><br><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>开始震动变热。</span><br><span class='scene-font-katari'>就在这个瞬间，芬芙的脸色改变了。</span>
9,,やっぱり……！　お前だな<span class='scene-font-spword'>二王弓</span>！<br>お前が悪さして<br>ソーンをおかしくしてるんだ！,果然……！　是<span class='scene-font-spword'>二王弓</span>你搞得鬼！<br>是你使坏让索恩变得这么奇怪！
12,,あちしの目はごまかせないぞ！<br>十天衆がひとり、フュンフ様の<br>正義の鉄槌を食らえー！,别想骗过我的眼睛！<br>吃我十天众芬芙大人正义的铁锤吧ー！
info,,1,scene_ult_chr129_q4_4_s10
