id,en,jp,trans
0-chapter_name,,魔眼の狩人,魔眼的猎人
0-synopsis,,なおも姬塔との戦いを続けようとするソーンに、煙幕攻撃や飛行兵器が襲い掛かる。みぞおちに模擬弾を受け、倒れるソーン。その後、攻撃者であるシルヴァが現れ、ソーンに積年の想いを語る。和解する２人を姬塔達は遠くから眺め、ほっと胸をなでおろす。二王弓や十天衆についての問題も無事に解決へと向かい、今回の件は一件落着となるのだった。,还要打算继续和姬塔战斗的索恩，突然遭到了烟幕和飞行兵器的袭击。索恩在胸口窝中了模拟弹之后，倒在了地上。在那之后，作为攻击者出现的席尔瓦，对索恩倾诉了多年来的坎坷心境。眺望着和解的两人，姬塔们终于松了一口气。伴随着二王弓和十天众的问题平安解决，这次的事件也终于落下了帷幕。
7,,あぐっ……！,啊呜……！
10,,<span class='scene-font-katari'>戦いの末に、膝をつくソーン。</span><br><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>が、カランと音をたてて</span><br><span class='scene-font-katari'>地面に転がった。</span>,<span class='scene-font-katari'>战斗结束之后，索恩双膝跪地。</span><br><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>当啷一声落在了地上。</span>
12,,そんな……そんな……！<br>また私は負けたの……！？<br>姬塔に……！,怎么会这样……怎么会这样……！<br>我竟然又输给了姬塔……！
13,,もうやめてください！,请快点住手吧！
14,,ソーンさんは、こんな事<br>望んでなかったじゃないですか！,索恩姐，不也并不希望<br>这样的事情发生吗！
15,,一緒にご飯食べて、お洋服買って！<br>すごく楽しいって<br>言ってたじゃないですか！　だから……,你不是说和大家一起吃饭，<br>一起买衣服是非常开心的吗！<br>所以……
16,,駄目なの……<br>それじゃ駄目なの！,不行……<br>这样是绝对不行的！
17,,私はこんな所で、<br>ぬるい感情に溺れていては<br>いけないの！,我在这种时候，<br>还沉溺在这种天真的感情中<br>是绝对不行的！
18,,誰よりも……<br>誰よりも強くなきゃ！,我必须要变得比任何人……<br>比任何人都要强！
19,,そうでなきゃ、<br>私はシルヴァを裏切ってるの！,不这样做的话，<br>我就是背叛了席尔瓦！
21,,<span class='scene-font-katari'>取り落とした</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>へと手を伸ばし、</span><br><span class='scene-font-katari'>再び姬塔に向けて構えるソーン。</span>,<span class='scene-font-katari'>索恩将手伸向掉在地上的</span><span class='scene-font-spword'>二王弓</span><span class='scene-font-katari'>，</span><br><span class='scene-font-katari'>再次向姬塔架了起来。</span>
22,,<span class='scene-font-katari'>鬼気迫る眼差しで、</span><br><span class='scene-font-katari'>姬塔に狙いを定める。</span>,<span class='scene-font-katari'>她用阴森逼人的眼神瞄准了姬塔。</span>
25,,…………！<br>げほっ！　げほっ！,…………！<br>咳！　咳！
