id,name,detail
npc,斑比,3040057000
special,血之洗涤,暗属性伤害(特大)<span class=text-blue>◆对处于魅惑效果的目标则奥义性能UP</span>
special-ブラッディ・アブソープション,血之汲取,暗属性伤害(特大)/自身获得2层「血族之血」(最大2层)<span class=text-blue>◆对处于魅惑效果的目标则奥义性能UP</span>
special-Bloody Absorption,血之汲取,暗属性伤害(特大)/自身获得2层「血族之血」(最大2层)<span class=text-blue>◆对处于魅惑效果的目标则奥义性能UP</span>
skill-1,血契,对敌方单体造成暗属性伤害/驱散一个强化效果
skill-1++,血契,<div class=prt-text-small>对敌方单体造成暗属性伤害/驱散一个强化效果<br><span class=text-blue>◆消耗「血族之血」:暗属性防御力DOWN</span></div>
skill-2,绯红赠礼,吸取敌方单体1点CT，我方全体奥义值UP(20%)
skill-3,迷魅心跳,敌方单体魅惑效果/自身攻防UP/连续攻击率UP
skill-3+,迷魅心跳,<div class=prt-text-small>敌方单体魅惑效果/自身攻防UP/连续攻击率UP/吸收效果<span class=text-blue>◆消耗「血族之血」:「迷魅心跳」强化性能UP/回合结束时对敌方全体造成暗属性伤害</span></div>
support-1,任性的贵族,自身暴击率UP
support-2,女王充能II,<div class=prt-text-small>战斗开始时获得1层「血族之血」<span class=text-blue>◆根据「血族之血」的层数获得攻击性能UP/暗属性追击效果</span></div>
skill-lb,LB技能,自身普通攻击处于魅惑效果的目标时，附加暗属性追击效果
intro,吸血姬,在暗夜中起舞的幼小公主带着丰富多彩的表情自由奔放地穿梭在苍穹之间。她任性的行为虽然牵连了很多人，但其烂漫闪耀的心也将束缚着同胞的古老枷锁逐渐解开。
