id,name,detail
npc,赫莱尔·本·夏蕾姆,3040251000
special,混沌军团,<div class=prt-text-small>暗属性伤害(特大)/我方全体暗属性攻击UP<br><span class=text-blue>◆对处于宵之宣告的敌人进行技能追击</span></div>
skill-1,清算,<div class=prt-text-small>8倍暗属性伤害/施加宵之宣告</div>
skill-1+,清算,<div class=prt-text-small>8倍暗属性伤害/施加宵之宣告</div>
skill-2,不可视之触,<div class=prt-text-small>我方单体获得护盾效果/闪避地方所有攻击(1次)</div>
skill-2+,不可视之触,<div class=prt-text-small>我方单体获得护盾效果/闪避地方所有攻击(1次)</div>
skill-3,终末,<div class=prt-text-small>敌方全体攻击DOWN/连续攻击率DOWN/特殊技伤DOWN/命中率DOWN</div>
support-1,审问与拒绝的先知,奥义发动时获得1层失神(最大3层)<br><span class=text-blue>◆根据失神层数，连续攻击率UP/失神3层时增幅大幅提升</span>
support-2,神话中迷失的孩子,根据敌人弱体效果获得奥义伤害UP/奥义伤害上限UP/暗属性追击效果
intro,黄昏审问者,于远古时代诞生的神使，再度降临现世。那里对她来说是未来。记忆的缺失令她迷茫，为了填补神话中的空白，她决心踏上空之旅程。
