id,en,jp,trans
0-chapter_name,,空に馳せる羨望,向天空驰骋的慕意
0-synopsis,,ロゼッタは、求婚者の男に決定的な訣別を告げる。ロゼッタの明かした秘密にショックを受け暴走した男は、魔晶を飲み込み自ら異形の姿に変貌するのだった。,萝塞塔决定与求婚的男人诀别。知道了萝塞塔秘密的男人受到了打击而暴走，他吞下了魔晶并变成了异形的样子。
0,,<span class='scene-font-katari'>一行が魔物を退けると、</span><br><span class='scene-font-katari'>男は疲れ切ったように膝をつき、</span><br><span class='scene-font-katari'>険しい顔で姬塔を睨んだ。</span>,<span class='scene-font-katari'>一行人击退了魔物，男人精疲力竭地跪在地上，用危险地眼神盯着姬塔。</span>
1,,くっ……！<br>なぜだ、なぜなんだ！？,诶……！为什么，为什么啊！？
2,,僕はただ、<br>ロゼッタさんと一緒に……<br>こんなにも愛しているのに！？,我只是，想和萝塞塔女士在一起……我明明是这么的爱着她！？
3,,はぁ……<br>そんなこと言われてもね。<br>悪いけど貴方の感情は理解できないの。,哈……就算你这么说呢。虽然这么说很抱歉，但是我理解不了你的感情呢。
4,,どうして！？<br>充分に伝えたはずでしょう……！,为什么！？应该完全传达到了才对啊……！
5,,そうねぇ……<br>特別に教えてあげてもいいわ。<br>だって、アタシは──,是呢……当作例外告诉你吧。因为，我是——
6,,<span class='scene-font-katari'>そう言うと、</span><br><span class='scene-font-katari'>ロゼッタは男に近づき、</span><br><span class='scene-font-katari'>その耳元で何事か囁いた。</span>,这么说后，萝塞塔靠近了男人，在他的耳边说了些什么。
7,,な……<br>そ、そんな、馬鹿な……！？,什……怎，怎么会这样，不可能……！？
8,,ごめんなさい。<br>最初に伝えておけば良かったわね。,对不起。最开始的时候传达给你的话就好了。
9,,うぅ……<br>冗談じゃない、僕はなんのために……,呜……不是玩笑，我到底是为了什么……
10,,…………,…………
11,,なぁなぁ……<br>今、なんて言ったんだ？<br>おっさん、すげぇ落ち込んでるけど。,呐呐……刚刚到底说了什么？大叔，突然变得很沮丧了啊。
12,,ん？<br>ふふふ、ヒミツ。,嗯？哼哼哼，秘密。
13,,え、ええっと……<br>それで、結婚の話は……？<br>私、ちんぷんかんぷんで……,那，那个……那么，结婚的话题呢……？我，还是一头雾水。
14,,あら、その話どこで聞いたの？<br>……まぁいいわ、ひとまず帰りましょ。,啊啦，那个话题是在哪听到的？……算了，先回去吧。
15,,待て……,等一下……
16,,僕を騙したな……<br>僕の純粋な愛を弄んだんだな？,我被骗了……你玩弄了我纯粹的爱？
17,,いい加減にして頂戴。<br>そもそも、貴方が勝手に誤解を──,请适可而止。说到底，本来就是你自己任性的误解——
18,,黙れっ！<br>絶対に許してなるものか……！,闭嘴，怎么能就这样轻易原谅你……！
19,,<span class='scene-font-katari'>激昂した男は、</span><br><span class='scene-font-katari'>何を思ったか魔晶を飲み込み、</span><br><span class='scene-font-katari'>がたがたと震え出した。</span>,<span class='scene-font-katari'>不知道在想什么的盛怒的男人，将魔晶塞入了嘴里，不停的颤抖着。</span>
20,,……っ！？<br>馬鹿な真似を……！,……啧！？笨蛋般的举动……！
21,,うわあァァァ！<br>か、体が熱いィィィ……！,呜哇啊啊啊！身，身体好热……！
25,,<span class='scene-font-5'>グガアァァッ！！</span>,<span class='scene-font-5'>咕</span>嘎哦哦哦哦哦！！
26,,げぇ……！<br>ば、化け物になっちまったぞ！？,诶……！变，变成怪物了啊！？
27,,た、大変です……！<br>あの人の中で魔晶が暴走してます！,不，不好了……！那个人身体中的魔晶暴走了！
28,,マズイわね。<br>もう同情する気も起きないけど……<br>カタをつけるわよ、姬塔さん！,不妙了啊。我也不会再同情你了……摆好架势哦，姬塔！
info,,1,scene_chr223_q3_s10
