id,en,jp,trans
0-chapter_name,,第3話　回廊探索,第三章 回廊探索
0-synopsis,,ヴェトルは夢の回廊にある落とし穴の場所を言い当て、姬塔達を助けつつからかうような言葉を口にする。一方モルフェはそんな姉を窘め、ヴェトルの言葉は真に受けないよう、一行に注意するのだった。,薇特尔可以帮助众人猜中回廊中陷阱的位置，而另一方面却责备这样的姐姐，让大家不要把她的话当真。
0,,んー……そこ、落とし穴がある。<br>びっくりしたくなかったら、<br>避けてね……,嗯……那里，有个陷阱。不想被吓到的话，就躲开……
1,,あ、はい！,啊，好的！
2,,んふふ……もしかしたら、<br>落ちた方が近道かもだけど……？,呼呼……也许，掉下去反而是捷径呢……？
3,,もぅ、姉さんったら。<br>……皆さん、<br>真に受けないでくださいね。,姐姐真是的……。大家不要把她的话当真啊。
4,,んふふ……夢の回廊は、<br>上も下も右も左もない……<br>……ホントかウソか、わからない。,呼呼……梦之回廊中没有上下左右之分……是真是假，也不知道。
5,,確かに、遠くに見えてたもんが<br>思ってたよりずっと近かったり……,的确是……看起来在远处的东西也比想象中的更近……
6,,近くに見えてるのに、<br>どんなに歩いても近づけなかったり……<br>厄介なところだぜ！,…明明看起来很近的东西，怎么走也无法靠近……真是麻烦！
info,,1,scene_evt160531_cp3_q3_s10
