id,name,detail
skydom,ファータ・グランデ空域,法塔・格兰迪空域
skydom,ナル・グランデ空域,纳尔・格兰德空域
10001,赞克汀泽,时光悠然流逝的起始之岛<br>苍之少女的出现结束了安宁<br>启程驶向空之彼方，约定之地
20001,波特普利兹群岛,文化和经济交流的中心岛屿<br>温和的微风与熟练的骑空士汇聚于此
20002,巴尔兹公国,工业重地同时也是多拉夫族聚集的岛屿<br>汹涌的岩浆在锈红色的地表持续流动
20003,奥古斯提列岛,整个岛屿漂浮在被称为“海洋”的水潭之上<br>湛蓝的水面上倒映着守护神利维坦的身影
20004,露玛茜群岛,被遗忘的森林在这座岛上静静呼吸<br>翠绿的森林轻柔地包裹着被遗忘的历史
20005,城砦都市阿尔比昂,骑士之城，因培养出了优秀的骑士<br>而名满天下。即使你有称霸空域的雄心壮志，<br>也将在这里学会隐忍和退让
20006,环雾之岛,一个被奇异之雾所笼罩的岛屿。一切的一切<br>甚至连真相本身，都被浓雾消去了踪影
20007,加隆佐岛,一个让骑空士们放松休息的小岛。但是要注意，<br>安逸和温柔可能会变成阻碍你前进的桎梏
20008,阿玛提亚岛,司掌秩序与规律之岛。秩序使<br>世界充满了善，同时也不可避免地结出了恶
20009,旧王都美佛拉修,一个隐藏了史实和真相的岛屿。过去的<br>历史仿佛明灯一般照亮了现在前进的道路
20011,王都阿加斯蒂亚,帝国繁荣的象征。在破碎的<br>历史阴影下，隐藏着恶魔的嗤笑
20012,戴达罗伊德岛链,和其他空域相连的岛屿<br>尽管七曜骑士都是这座岛屿的管理者<br>但他们对于正义的理解却各不相同
20014,北方荒原 白风之境,空域的最北端是一个终年积雪的岛屿<br>一位少年的命运史诗将在这里徐徐展开
21001,美克马尔岛,矗立着歪斜的城砦的岛屿<br>伤痕传达着失去的星的相克。
21002,古洛斯岛,享受着满溢的恩惠的岛屿<br>勇士们聚集在伟大的王的身边。
21003,克尔加岛,继承了贤者的教诲的岛屿<br>教义的奥义一脉相承。
21004,贝斯提耶岛,兽群侍奉着百兽之母的岛屿<br>人们称呼从母亲处独立的行为为成长。
21005,莱耶岛,被星约定了繁荣的岛屿。<br>其灿烂夺目的兴隆的阴影中潜伏着黑暗。
21006,修提克岛,在围绕力量的谋略中沉没的岛屿。<br>尽管抱有丧失，人们还是要前进。
21007,境界的世界,漂浮在境界中的福音之地。<br>纠缠的宿命询问着觉悟。
