path,trans,duration,note
voice/3040215000_halloween_mypage1,万圣节快乐。,2,万圣
voice/3040215000_halloween_mypage2,不给糖就捣蛋。,2,
voice/3040215000_halloween_mypage3,美杜莎她们大概会很喜欢这种节日吧，我是不想被她们卷进去。,7,
voice/3040215000_christmas_mypage1,圣诞快乐。,2,圣诞
voice/3040215000_christmas_mypage2,今晚看来会很冷。\n你记得别穿太少到处跑。,5,
voice/3040215000_newyear_mypage2,Happy New Year！,2,新年
voice/3040215000_newyear_mypage1,新年快乐！,2,
voice/3040215000_newyear_mypage3,去年年末我做辅助参加了跨年演唱会，今年看来没机会啊。,8,
voice/3040215000_valentine_mypage1,情人节快乐！,2,情人节
voice/3040215000_valentine_mypage2,甜食啊……之前哪吒不知道为什么沉迷做糖果，那时候被喂了很多很多，这件事到现在我都没法忘记。,11,
voice/3040215000_white_mypage1,白色情人节快乐！,2,白情
voice/3040215000_white_mypage2,要送给你的话，连露莉亚和碧的份一起准备比较好啊。,7,
