path,trans,duration,note
voice/3040182000_halloween_mypage1,不给糖就捣蛋。,2,万圣
voice/3040182000_halloween_mypage2,托莫伊的恶作剧真让人头疼，之后得好好惩戒一下。,6,
voice/3040182000_christmas_mypage1,圣诞快乐！,2,圣诞
voice/3040182000_christmas_mypage2,像我这样的人，圣诞老人也会温柔对待我吗？,7,
voice/3040182000_newyear_mypage1,新年快乐！,2,新年
voice/3040182000_newyear_mypage2,真是非常漂亮的朝日呢。\n想到大家都平等的看到这景色，感觉有些感慨。,10,
voice/3040182000_valentine_mypage1,情人节快乐！,2,情人节
voice/3040182000_valentine_mypage2,虽然我努力做出了这个……托莫伊他会收下吗？,7,
voice/3040182000_white_mypage1,白色情人节快乐！,2,白情
voice/3040182000_white_mypage2,托莫伊会给我回礼吗？总觉得坐立不安。,6,
