path,trans,duration,note
voice/2040347000_mypage1,Ah hell，welcome to my feast\nTime to start the hedonism,7,贝利尔
voice/2040347000_mypage2,好像有人捡到我的羽毛在玩什么啊。\n嘛，不管你对我的投影做什么还是随意使唤都可以，不过之后要记得告诉我感想哦，是吧，特异点。,16,
voice/2040347000_mypage3b,哼哼哼哈哈哈哈哈，还在闹别扭吗？虽然看上去好像都是我的错，但巴布桑也很胡来啊。虽然确实偏离的计划，但毕竟我也是想玩玩的年纪。算了别生气啦，我的救世zhu……好疼！又踢我了！,25,
voice/2040374000_mypage1,这个叫浴衣的服装，它追究到细节的流丽的设计让我刮目相看。,8,弗雷
voice/2040374000_mypage2,用这个叫团扇的东西，给自己带来一点清凉。这也是人类的智慧吗。\n对我来说引起风非常容易，但用这个感觉也不错。,13,
voice/2040374000_mypage3,风雅，风流，情调……\n没想到人类的感觉这么多样又深奥。,11,
voice/2040388000_mypage1,圣诞老人的雪橇……\n感觉乘上那个就能找到彩虹。\n到底要去哪才能乘上呢？,12,
voice/2040388000_mypage2,蚂蚁，蚂蚁不在了。\n街上也是，巢里也是，都不在了。\n我带来了作为礼物的曲奇饼干，它们到底去哪里了呢？,13,
voice/2040388000_mypage3,平安夜真是平和啊。\n温暖的饭菜，暖炉，快乐的歌声……\n要是能一直都是平安夜就好了。,15,
voice/3990743000_mypage1,露莉亚，这座城市有什么样的美食，一起去看看吧,5,姬塔动画初始皮
voice/3990743000_mypage2,拉卡姆，有什么我可以帮忙的吗？没问题的！我可是干劲满满的！,6,
voice/3990743000_mypage3,卡塔莉娜，要一起去万事屋接新任务吗？,4,
voice/3990743000_mypage4,想让欧根教我各种各样的事情呢。,3,
voice/3990743000_mypage5,伊欧，陪我练习魔法嘛！,3,
voice/3990743000_mypage6,呵呵，萝赛塔和尤格多拉希尔关系真好啊。,4,
voice/3990743000_mypage7,说起来，碧到底是什么呢……？……是龙？,4,
voice/3990743000_mypage8,父亲，会在哪里呢……？,2,
voice/3990741000_mypage1,露莉亚，一起去看看这片天空的尽头究竟有什么吧！,5,古兰动画初始皮
voice/3990741000_mypage2,拉卡姆，能教教我怎么保养枪支吗？,3,
voice/3990741000_mypage3,卡塔莉娜约我去试吃她做的料理……没问题吧……？,3,
voice/3990741000_mypage4,不知道欧根在像我这么大的时候经历过怎样的旅行呢……？,4,
voice/3990741000_mypage5,伊欧，可以教我魔法吗？……能让人露出笑容的魔法。,5,
voice/3990741000_mypage6,萝赛塔好像知道一些有关露莉亚的秘密……,3,
voice/3990741000_mypage7,我买了苹果回来，碧。不过和赞克汀泽的品种不太一样呢……,5,
voice/3990741000_mypage8,天空的尽头……约定之地……我绝对会追上你的，父亲。,6,
voice/3020044000_Halloween1,万圣节了啊。,2,万圣
voice/3020044000_Halloween2,不给糖就捣蛋？,4,
voice/3020044000_Halloween3,今天是万圣节啊，难怪伙伴们里有些人变装了。,7,
voice/3020044000_Xmas1,圣诞快乐。,2,圣诞
voice/3020044000_Xmas3,我为利贝拉阁下它们准备的圣诞美食被偷吃了！团长，我们去找犯人！,8,
voice/3020044000_newyear1,新年快乐！,2,新年
voice/3020044000_newyear2,被炉……据说那是遥远异国拥有的魔法般的道具。,7,
voice/3020044000_Valentine1,情人节了啊,2,情人节
voice/3020044000_Valentine2,嗯？巧克力？这样啊，感谢你费心。,8,
voice/3020044000_whiteday1,白色情人节啊。,2,白情
voice/3020044000_whiteday2,哼哼哼，今天就给你个好东西吧，毕竟平常都受你照顾。,7,
voice/3020044000_whiteday3,是利贝拉阁下它们给的，毛球！,5,
voice/3020050000_newyear1,新年快乐。,3,新年
voice/3020050000_Valentine1,情人节快乐。,3,情人节
voice/3020050000_Valentine2,那那那那那个，我有东西想要给你……巧克力。,7,
voice/3020050000_whiteday1,白色情人节快乐！,3,白情
voice/3020050000_whiteday2,欸——你要送我礼物？\n莫非你对我……？,8,
voice/3020050000_whiteday4a,啊啊，不可以，我的恋人是柏博伦王子，抱歉我不能收下！,10,
voice/3030010000_halloween_mypage1,万圣节快乐！,2,万圣
voice/3030010000_halloween_mypage2,不给糖就捣蛋！\n哎呀，团长你想要恶作剧？说出来了就不叫恶作剧了哦。,10,
voice/3030010000_christmas_mypage1,假日快乐！,2,圣诞
voice/3030010000_christmas_mypage2,天变冷了呢。\n不过因为是平安夜，所以总觉得可以感觉到温暖，这是为什么呢。\n团长你不觉得不可思议吗？,13,
voice/3030010000_newyear_mypage1,新年快乐！,2,新年
voice/3030010000_newyear_mypage2,新的一年到来了呢，团长。\n新年的抱负虽然大多不会持续很久，但不考虑今年把它实现一下吗？,10,
voice/3030010000_valentine_mypage1,情人节快乐！,2,情人节
voice/3030010000_valentine_mypage2,哎呀，团长，你这表情看上去想要什么东西啊。\n呵呵，你想要什么？说说看？,10,
voice/3030010000_white_mypage1,今天是白色情人节哦~,2,白情
voice/3030010000_white_mypage2,感情要是单向的话会很寂寞啊，果然还是需要双向的才行。\n呵呵，我是不是说的有些过分？,11,
voice/3030244000_mypage1,我可以唱一首歌吗？不知为何，现在我就是这种心情。,5,
voice/3030244000_mypage2,虽、虽说我还是很怕魔物……只要我的力量能帮上忙的话……！,7,
voice/3030244000_mypage3,我写了新的歌！姬塔，你想听吗？,5,
voice/3030025000_mypage1,真是一阵惬意的风呢！不知道为什么，我突然就很想唱歌。,5,
voice/3030025000_mypage2,要去打倒魔物吗？……虽、虽然很可怕，但是我会加油的！,7,
voice/3030025000_mypage3,我曾经很向往能有家人。不过，现在骑空团的大家就是我的家人了！,8,
voice/3030025000_s2_newyear0,用崭新的心情迎接新的一年，今年也要充实地度过！,6,新年
voice/3030025000_s2_newyear1,恭贺新禧。,3,新年
voice/3030025000_s2_newyear2,新年快乐！,2,新年
voice/3030025000_s2_newyear3,谨贺新年。,3,新年
voice/3030025000_s2_birthday0,为你的生日献上诚挚的祝福。,3,生日
voice/3030025000_s2_birthday1,生日快乐。,2,生日
voice/3030025000_s2_valentine0,情人节快乐！,2,情人节
voice/3030025000_s2_valentine1,啊，有一股香甜的味道飘来，真是好闻！,7,情人节
voice/3030025000_s2_whiteday0,白色情人节快乐！,2,白情
