id,en,jp,trans
0-chapter_name,,第2話 ひよこ班、訓練す,第2話 ひよこ班、訓練す
0-synopsis,,救出したトネリロに事情を聞くと、寝坊して急いで練兵場に向かっていたところ、こちらが近道だと他班の受験者に言われ、従ってみると魔物に襲われたらしい。それを聞いたアーサーは明日から朝は皆で一緒に行こうと提案する。ヴェインはトネリロに、ひよこ班は自分にとっての家族同然だから、いつでも相談しに来るよう告げるのだった。,众人向被救出的托涅利罗询问缘由，原来托涅利罗早上起晚迟到，急忙去往练兵场时有其他班的考生说这里有近道，结果他遭受了魔物袭击。亚瑟决定从明早起大家一期行动。维恩则表示自己把鸡仔班看的如同家人一样重要，什么时候都可以来找到谈。
2,,<span class='scene-font-katari'>魔物を一蹴したヴェインは、</span><br><span class='scene-font-katari'>木の上からトネリロを助け出す。</span>,<span class='scene-font-katari'>维恩击退魔物，</span><br><span class='scene-font-katari'>把托涅利罗从树上救了下来。</span>
3,,しかし……<br>なんでまたこんなことに<br>なったんだ？,不过啊……<br>怎么会成这样的？
4,,それが……えっと……朝寝坊して<br>急いで練兵場に向かってたら<br>こっちの方が近道だって言われて……,因为……我早上起晚了，<br>着急去训练场，<br>有人告诉我这里是近道……
5,,近道？　近道しようとした<br>途中で魔物に襲われて、<br>木の上に逃げたって訳か？,近道？也就是说你从这里走，<br>然后遇到了魔物，<br>就逃到树上去了？
6,,はい……,是的……
7,,誰に言われたんだ、そんなこと。,谁告诉你这里是近路的啊？
8,,名前は知らないけど……<br>たぶん他の班の<br>受験生だと思う。,我不知道名字……<br>大概就是哪个班的考生吧。
9,,完全にナメられてるな。<br>そういうヤツは<br>シメないと調子にのるぞ。,你这完全是被人耍了，<br>不教训那家伙他会更狂的。
10,,だ、大丈夫だって！<br>自分が寝ぼけて道を<br>間違えたんだと思う……,没，没关系！<br>可能是我太困走错路了……
11,,うう～ん……,呜嗯……
12,,本当に大丈夫だから！<br>ねっ、心配しないで？,真的没关系！<br>你们别担心了。
13,,まぁオマエがそこまで言うなら<br>どうでもいいけど……,既然你都这么说了，<br>那就没事了。
14,,う～ん……,唔嗯嗯嗯……
15,,わかった！<br>明日から、朝は一緒に行こう！,我知道了！<br>明天开始我们早上一起走吧！
16,,おいおい……<br>自分が朝弱いくせに<br>よく言うぜ……,喂喂……<br>你自己早上都起不来，<br>别说大话啊……
17,,だからモルドレッドも<br>一緒なら大丈夫かなって！,所以莫德雷德和<br>我们一起就好啦！
18,,はぁ？<br>なんでそうなるんだよ？,哈？<br>为什么还要拉上我？
19,,うんうん……<br>それでこそ仲間ってやつだな。,嗯嗯……<br>这才是同伴嘛。
20,,ひとまずはお前たちに<br>任せておくけど……,那就交给你们喽……
21,,トネリロ、俺でよかったら<br>いつでも相談しに来い。<br>ひよこ班は俺の家族も同然だ。,托涅利罗，<br>你随时可以来找我谈，<br>鸡仔班对我来说和家人一样。
22,,はっ、はい！<br>みなさんもありがとうございます！,好，好的！<br>也多谢大家了！
23,,……家族か。,家人啊……
24,,クルスもありがとな！<br>お前のおかげでトネリロを<br>さくっと見つけられたぜ！,也多谢库鲁斯啦！<br>多亏了你我们才能<br>找到托涅利罗。
25,,えっ？　クルスくんが……,诶？库鲁斯吗……
26,,本当に、ありがとう！,真是太感谢你了！
27,,……早く戻りましょう。,……快回去吧。
28,,おっ！　そうだな！<br>んじゃ戻って訓練の続きするぞー！,哦！是啊！<br>那就回去锻炼吧！
29,,おーっ！,哦——！
30,,<span class='scene-font-katari'>ヴェイン率いるひよこ班の</span><br><span class='scene-font-katari'>面々は、気を取り直して</span><br><span class='scene-font-katari'>基礎訓練に戻るのだった。</span>,<span class='scene-font-katari'>维恩率领鸡仔班重新调整心情，</span><br><span class='scene-font-katari'>回去开始了基础训练。</span>
info,,1,scene_evt171130_cp2_q2_s30
