id,en,jp,trans
0-chapter_name,,第4話 ふたりの過去,第4话 两人的过去
0-synopsis,,歩きながらヴェインに「自分の理想の騎士像」を尋ねられ、自分達のような戦争孤児を出さないためにも、国を守る騎士になりたい、と答えるアーサーとモルドレッド。しかし気が付くと三人は迷子になっていた。突然現れた魔物に対し、ヴェインはアーサー達にいい所を見せようとひとりで立ち向かう。,维恩边走边询问两人「自己理想中的骑士的模样」，亚瑟和莫德雷德回答想要守护国家，不再因战争让孩子们变成孤儿。可他们突然发现迷路，又有魔物出现，维恩为在亚瑟他们面前展现自己上前对峙。
1,,<span class='scene-font-katari'>お互いの過去について語りながら</span><br><span class='scene-font-katari'>山道を散歩していた三人は、</span><br><span class='scene-font-katari'>自然と登山試験の話題になる。</span>,<span class='scene-font-katari'>一边聊着互相过去的事</span><br><span class='scene-font-katari'>一边散着步的三人，自然而然地</span><br><span class='scene-font-katari'>聊到了登山试验的话题。</span>
2,,ふたりは、俺達がなんで<br>この登山試験を行うか<br>知ってるか？,你们两个知道为什么<br>会有登山试验吗？
3,,根性を試すため？,为了考验耐性？
4,,班のチームワークを見るとか？,还是考验团队协作？
5,,うん、まぁ両方正解だけど、<br>他にも意味があってな。,嗯，两点都有吧，<br>不过还有其他原因。
6,,実は、この山には<br>ある言い伝えがあってさ……,其实有一个关于这座山的传言……
7,,どんな言い伝えなんですか？,怎么样的传言啊？
8,,かつてこの山には、<br>とある古竜が住んでいた<br>そうなんだ……,这座山上曾经住着<br>一只很古老的龙……
9,,ある時、古竜の存在を恐れた王様が、<br>自国の騎士団に討伐命令を出して<br>騎士達は見事古竜を討伐したらしい。,那时，国王因为害怕就下令<br>让本国的骑士团去讨伐，<br>骑士们似乎也漂亮地完成了任务。
10,,でも、その中の一人の騎士が、<br>魔物とはいえ古竜のことを憐れんで<br>祠を作ってあげたんだってさ。,但其中有一位骑士，<br>他觉得龙虽然是魔物但也很可怜，<br>就为它建了一座祠堂。
11,,その騎士の勇敢さと高潔な<br>「騎士道精神」が認められて──,那位骑士的勇敢和高洁<br>就被认作是「骑士道精神」——
12,,以来、騎士を目指すものは<br>この山にお参りするってのが<br>恒例行事になったって訳だ。,所以一直以来想要成为骑士<br>的人都会例行来这里参拜。
13,,へぇー！　すげー！<br>そんな意味があったんだ！,这样啊！好厉害！<br>竟然还有这么一层原因！
14,,ふーん……<br>本当に魔物のために<br>祠なんか作るんですかね。,呼……<br>真的为魔物建了祠堂吗？
15,,まぁそこの真偽は置いといてだ。<br>ふたりも自分の理想の騎士像みたいなの<br>考えとくといいぞ。,这件事的真伪不重要，<br>你们两个也应该好好想一下<br>自己要成为怎样的骑士。
16,,明日、その祠に着いたら<br>「こんな騎士になりたい」って<br>願掛けしてもらうからな！,等明天到了祠堂，<br>就好好祈祷自己以后能<br>变成那样的骑士吧。
17,,理想の騎士像か……,理想的骑士模样啊……
18,,う～ん……,嗯……
19,,<span class='scene-font-kokoro'>（お金を稼ぎたいだけなら、</span><br><span class='scene-font-kokoro'>騎士じゃなくても仕事はある……）</span>,<span class='scene-font-kokoro'>（如果只是想挣钱的话，</span><br><span class='scene-font-kokoro'>就不是必须要做骑士……）</span>
20,,<span class='scene-font-kokoro'>（騎士になる強い動機があるなら</span><br><span class='scene-font-kokoro'>それを知りたいんだよな……）</span>,<span class='scene-font-kokoro'>（如果有必须要成为</span><br><span class='scene-font-kokoro'>骑士的理由的话，</span><br><span class='scene-font-kokoro'>那我真的很想知道……）</span>
21,,ねぇ、モルドレッド。<br>前にシスターがしてくれた話！,莫德雷德，<br>你还记不记得修女说过的话？
22,,ああ！　<br>アレがあったな！,啊！那个！
23,,おおっ！<br>なんだなんだ？　気になるな！,哦，什么什么！<br>好想听啊。
24,,昔……孤児院の近くで起きた<br>戦争を治めてくれた騎士達の話を<br>よくシスターが話してくれて。,修女曾经对我们说过，<br>以前平息了孤儿院附近<br>战争的骑士们的事。
25,,……えっと、その時オレ達はまだ<br>赤ん坊だったから実際にその騎士を<br>見たわけじゃないんですけど。,那时候我们还是小娃娃，<br>没有实际见过那些骑士。
26,,その戦争はオレとアーサーが孤児に<br>なったきっかけの戦争だったから。,就是因为那场战争<br>我们才成了孤儿。
27,,俺達みたいな戦災孤児が生まれない<br>ようにしたいってのは、<br>考えるようになったかも。,所以我们不想再让<br>别的孩子和我们一样<br>因为战争失去亲人。
28,,ああ……<br>そのために国を守る騎士に<br>なろうってな。,啊啊……<br>我们就是因为这个原因才想<br>成为守卫国家的骑士！
29,,そうか……<br>それは辛い経験だったな。,是吗……<br>那还真是辛苦啊。
30,,でも、アーサーもモルドレッドも<br>立派な騎士になれるって、<br>俺は今の話で確信した。,不过无论是亚瑟还是莫德雷德，<br>我都确信你们能成为<br>了不起的骑士。
31,,<span class='scene-font-katari'>ヴェインは力強い言葉で、</span><br><span class='scene-font-katari'>ふたりに語りかけるのだった。</span>,<span class='scene-font-katari'>维恩向两人说出</span><br><span class='scene-font-katari'>极具力量的话语。</span>
32,,ところで……ヴェイン班長。<br>……ここどこですかね？,话说回来维恩班长。<br>这是哪里……？
