id,en,jp,trans
0-chapter_name,,第4話 ふたりの過去,第4话 两人的过去
0-synopsis,,散歩の最中、アーサーとモルドレッドはヴェインと話す中で、孤児院にいた頃の思い出を語る。感極まったヴェインは思わず、最初に出会った飲食店でふたりが食い逃げをしようとしていたことに気づいていたことを話してしまう。アーサーとモルドレッドは、「もう二度と悪事を働かない」という誓いの指切りをヴェインと交わすのだった。,散步中，亚瑟和莫德雷德向维恩说起在孤儿院时的回忆。感动中的维恩不小心说出发现他们在饭店打算逃单的事，亚瑟和莫德雷德发誓「不再做坏事」。
1,,<span class='scene-font-katari'>山道を散歩しているヴェインと</span><br><span class='scene-font-katari'>アーサーとモルドレッド。</span>,<span class='scene-font-katari'>在山道上散步的</span><br><span class='scene-font-katari'>维恩、亚瑟、莫德雷德。</span>
2,,なんで急に散歩なんですか？,为什么突然要散步啊？
3,,昔、嫌なことがあった時とかさ、<br>よくランちゃんと一緒に<br>こうやって散歩したんだ。,我从以前开始，<br>一旦有什么烦心事就会<br>和兰酱一起散步。
4,,あ！　ランちゃんてのは<br>ランスロット団長のことな！,啊，兰酱就是说<br>兰斯洛特团长。
5,,ぷっ……<br>今更ランスロット団長って……,哈……你现在才叫<br>兰斯洛特团长啊……
6,,ランスロット団長呼び、<br>はじめて聞きました！,还是第一次听您叫<br>兰斯洛特团长呢！
7,,あっれ、そうだったか？　<br>呼び慣れ過ぎてて、つい、な。,啊嘞，是这样吗？<br>平时叫惯了都没注意到呢……
8,,ヴェイン班長と<br>ランスロット団長って<br>ホント仲いいですよねー？,维恩班长和<br>兰斯洛特团长<br>的关系很好啊？
9,,なにせ俺とランちゃんは<br>幼馴染だからなぁ！<br>一緒に居た時間も長いんだ。,毕竟我和兰酱是发小嘛，<br>住在一起的时间也很长。
10,,へぇ～！<br>じゃあさ……,诶~！<br>那不就……
11,,うん！<br>俺達と一緒なんですね！,嗯！<br>和我们一样！
12,,ああ、だからお前らを見てると<br>なーんか懐かしくなってな……,啊啊，所以我看到你们<br>就感觉很怀念……
13,,実はさ……あの時の面接の後、<br>俺がランちゃんにお前達の<br>班長をやりたいっていったんだ。,其实啊……<br>那次面试结束后，<br>我和兰酱说想做你们的班长。
14,,ええっ！<br>そうだったんですね！,诶诶！<br>这样吗！
15,,あの……班長がオレらを<br>気にかけてくれるのは<br>嬉しいんですけど……,那个，班长你关心<br>我们倒是很让人开心……
16,,ヘンリーに何か言われたのか？,你们被亨利说了些<br>不好的话吗？
17,,んーー……,嗯ーー……
18,,まぁ……そうです。<br>しょうもないことですけど。,是啊……<br>不过都是些无聊的话。
19,,……むぅ。<br>気にするなって言われても、<br>そればっかりは仕方ないな。,唔……<br>虽然我很在意，<br>但这种事也没办法。
20,,え？,诶？
21,,だって俺はお前らの班長だから、<br>気に掛けるのは仕方ないだろ？<br>それにヘンリーにも班長がついてる。,因为我是你们的班长嘛，<br>关照你们是应该的啊？<br>而且亨利自己也有班长。
22,,そのかわり、ランちゃんは<br>どこの班にも所属してないから、<br>全員を平等に見てるはずだぞ。,不过兰酱没有负责任何班级，<br>对你们可都是一视同仁的哦。
23,,だから、お前らが<br>余計な心配すんな。,所以，<br>你们不用多想。
24,,まぁそうだな、アレだ。<br>ヘンリーが俺のファンで<br>嫉妬してるとか？,哦，是不是这么回事啊，<br>比如亨利是我的粉丝，<br>所以嫉妒你们什么的。
25,,あははっ！<br>案外そうだったりするのかも！,啊哈哈！<br>可能真的是呢！
26,,ありがとうございます……,谢谢……
27,,わはははっ！<br>礼なんかいいから<br>のびのび頑張ってくれ！,哇哈哈哈！<br>不用谢我，<br>你们还是好好努力吧！
28,,<span class='scene-font-katari'>豪快に笑うヴェインは、</span><br><span class='scene-font-katari'>二人の背を優しく叩く。</span>,<span class='scene-font-katari'>维恩爽快地笑着，</span><br><span class='scene-font-katari'>温柔地拍着两人的背。</span>
29,,ふたりは……孤児院で育ったんだよな。<br>幼馴染ってことは、一緒に苦労も<br>わかちあってきたんじゃないか？,你们两个是在孤儿院一起<br>长大的发小来着？发小啊，<br>也就是一起吃过很多苦吧？
30,,苦労ですか……<br>まぁ、そうですね。,吃苦……<br>是吧。
31,,そうだなぁ。<br>色々あったよなぁ。,是啊，<br>发生过很多事。
37,,おらよっ！,看招！
38,,ぐあっ！,啊！
40,,ぎゃははは！　クソ餓鬼が！<br>孤児の分際で俺にたてつくから<br>こうなるんだよ！,哈哈哈哈！臭小子，<br>区区一个孤儿还敢反抗老子！
