id,en,jp,trans
0-chapter_name,,第2話 ひよこ班、訓練す,第2话 鸡仔班，训练
0-synopsis,,翌朝、練兵場での集合にトネリロの姿が見当たらず、ヴェインは全員にトネリロを探すよう呼びかける。めぼしい場所を探し尽くしたひよこ班は森に足を踏み入れる。クルスが感じ取った気配を辿ると、樹上から助けを求めるトネリロの声が聞こえ、木の下に魔物がいるのが見える。ヴェインは班長として、ひとりで魔物に立ち向かう。,第二天清晨，因为没在练兵场见到托涅利罗，维恩带着全员寻找。找遍所有场所也没见到他，鸡仔班便来到了森林中。来到库鲁斯感知到气息的地方，听到在树上求救的托涅利罗的喊声，而树下有魔物在徘徊。作为班长的维恩独自面对魔物。
1,,<span class='scene-font-katari'>次の日も早朝の練兵場に</span><br><span class='scene-font-katari'>集まるひよこ班の面々。</span>,<span class='scene-font-katari'>第二天，</span><br><span class='scene-font-katari'>大家又集中再了练兵场上。</span>
2,,あれ？<br>トネリロはどうした？,啊嘞？<br>托涅利罗人呢？
3,,……とね……りろ……,托涅……利罗……？
4,,おいアーサー大丈夫か？<br>フラフラだぞ！,喂，亚瑟你没事吧？<br>都摇摇晃晃的了！
5,,あーこれは気にしないでください。<br>今なおしますんで。,啊，请别在意，<br>我现在就把他弄起来。
6,,<span class='scene-font-katari'>アーサーのツボにハーブを</span><br><span class='scene-font-katari'>擦り込むモルドレッド。</span>,<span class='scene-font-katari'>莫德雷德往亚瑟的</span><br><span class='scene-font-katari'>穴位上涂上薄荷。</span>
7,,<span class='scene-font-4'>はいいぃっっ！</span><br><span class='scene-font-4'>元気です！</span>,<span class='scene-font-4'>是的！！</span><br><span class='scene-font-4'>精神了！</span>
8,,ま……<br>まぁ元気ならいいんだけど。<br>トネリロのやつ見なかったか？,哦……<br>哦，有精神了就好，<br>你见过托涅利罗吗？
9,,いや、オレは知らないです。,不，我没见过。
10,,う～ん……<br>俺も覚えてないです。,唔……<br>我也没见过。
11,,そうか……<br>クルスは知らないか？,是吗……<br>库鲁斯知道吗？
12,,……知りません。,不知道……
13,,そうか……<br>困ったなこりゃ……,是吗……<br>那可头疼了……
14,,まぁ、そのうち<br>来るんじゃないですか？<br>ひとまず先に訓練を始めませんか。,嘛，应该一会儿就来了吧？<br>我们还是先开始训练吧？
15,,う～ん……<br>それもそうなんだが……,嗯……<br>这倒也是……
16,,せっかく同じひよこ班の<br>メンバーになったんだし。<br>トネリロのことを探してみないか？,不过既然你们是一个班的同伴，<br>要不要一起去找找他？
17,,はい！<br>心配なので探しましょう！,可以！<br>我也有点担心一起去找找吧！
18,,おっ！<br>いいぞアーサー！,哦！<br>不错哦亚瑟！
19,,はぁ……まぁ……<br>班長がそう言うなら……,哈……<br>既然班长说了那就……
20,,よし！<br>モルドレッドも一緒だな！,好！<br>莫德雷德也一起喽？
21,,で……クルスは？,那库鲁斯呢？
22,,……命令であれば、同行します。,有命令的话，我就一起。
23,,よーし！<br>んじゃひよこ班のメンバーで<br>トネリロを捜索するぞ！,好啦！<br>那，鸡仔班成员开始<br>搜索托涅利罗！
24,,おーっ！,哦——！
25,,ったく、仕方ねーな。,真是的……真没辙……
26,,…………,…………
32,,<span class='scene-font-katari'>ヴェイン率いるひよこ班は、</span><br><span class='scene-font-katari'>寄宿舎から城の中に至るまで</span><br><span class='scene-font-katari'>トネリロを探し回るのだった。</span>,<span class='scene-font-katari'>维恩率领鸡仔班，</span><br><span class='scene-font-katari'>从宿舍找到城中，</span><br><span class='scene-font-katari'>搜寻托涅利罗的身影。</span>
38,,<span class='scene-font-katari'>だが、半刻ほど探しても</span><br><span class='scene-font-katari'>めぼしい場所に</span><br><span class='scene-font-katari'>トネリロの姿は無かった。</span>,<span class='scene-font-katari'>可找到了将近一个</span><br><span class='scene-font-katari'>小时也没见到人。</span>
39,,う～ん……<br>これだけ探して<br>みつからないとはな……,唔……<br>都这么找了也没找到啊……
40,,どこに行っちゃったんだろう……,去哪儿了呢……
41,,練習がキツくて逃げたか。,练习太辛苦所以逃了？
42,,おいおい、まだそうと<br>決めつけるには早いぜ？,喂喂，<br>现在下这种 结论还太早哦？
43,,もう少し仲間を信じて<br>探してみないか？<br>なっ？,再对同伴多一些信任，<br>继续找下去吧？
44,,はい。,是。
45,,<span class='scene-font-2'>……先が思いやられるぜ。</span>,<span class='scene-font-2'>开始担心我的前景了……</span>
46,,あと探してない場所は……,还有哪里没找过呢……
47,,……森。,森林……
53,,<span class='scene-font-katari'>寄宿舎と練兵場の間に</span><br><span class='scene-font-katari'>広がる森を移動している</span><br><span class='scene-font-katari'>ひよこ班。</span>,<span class='scene-font-katari'>鸡仔班来到宿舍与练兵场</span><br><span class='scene-font-katari'>之间的大森林里。</span>
54,,<span class='scene-font-katari'>その時、クルスが</span><br><span class='scene-font-katari'>何かを感じ取った様子で</span><br><span class='scene-font-katari'>顔を向けるのだった。</span>,<span class='scene-font-katari'>这时，</span><br><span class='scene-font-katari'>库鲁斯像是感觉到了什么，</span><br><span class='scene-font-katari'>向前方投去视线。</span>
55,,……ん？,嗯……？
56,,どうしたクルス？<br>何か感じるのか？,怎么了库鲁斯？<br>你感觉到了什么吗？
57,,あっちから……<br>人の気配を感じます。,那里有人的气息。
61,,<span class='scene-font-katari'>クルスの示す方角へ進んでいくと</span><br><span class='scene-font-katari'>頭上からトネリロの声が</span><br><span class='scene-font-katari'>降ってくるのだった。</span>,<span class='scene-font-katari'>一行人来到库鲁斯指的方位，</span><br><span class='scene-font-katari'>头顶传来了托涅利罗的声音。</span>
62,,だ……誰か助けて～！,谁……谁来帮帮我~！
64,,大丈夫かっ！<br>トネリロ！,没事吧！<br>托涅利罗！
65,,ヴェイン班長！<br>それにみんな！,维恩班长！<br>大家！
66,,グルルルル……,咕噜噜噜噜……
67,,ま、魔物だ！,魔，魔物！
68,,<span class='scene-font-katari'>木の上でぶるぶると</span><br><span class='scene-font-katari'>震えるトネリロの下では</span><br><span class='scene-font-katari'>魔物がいきり立っていた。</span>,<span class='scene-font-katari'>托涅利罗在树上瑟瑟发抖着，</span><br><span class='scene-font-katari'>下面又有魔物徘徊。</span>
69,,<span class='scene-font-katari'>咄嗟に戦闘態勢を</span><br><span class='scene-font-katari'>取るアーサー達。</span>,<span class='scene-font-katari'>亚瑟急忙做好战斗准备。</span>
70,,行けるかアーサー！,我们上吧，亚瑟！
71,,ああ！<br>準備万端だ！,嗯！<br>我准备好了！
73,,……こちらも問題ない！,……我也没问题！
74,,ちょっと待った！<br>ここは俺に任せてくれ！,等等！<br>这里交给我！
75,,で、でもっ！,但，但是！
76,,オレ達だってやれます！,我们也可以的！
77,,……同じく。,同上。
78,,その気持ちはありがたい。<br>でも俺は班長だ。,我理解你们的心情，<br>但我是班长。
80,,班員を守るのは、<br>班長であるこの俺の役目だ！<br>さぁ、俺の背中をみとけっ！,保护你们是身为班长的我的责任！<br>好啦，乖乖看着我吧！
info,,1,scene_evt171130_cp2_q2_s20
