id,en,jp,trans
0-chapter_name,,第4話 ふたりの過去,第4话 两人的过去
0-synopsis,,野営中、アーサーとモルドレッドはヘンリーとその取り巻きの受験生達に囲まれる。ふたりの夢を馬鹿にして暴力をふるうヘンリー達に対し、ふたりは「力は誰かを守るために使う」というヴェインとの約束を守り、反撃しなかった。そこにヴェインが現れアーサー達の行いを褒めると、ふたりを突然散歩へと誘う。,野营中，亚瑟和莫德雷德被亨利为首的考生们包围。面对讥讽两人的梦想的暴力团队，两人为和维恩定下的「只在保护谁时使用自己的力量」之约而不予反击。维恩出现后，对两人的行为加以表演，又突然邀请他们散步。
7,,<span class='scene-font-katari'>ランスロット、ヴェイン、</span><br><span class='scene-font-katari'>姬塔の活躍もあり</span><br><span class='scene-font-katari'>無事に狼を退けた一行。</span>,<span class='scene-font-katari'>兰斯洛特、维恩、姬塔</span><br><span class='scene-font-katari'>一起安全击退了狼群。</span>
8,,<span class='scene-font-katari'>やがて、就寝時間になった一行は、</span><br><span class='scene-font-katari'>それぞれのテントに入るのだった。</span>,<span class='scene-font-katari'>随后大家都进帐篷休息了。</span>
9,,モルドレッドとアーサーは、<br>どこに行ったのかな？,莫德雷德和亚瑟<br>去哪儿了呢……
10,,……そのうち戻ってくるだろう。,应该快回来了吧……
13,,<span class='scene-font-katari'>その頃、テントから離れた</span><br><span class='scene-font-katari'>場所でアーサーとモルドレッドが</span><br><span class='scene-font-katari'>受験生達に囲まれていた。</span>,<span class='scene-font-katari'>这时，离开了帐篷的</span><br><span class='scene-font-katari'>莫德雷德和亚瑟</span><br><span class='scene-font-katari'>正被一群考生包围着。</span>
14,,おい……<br>お前ら調子にノッてんなよ？,喂……<br>你们两个少得寸进尺啊。
15,,調子になんかノッてねーよ。<br>つーかオマエこそ誰だよ？,我们才没得寸进尺，<br>话说回来你谁啊？
16,,モルドレッド、行こう。,莫德雷德，我们走吧。
17,,おっと、逃がさねぇぜ……,别想走……
18,,<span class='scene-font-katari'>ふたりをぐるりと取り囲む</span><br><span class='scene-font-katari'>ヘンリーとその仲間達。</span>,<span class='scene-font-katari'>亨利和其他人</span><br><span class='scene-font-katari'>重新包围了两人。</span>
19,,何のマネだ？,想干嘛？
20,,俺の名はヘンリー<br>お前らみたいな孤児とは違う、<br>由緒正しき貴族の生まれだ。,我叫亨利，<br>和你们这种孤儿完全不一样，<br>我可是正统的贵族出身。
21,,……あー、そういう事か。<br>オマエもまたクソツマンネー<br>ありきたりなヤツってわけか。,哈啊……原来是这回事啊，<br>你也是那种老套到无聊<br>透顶的家伙吗？
