id,en,jp,trans
0-chapter_name,,第2話 ひよこ班、訓練す,第2话 鸡仔班，训练
0-synopsis,,モルドレッド、アーサー、トネリロ、クルスの第三班は、ヴェインが班長を担当することが発表される。ヴェインは第三班を「ひよこ班」と名付けて、早速、基礎訓練を徹底的に行う。自分の限界に向き合い、ヘトヘトになるひよこ班の面々。その姿を、ヘンリーが陰から恨めしげに見ているのだった。,莫德雷德、亚瑟、托涅利罗、库鲁斯的第三班，由维恩担任班长。维恩为弟三班取名「鸡仔班」，并很快开始基础训练。挑战自己极限的鸡仔班成员都精疲力尽了。而一旁，亨利在暗处记恨地看着他们。
1,,<span class='scene-font-2'>すぅ……すぅ……</span>,<span class='scene-font-2'>呼噜……呼噜……</span>
2,,<span class='scene-font-katari'>翌朝、早朝の講堂に</span><br><span class='scene-font-katari'>集まった受験生達。</span>,<span class='scene-font-katari'>第二天一大早，</span><br><span class='scene-font-katari'>考生们聚集在早会讲堂里。</span>
3,,<span class='scene-font-katari'>うつらうつらと首を傾ける</span><br><span class='scene-font-katari'>アーサーに、モルドレッドは</span><br><span class='scene-font-katari'>心配しながら声を掛ける。</span>,<span class='scene-font-katari'>亚瑟还迷迷糊糊地歪着脑袋，</span><br><span class='scene-font-katari'>莫德雷德担心地叫着他。</span>
4,,<span class='scene-font-2'>……おい、起きろアーサー！</span><br><span class='scene-font-2'>ランスロット団長が来たぞ！</span>,<span class='scene-font-2'>喂，快醒来亚瑟！</span><br><span class='scene-font-2'>兰斯洛特团长来了！</span>
5,,<span class='scene-font-2'>んんぁ……</span><br><span class='scene-font-2'>うん……わかった……</span>,<span class='scene-font-2'>嗯嗯……</span><br><span class='scene-font-2'>唔……知道了……</span>
6,,<span class='scene-font-2'>しかたねーな……</span><br><span class='scene-font-2'>ミントのハーブを塗って</span><br><span class='scene-font-2'>ツボ押してやるからよっ！</span>,<span class='scene-font-2'>没办法……</span><br><span class='scene-font-2'>涂上香草薄荷，</span><br><span class='scene-font-2'>再按压穴位！</span>
8,,<span class='scene-font-2'>うあぁぁ……</span><br><span class='scene-font-2'>き、きくぅ！</span>,<span class='scene-font-2'>呜哇……</span><br><span class='scene-font-2'>哇，哇！</span>
19,,<span class='scene-font-katari'>整列している受験生達の前で</span><br><span class='scene-font-katari'>ランスロットが号令をかける。</span>,<span class='scene-font-katari'>兰斯洛特站在列队的考生面前，</span><br><span class='scene-font-katari'>发着号令。</span>
20,,それでは、これから<br>各班の班長を発表する。,现在开始发表<br>各班班长分配。
21,,<span class='scene-font-katari'>各班の班長を読み上げていく</span><br><span class='scene-font-katari'>ランスロット。</span>,<span class='scene-font-katari'>兰斯洛特开始发表</span><br><span class='scene-font-katari'>班长分配。</span>
22,,第三班所属<br>モルドレッド、アーサー<br>トネリロ、クルス。,第三班，<br>莫德雷德、亚瑟、<br>托涅利罗、库鲁斯。
23,,<span class='scene-font-４'>はいっ！</span>,<span class='scene-font-４'>是！</span>
24,,第三班の班長はヴェイン。,第三班班长维恩。
