id,en,jp,trans
0-chapter_name,,第6話 ふたりの騎士道,第6话 两人的骑士道
0-synopsis,,指示に従い避難するひよこ班。しかしアーサーはランスロット達を助けに戻ろうとする。「守られてばかりは嫌だ。誰かを守るのが騎士だろ！」というアーサーの言葉に、モルドレッド、トネリロ、クルス、ヘンリーは共に戦うことを決意する。アーサーは他の受験者達をも率い、ランスロット達の元へ戻るのだった。,鸡仔班遵从指示去避难。但亚瑟决定折回去帮助兰斯洛特他们。「讨厌总是被保护，骑士不是应该去保护谁吗！」亚瑟的话使得莫德雷德、托涅利罗、库鲁斯和亨利都有了参加战斗的决意。亚瑟带领考生们回到兰斯洛特他们所在的地方。
3,,<span class='scene-font-katari'>ランスロット達が骨竜を</span><br><span class='scene-font-katari'>食い止めている中、アーサー達は、</span><br><span class='scene-font-katari'>避難するように言い渡される。</span>,<span class='scene-font-katari'>兰斯洛特他们余古代龙激战时，</span><br><span class='scene-font-katari'>亚瑟他们被下达了去避难的命令。</span>
5,,<span class='scene-font-4'>ダメだっ！</span>,<span class='scene-font-4'>不行！</span>
6,,<span class='scene-font-katari'>アーサーはモルドレッドの</span><br><span class='scene-font-katari'>手を振りほどく。</span>,<span class='scene-font-katari'>亚瑟挣脱开莫德雷德的手。</span>
7,,どうしたアーサー？,怎么了亚瑟？
8,,このまま逃げるのなんて嫌だ。,我不能就这么逃了。
9,,おい！　<br>お前聞いてなかったのか？,喂！<br>你到底听到没啊！
10,,<span class='scene-font-4'>ガキの俺達が残ってたら</span><br><span class='scene-font-4'>足手まといなんだよ！</span>,<span class='scene-font-4'>我们这些小孩子留下来</span><br><span class='scene-font-4'>也只是帮倒忙而已！</span>
11,,確かに俺達は<br>足手まといかもしれない。<br>でも守られてばかりは嫌なんだ……,虽然我们可能确实会拖后腿，<br>但我不能忍受自己<br>一再受人保护……
12,,俺達は騎士になるんだろ？<br><span class='scene-font-4'>誰かを守るのが騎士だろ！</span>,我们不是要做骑士吗？<br><span class='scene-font-4'>不是要做保护他人的骑士吗！</span>
13,,で……でも……<br>僕たちに何が……,但……但是……<br>我们能做什么呢……
14,,<span class='scene-font-4'>それを考えるんだよ！</span>,<span class='scene-font-4'>不知道就去想！</span>
15,,俺達一人じゃ足手まといかもしれない、<br>でもみんなで力を合わせたら<br>何かできるかもしれない！,一个人也许做不好，<br>但是我们一起一定<br>能想到办法的！
16,,<span class='scene-font-katari'>アーサーは仲間達に向かって</span><br><span class='scene-font-katari'>熱っぽく語り続ける。</span>,<span class='scene-font-katari'>亚瑟激动地对同伴们</span><br><span class='scene-font-katari'>说着强烈的话语。</span>
17,,自分の力じゃ到底敵わない<br>相手だから逃げる……,因为是自己敌不过的对手，所以就要逃跑……
18,,でも、相手を選んで逃げてたら、<br>一生騎士になんてなれない気がする！,但是，挑拣着对手逃跑的话，<br>我觉得是一辈子都无法成为骑士的！
19,,…………,…………
20,,ああ……確かにな。,啊啊……确实……
21,,アーサーの言うとおりだ。<br>ここでビビッて逃げたら<br>何が騎士だ。,就像亚瑟说的，<br>如果就这么害怕地逃了，<br>我们还算什么骑士。
22,,……オレも戦うぜ、アーサー,我也参加战斗，亚瑟！
23,,ははっ、モルドレッドなら<br>そう言ってくれると<br>思ってたよ。,哈哈，<br>我就知道你一定会这么说的！
24,,……俺もやろう。,那我也来吧……
25,,……いいの？,可以吗……？
26,,元より逃げるのは<br>性分ではない。,我本来也不喜欢逃避。
27,,それに……あの敵が<br>少し気になるからな。,而且……<br>我很在意那个古龙。
28,,……ありがとう、クルス。,谢了……库鲁斯！
29,,おい、おいおいおいおい！<br>お前ら馬鹿か？<br>そういうところがガキなんだよ！,喂，喂喂喂喂！<br>你们是笨蛋吗？<br>你们就是这一点才幼稚啊！
30,,ここで死んだら騎士になる<br>以前の問題だろ？<br>団長の指示に従うべきだ！,死在这里才没法成为骑士吧！<br>给我听从团长的命令啊！
31,,おい、そこのチビ！<br>お前は逃げるだろ！？<br>なんとか言ってやれよ！,喂，那边的矮子！<br>你要离开的吧！？<br>快说点什么啊！
32,,<span class='scene-font-katari'>ヘンリーに説得されて</span><br><span class='scene-font-katari'>震えるトネリロ。</span>,<span class='scene-font-katari'>托涅利罗颤抖着。</span>
33,,……ぼ、僕だって！<br>やる時はやるよ！,就……就算是我！<br>该出手的时候也是要出手的！
34,,はぁ～っ！？,哈啊！？
35,,大丈夫？<br>トネリロ、無理してない？,可以吗？<br>托涅利罗你没有勉强自己吧？
36,,そ……そんなの無理してるに<br>決まってるだろ！　怖いし！,当，当然勉强了啊！<br>我可是很害怕啊！
37,,だったらなんで！,那你干嘛还……！
38,,今まで逃げ続けた自分が嫌で……<br>でもアーサー達と出会って、<br>自分も変わりたいって……,因为我讨厌总是逃避问题的自己，<br>现在我结识了亚瑟他们，<br>我要改变……
39,,そう思っちゃったんだよ！,我想改变自己啊！
40,,うっ……うっ……うぇ～ん！<br>うぇぇぇ～ん……,唔……唔……<br>呜呜……！
41,,お、おい……<br>このタイミングで泣くなっての！,喂，喂……<br>这种时候就不要哭了啊！
42,,……ありがとう、トネリロ。,谢谢，托涅利罗！
43,,くっ……くそっ！<br>なんだよちくしょう！<br>お前らばっかりカッコつけやがって！,可……可恶！<br>怎么回事啊！<br>只有你们在那儿耍帅！
44,,くそ……くそ、くそっ！<br><span class='scene-font-4'>わかったよ！！</span>,可恶……可恶，可恶！<br><span class='scene-font-4'>我知道了！！</span>
45,,お……俺だってやってやるぜ！<br>お前らだけ騎士になったら<br>死んでも死にきれねぇからな！,我，我也能行！<br>如果只是你们几个成为骑士，<br>我就算是死了也不能瞑目！
46,,ありがとうヘンリー<br>一緒に頑張ろう。,谢谢你亨利，<br>我们一起努力吧！
47,,……よし、ひとまず戻るぞ。,好，我们回去！
48,,<span class='scene-font-katari'>ランスロットの命令に従い避難していた</span><br><span class='scene-font-katari'>仲間達を、突然アーサーが引き止める。</span>,<span class='scene-font-katari'>遵从兰斯洛特的命令避难的同伴们，</span><br><span class='scene-font-katari'>突然因亚瑟停止了避难。</span>
49,,<span class='scene-font-katari'>アーサーは自分が考える騎士としての</span><br><span class='scene-font-katari'>在り方を仲間達に問いかけ、皆に</span><br><span class='scene-font-katari'>協力して助けに戻ることを提案する。</span>,<span class='scene-font-katari'>亚瑟提案让大家回去帮忙。</span>
50,,<span class='scene-font-katari'>アーサーの言葉に勇気づけられた</span><br><span class='scene-font-katari'>仲間達は、決意を新たにして</span><br><span class='scene-font-katari'>ランスロット達の元へ戻るのだった。</span>,<span class='scene-font-katari'>因亚瑟的话鼓起勇气的同伴们</span><br><span class='scene-font-katari'>都重新打起精神，</span><br><span class='scene-font-katari'>回到兰斯洛特他们所在的地点。</span>
info,,1,scene_evt171130_cp6_q2_s10
