id,trans
filename,主线剧情-第2章第1节第1幕
translator,煌月夜 2018/4/1
info,scene_cp2_q1_s10
26,既然知道了，肯定不能放着不管。
25,好了，这个话题结束了。我们去城里，告诉人们帝国的事吧。
24,我对自己的技术有自信……直到被天空背叛为止……
23,哈哈！你们不是听人说我是厉害的操舵士才来找我的吗？
22,至少在这个岛屿上，绝对不可能因为气流原因坠毁。
21,微风港一年四季风向都不错。多亏岛上的守护神。
20-sel2_txt,<span class='scene-font-katari'>是技术还不够好。</span>
20-sel1_txt,<span class='scene-font-katari'>阿碧说的对。</span>
20,那、那个……可能天气不好之类的……你说呢？ 姬塔？
19,但它还是……格兰赛法还是坠毁了。载着我的心意我的一切坠毁了。
18,让擅长修理的家伙帮了忙。自己也磨练了操作技术……应该准备完全了才对。
17,嗯……我觉得我被背叛了。
16,坠毁了……然后，你就……？
15,你说的对。毕竟它载着我从空中一头栽下来了啊。
14,你修理了？但它看起来像坠落之后就再没人动过一样哎？
13,我从小就一直在自学修理它……为了让它再次上天。
12,那艘船本来就在那儿，是艘没人认领的难船。
11,是啊，你们也看到了吧？那艘骑空艇。
10,天空……？
9,听好了。因为天空抛弃了我，所以我也抛弃了天空……仅此而已。
8,真是的……你们叽叽喳喳的吵死了……
7,操作骑空艇需要特别的技巧，不是吗？你明明有技术，为什么……
6,没、没错！而且你不也说过嘛！姬塔也听见了吧？
5,街上的人说，你从小就喜欢骑空艇和航空不是么？
4,不，那个，但是……为什么？
3," ——就是这样。抱歉了，你们还是找别的操舵士吧。"
2,<span class='scene-font-katari'>但对于姬塔的邀请，他只回答说他抛弃了天空。
1,<span class='scene-font-katari'>一行人终于找到人们口中技术高超的操舵士拉卡姆。</span>
0-synopsis,拉卡姆帮助<span>姬塔</span>一行脱身，带他们藏身于下教会，但拒绝成为他们的同伴。<span>姬塔</span>等人和拉卡姆一同赶向城镇，告知人们帝国就要进攻。
0-chapter_name,第2章  操舵士的决意
