id,trans
filename,主线剧情-第49章第2节第2幕
info,scene_cp49_q2_s20
18,有几个人溜到船上了……我们赶紧把他们赶走，然后登陆吧！
17,我没意见！但是帝国的人好像发现我们了……
16,她们是不是没事，去岛上看看就知道了。
15,哼……说了这么多废话，我们要做的事情还是没变……
14,只要这座岛屿……这座森林没事，里面的萝赛塔和阿波罗应该也不会有事的……
13,估计他们也还没登上岛吧。
12,虽然不清楚具体情况……但既然帝国的人还在这里猛攻……
11,而且……总感觉非常熟悉……
10,是星晶兽……从这里就能感到星之力。
9,估计……那些荆棘并不是普通的植物吧……
8,你仔细看看……那些荆棘像在守护岛屿一般围住了整座岛。
7,咦……？为什么……？可是大炮不是在……
6,不……这点暂时不用担心。
5,这样萝赛塔所在的森林会被毁掉的吧！
4,呜……到底怎么回事呀……帝国的人要发射多少大炮才愿意收手啊！！
0,<span class='scene-font-katari'>姬塔一行一边击退魔兽，一边缓缓接近炮火中的Lumacie群岛。</span>
0-synopsis,姬塔一行在空中等待机会降落，一边因炮火与硝烟背后森林会是怎样的惨状而感到焦急。然而他们注意到，一些荆棘像在守护岛屿般围住了整座岛。一行人祈祷着岛上的同伴安然无恙，正准备登陆，然而此时却有帝国军出现，袭击众人。
0-chapter_name,第49章  回到森林
