id,trans
filename,scene_evt150710_cp1_q4_s20
translator,翻译：shala9999
info,scene_evt150710_cp1_q4_s20
46,<span class='scene-font-katari'>「尤利篇 围绕着猫的旅途」</span><br><br><span class='scene-font-katari'>　　　　　　　　　　　　　　──完</span>
45,<span class='scene-font-katari'>但是众人内心都确信，他回到了他应该去的地方。</span>
44,<span class='scene-font-katari'>那之后，尤利没有使用骑空艇，突然从岛上消失了。</span>
43,呐~！
42,呵……噢！交给我吧！
41,加油啊！
40,嗯？什么事，欧根。
39,……尤利！
38,<span class='scene-font-katari'>尤利打开大门，跨出了一步。</span>
37,但是我也有很多事要做，不能放着那些不管。
36,什么礼都不回就走我也很难受……
35,承蒙关照了，姬塔……你帮了我很多，谢谢。
34,不要那么不耐烦啊。开玩笑，玩笑。
33,我是绝对不会学猫做事的！
32,还有，让碧出去散步的话，说不定会捡回什么东西！
31,噢。你们也要多告诉我一点骑空团的事啊。
30,尤利先生！下次再见的时候，我们再多聊一下吧！
29,不过那边有孩子在等我，总不能让她太担心。
28,我也想稍微再留一会的。
27,噢……是吗，这就走了啊。
26,那么，差不多了，我要走了。
25,<span class='scene-font-katari'>那之后，尤利接受了一阵子领主的招待后，抱着路路站了起来。</span>
24,呐~
23,说了我不是蜥蜴！
22,喂，蜥蜴。路路用怀疑的眼光看你呢。
21,呐~？
20,喂，那边的！我比猫聪明多了啊！？
19,怎么样？姬塔！我们要不要也尝试一下，放碧出去散步看看？
18,这很好啊，喂！看来鼻子很灵啊！
17,让它去散步一会的话，会捡这样那样很多有用处的东西回来。
16,这家伙，别看它长这样，其实很聪明的哦？
15,呐~！
14,嗯？算是吧
13,对尤利先生来说，路路是非常重要的猫啊！
12,呼，总算是放下心了。
11,呐~
10,当然！虽然还是有点留恋！
9,随便啦。总之，这样一来你该把路路还给我了吧？
8,是啊！能打倒那个星晶兽，解决问题实在是太好不过了！
7,没想到“猫隐”是星晶兽搞的鬼……
6,呐~！
4,<span class='scene-font-katari'>姬塔一行人为了报告已经完成了找到“猫隐”原因的委托，再次访问了领主公馆。</span>
3,是啊……大概是你们不知道的我很熟悉的世界吧。
2,这大门……是连接哪里的呢？
1,<span class='scene-font-katari'>露莉亚出手干涉后，漆黑的漩涡改变了形态，成为了发光的大门。</span>
0,<span class='scene-font-katari'>经过一番激战，姬塔等人打倒了星晶兽。</span>
0-synopsis,一行人打倒了“猫隐”的原因的星晶兽后，黑色漩涡变成了连接异世界的光辉之门。尤利向领主传达了事情已经解决的情况后，平安拿回了路路。就这样，尤利虽然觉得有些留恋，还是踏上了回自己所要面对的世界的归途。
0-chapter_name,尤利篇 围绕着猫的旅途
