id,trans
filename,scene_evt141231_cp4_q4_s30
info,scene_evt141231_cp4_q4_s30
20,她到底抱有什么样的内情，\n才会对协力合作的这句话\n露出阴霾的表情。
19,追寻着名为星晶兽的猎物，\n巴萨拉卡与泽塔发生了激烈的冲突。
18,和那家伙合力……吗。\n虽然很遗憾……但做不到啊……
17,嘛，我们能平安调查的话\n这样其实也无所谓。
16,虽然不是很明白，\n但你们从一开始就吵架啊……
15,同伴，吗……\n不愿意合作的话，\n强求也没有必要。
14,喂，你！ \n现在不是同伴们起内讧的时候吧！
12,……我，\n从一开始就没有想要和你打好默契的意思。\n这之后也是。
11,你还要继续杠吗！？\n等等！  巴萨拉卡！\n别逃！
10,坦率点吧。\n呆在那个姑娘的旁边。\n闹事还是我比较擅长。
9,啊，对不起呢，露莉亚……\n没事的，我们两个一直都是这样。
8,哈哇哇……\n你们两个都，都冷静一下……
7,你去保护不就好了！\n毕竟你块头那么大\n就是堵墙吧！   墙！
6,我说你出手是多余的，泽塔。\n那东西就交给我，\n你就保护好那个小姑娘。
5,啊？    你说谁的出手是多管闲事？
4,不，我来。我掌握了敌人的行动方式。\n而且，因为你多余的出手甚至还导致不相干的人被卷进来，\n结果给你擦屁股的还是我。
3,两只是一个吗~\n那，那两只都是我的猎物呢。\n毕竟最先找到风神的我。
2,嘛，总会有办法的吧？
1,不过我觉得现在很危险倒是事实。\n因为那两只聚到一起了。
0,嘛，世界毁灭这种事情\n不管怎么说都太不现实跟开玩笑一样。
0-synopsis,得知了风神和雷神二者一体的一行人。得知了这个事实的巴萨拉卡和泽塔，互不相让的主张自己要一个人打倒风神和雷神。拒绝相互协助的两人究竟有什么内情，现在也尚且不知。
0-chapter_name,被唤醒的人们
