id,en,jp,trans
0-chapter_name,,魔女の見た夢,魔女所见之梦
0-synopsis,,一行は謎の魔女マギサにルリアを連れ去られそうになる。それを止め話を聞くと、マギサは以前見た星の島の夢に焦がれ、ルリアを探していたという。同じ目的を持つ一行とマギサは、旅を共にすることになる。,露莉亚险些被神秘魔女玛姬莎拐走。好在一行人将她制止后得知，玛姬莎痴迷于从前梦见过的星之岛屿，并一直在寻找露莉亚。有着同一个目标的一行人和玛姬莎决定一起旅行。
0,,<span class='scene-font-katari'>旅の途中、とある小さな街を訪れた</span><br><span class='scene-font-katari'>姬塔一行。</span>,旅行途中，来到了某小街道的姬塔一行人。
1,,<span class='scene-font-katari'>用を済ませ、</span><br><span class='scene-font-katari'>騎空艇に乗り込もうとする一行に</span><br><span class='scene-font-katari'>声をかける姿があった。</span>,正当一行人办完要事，准备回到骑空艇时，有人叫住了他们。
2,,ねぇ……<br>ちょっとそこ行くお嬢さん。<br>水色の髪の貴女……そう、貴女よ。,诶……那边的正在赶路的小姑娘。淡蓝色头发的姑娘……对，就是你。
3,,えと……わ、私ですか？,额……是，是我吗？
4,,そう、貴女……やっと見つけた。<br>ずぅっと探してたんだから。,对，就是你...终于找到你了。我找你找了好久了。
5,,へっ？<br>ずっと探してた、って……<br>私をですか……？,诶？一直都在找的人……是……我吗？
6,,おい、まさか、アンタ……<br>ルリアのことを知ってるってのか！？,喂，难到说你……认识露莉亚吗！ ？
7,,あら……「アンタ」なんて失礼な……<br>ああ、そうね……<br>綺麗なお姉さん、じゃ呼びにくいか。,哎呀……张口闭口一个你的……“啊，对了……叫美丽的姐姐，不过也挺拗口呢。
8,,ん、それじゃあ、<br>私のことはマギサって呼んで頂戴。,嗯，那么，就称呼我为玛姬莎吧。
9,,話を戻すけど……<br>私、貴女をずっと探してたの。<br>でも、ようやく見つけたわ。,话说回来……我，一直都在找你。但我终于找到你了。
10,,さぁ、<br>私と一緒に来てもらいましょうか。<br>大丈夫、悪いようにはしないわ。,来，跟我一起走好吗？没事的，我不会对你怎么样的。
11,,えぇっ！？<br>ちょ、ちょっと、待ってください！,诶！ ？等，等一下，请等一下！
12,,そうだぜ！<br>いきなり無茶苦茶言いやがって！<br>まさか帝国の手先か！？,就是啊！突然这样强人所难！难不成你是帝国的爪牙！ ？
13,,帝国？<br>ああ、エルステ帝国のこと？<br>そんなのに興味はないけど……,帝国？哦，是说诶鲁斯提帝国吗？我对那种东西不感兴趣……
14,,ふふ……貴方、なかなか凛々しいわ。<br>良い目をしてる……<br>貴方はこの水色の子の護衛かしら？,呵呵……你，长得还真是俊俏。有着凌厉的眼神……你就是这个浅蓝头发姑娘的护卫吗？
15,,姬塔は、<br>オイラ達騎空団の団長だぜ！,姬塔可是咱骑空团的团长！
16,,そうですっ！<br>こう見えて、結構頼りになるんですよ！,对啊！别看他这样，其实还是挺可靠的哦！
17,,それに……それだけじゃなくって、<br>私とは、その……<br>切っても切れない仲というか……,而且……不仅仅是这样，我和他是，那个……应该说是有一种密不可分的联系还是……
18,,あら……？<br>まさか……へぇぇ！<br>そう？　そうなの？　ふふふ……,哎呀……？难不成……嘿！是吗？是这样吗？呵呵呵……
19,,あっ、えっと、その……<br>本当に変な意味じゃなくて……<br>な、なんでニヤニヤしてるんですか！？,啊，额，那个……真的没有什么很奇怪的意思啦……你，你为什么笑得那么有深意啊！ ？
20,,いいえ？　別に？<br>ふぅん……<br>でも、そうすると困ったわね……,没啊？我有吗？哼嗯……但这样的话就麻烦了啊……
21,,よう、おねーさん！<br>何に困ってるってんだい？,哟，小姐姐！是什么事情麻烦了啊？
22,,げっ……<br>なんだぁ、こいつ……,额……搞什么啊，这人……
23,,なんだ？<br>トカゲの駆除でもしてんのか？,咋啦？你们是在赶蜥蜴吗？
24,,そんなことよりさー！<br>おねーさん、俺と遊ばない？<br>いまちょうど暇してんだよね！,别管这些杂七杂八的啦！小姐姐，要不要和我一起玩啊？我正好闲得慌呢！
25,,あら、貴方……私と遊びたいの？,哎呀，你……想和我一起玩吗？
26,,そうね、それなら……<br>もうひとりお友達がいるんだけど、<br>その子も一緒でいいかしら？,是呢，那么……我还有一个朋友，可不可以让他一起来玩啊？
27,,もちろん！<br>おねーさんみたいな美人のお友達なら、<br>大歓迎だぜ！,当然啦！如果是个像小姐姐一样好看的朋友的话，我热烈欢迎！
28,,そう？<br>大歓迎ですって、良かったじゃない……<br>ねぇ？　モーさん。,这样啊？他热烈欢迎你哦，太好了不是吗……对吧？魔先生
29,,私もちょうど<br>持て余してたところだったの。<br>さぁ、一緒に遊びましょう？,我也刚好有时间空出来了。来吧，让我们一起玩吧？
30,,な……なんだこいつ！？,这……这人搞什么！ ？
