id,en,jp,trans
0-chapter_name,,気になる樹になる,成为一棵好奇的树
0-synopsis,,ユグドラシルは、訪れた田舎町で、初めて見る物に驚いたり目を輝かせたりと忙しない。ルリアは、その様子が昔の自分にそっくりだと懐かしむ。ロゼッタにユグドラシルの姉役を頼まれたルリアは、手始めに食事について教えようとする。しかし、目を離した隙に、ユグドラシルは広場で寝ていた酔っ払いを枯れ木と勘違いし、縛り上げてしまう。酔っ払いは激怒し、姬塔一行に襲い掛かる。,尤格多拉希尔到了一个小镇上，因为对很多第一次见到的事情感到惊讶目不暇接忙不过来。 露莉娅看到了那个样子想起来了曾经的自己。罗塞塔让露莉娅当做尤格多拉希尔的姐姐，从吃饭这件事开始教她，但是，一会没注意，尤格多拉希尔把在广场角落的醉汉当成了倒下的枯木，想将其矫正。这却激怒了醉汉，他对姬塔一行发起了攻击。
1,,<span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>ロゼッタとユグドラシルを連れて</span><br><span class='scene-font-katari'>とある小さな田舎町に出ていた。</span>,姬塔一行人，带着罗塞塔和尤格多拉希尔去了一个小村镇。
2,,<span class='scene-font-katari'>小さいとはいえ、ずっと</span><span class='scene-font-place'>ルーマシー</span><span class='scene-font-katari'>で</span><br><span class='scene-font-katari'>暮らしてきたユグドラシルにとっては</span><br><span class='scene-font-katari'>珍しいものばかりだ。</span>,虽然很小，但是对于一直在露玛西生活的尤格多拉希尔来说还是很新奇的。
5,,<span class='scene-font-katari'>行き交う馬車、ど派手な看板、</span><br><span class='scene-font-katari'>露天商の痛快な売り口上など──</span>,来来往往的马车，华丽的看板，街头小贩爽快的吆喝──
6,,<span class='scene-font-katari'>彼女は初めて見るものにびくびくしたり、</span><br><span class='scene-font-katari'>きょとんとしたり、目を輝かせたり、</span><br><span class='scene-font-katari'>ずいぶんと忙しなかった。</span>,她对这些第一次见到的东西有些战战兢兢的，有时感到茫然，有时又两眼发光，看起来很慌张的样子”。
7,,ふふ、ユグドラシルさんを見ていると<br>何だか懐かしくなっちゃいますね。,哼哼，看到尤格多拉希尔的样子，有一种似曾相识的感觉呢.
8,,ん、懐かしい？,恩，似曾相识？
9,,……私も、ずっと帝国にいましたから<br>カタリナに連れられて初めて<br>町に出た時、同じ感じで……,……我也是，因为一直在帝国里，在卡特琳娜带我出来第一次见到城镇的时候，有着同样的感觉.....
10,,ふふ、そうね。<br>だったらお姉さんとして、色々教えて<br>あげないとね、ルリアちゃん。,呵呵，是这样呢。这样的话作为姐姐，你要教他很多事情哦，露莉娅。
11,,ええっ、私がユグドラシルさんに！？<br>そんな、私なんて……,诶，我教尤格多拉希尔！ ？这样的事，我……
12,,────,────
13,,ほら、ユグドラシルも喜んでるわ。,你看，尤格多拉希尔也很高兴呢。
14,,でも、ロゼッタさんの方が<br>適任だと思います……<br>家族だって、言ってたじゃないですか。,但是，我觉得罗塞塔更合适……毕竟是称作家人的。
15,,ふふ、そうね。<br>もちろんアタシも協力するわ。,呵呵，没错。当然我也会协力的哦。
16,,でも、アタシは教えるには少し<br>知りすぎてしまっているから、<br>きっと相応しくないのよ。,但是，因为我知道的东西很多，我来教的话肯定不合适的。
17,,えーっと、知りすぎてるって……？,嗯，知道的太多……？
18,,ふふふ。,呵呵呵。
19,,<span class='scene-font-katari'>ロゼッタが妖しく微笑していると、</span><br><span class='scene-font-katari'>どこからともなく、お腹の音が</span><br><span class='scene-font-katari'>聞こえてくる。</span>,当萝赛塔轻轻地微笑时，听到了肚子叫的声音。
20,,あれ？　この音って……<br>ユグドラシルさん？,咦？这声音是什么……尤格多拉希尔？
21,,────,────
22,,<span class='scene-font-katari'>と、恥ずかしそうに頬を赤らめて</span><br><span class='scene-font-katari'>ふるふると首を振る。</span>,这时，她害羞的红着脸，轻轻地摇头。
