id,en,jp,trans
0-chapter_name,,その情熱は誰のために,情为孰舞
0-synopsis,,会場の前で待ち伏せしていた男達を倒し、ようやく会場内に辿り着いた姬塔達。舞台に向かうアンスリアは、 姬塔に対し「貴方の為だけに舞う」と告げ観客の前に出る。その言葉通り、アンスリアはただ一人、姬塔の事だけを想いながら、美しくも激しい炎のような素晴らしい舞で多くの人々を魅了したのだった。,姬塔们打倒埋伏在会场前的男人们，终于进入了会场内部。在对姬塔说完「我的这段舞是献给你一个人的」之后，安苏利雅走向舞台。正如她所说，安苏利雅只为一个人、只为了姬塔，献上了使众人为之心醉般激情似火的舞蹈。
0,,こ、これで、<br>ひとまずは安心かしらね……,这、这样的话<br>暂时可以安心了吧……
1,,<span class='scene-font-katari'>会場の前で待ち伏せをしていた、</span><br><span class='scene-font-katari'>男達を倒し、会場内に辿り着いた</span><br><span class='scene-font-katari'>姬塔達一行。</span>,<span class='scene-font-katari'>姬塔一行人击败埋伏在会场前</span><br><span class='scene-font-katari'>男人们之后，终于进入了会场内部。</span>
2,,それじゃあ、<br>私は舞台の方に行くわね。,那么，我去舞台了。
3,,あ、待ってください、アンスリアさん！<br>髪がぼさぼさになってます！<br>軽くでも整えた方が……,啊，请等一下，安苏利雅姐！<br>你的头发都乱了！<br>还是稍微整理一下吧……
4,,え……本当ね。<br>でも、ここに鏡は……,诶……真的啊<br>但是，这里没有镜子……
5,,ふふっ、そうね。,嘿嘿，对了。
6,,ねぇ、貴方が<br>私の髪を整えてくれないかしら？<br>なんなら好みにアレンジしても……,呐，你能帮我整理下头发吗？<br>需要的话可以按照你的喜好整理哟……
7,,他人に髪を触られるのは、<br>好きではないのだけど……<br>でも、貴方だから。,虽然我并不喜欢<br>别人碰我的头发……<br>但是，你的话，可以噢。
7-sel1_txt,,<span class='scene-font-katari'><span class='scene-font-katari'>承る</span></span>,<span class='scene-font-katari'><span class='scene-font-katari'>我明白了</span></span>
7-sel2_txt,,<span class='scene-font-katari'><span class='scene-font-katari'>恥ずかしいから遠慮する</span></span>,<span class='scene-font-katari'><span class='scene-font-katari'>太羞耻还是算了吧</span></span>
8,,はうっ、えっ、ほ、本当に触るの？<br>い、いいけど……でも……ううっ……,哈唔、诶、真、真的要吗？<br>可、可以倒是可以……但是……唔唔……
9,,そ、その……<br>優しく触って……ね？,那、那个……<br>要温柔点……哟？
10,,あっ、あっ……<br>こ、これ……想像してたより<br>すごく、恥ずかしい……,啊、啊……<br>这、这个……比想象中的还要羞耻啊……
11,,あら、残念ね……<br>なら……,啊啦，真可惜……<br>那么的话……
12,,おい、燃える姉ちゃん。<br>こっちに鏡があるみたいだぞ！,喂，火姐姐<br>这边好像有镜子啊！
13,,ありがとう。<br>でも……ちょっと残念ね。,谢谢你<br>但是……稍微有点遗憾啊。
19,,これで大丈夫ね……<br>それじゃ、行ってくるわ。,这样的话就没问题了……<br>那么，我去舞台了。
20,,ああっ！<br>がんばってこいよ。<br>燃える姉ちゃん！,嗯！<br>加油啊，火姐姐！
21,,頑張ってください！<br>私達は観客席で見てますから！,加油！<br>我们会在观众席看着你的！
22,,ええ！,诶诶！
23,,それと、姬塔。<br>今日の舞は、<br>貴方のためだけに舞うから……,另外，姬塔。<br>今天我的这段舞是献给你一个人的……
24,,だから、しっかり見ててね……,所以，你要好好看着我哟……
