id,en,jp,trans
0-chapter_name,,守るべきもの,要守护之物
0-synopsis,,グレアとアンは、２人で楽しいひと時を過ごした後、広場のベンチで語らう。グレアは、大切なものを護れないかもしれない恐怖から、早く竜の力を制御できるようになりたいと焦りを見せる。しかしアンは、大切なグレアが傷つくのは怖いので、戦うならグレア自身も大切にしてほしいと訴え、グレアに焦らず頑張るよう促す。２人が微笑みあった時、突如、町に魔物の群れが現れる。,古蕾雅跟安，两个人度过了快乐的时间后，在广场的长凳上聊天。古蕾雅因为说不定没办法守护重要之物的恐惧感，非常想要能早日控制龙之力，显得十分焦躁。但是安则因为害怕古蕾雅受伤，对她说就算战斗也希望古蕾雅能好好珍视自己，让她不要心急继续努力就好。两人正在微笑的时候，突然，镇子上出现了大群的魔物。
1,,<span class='scene-font-katari'>町での楽しいひと時を堪能した</span><br><span class='scene-font-katari'>グレアとアンは、広場の</span><br><span class='scene-font-katari'>ベンチに腰を下ろしていた。</span>,在镇里度过了心满意足的快乐时光的古蕾雅跟安，在广场的长凳上坐了下来。
2,,どう？　楽しかった？,怎么样？玩得开心吗？
3,,うん、とっても……<br>みんなと一緒に遊ぶと<br>こんなに楽しいんだね……,嗯，非常开心……跟大家一起玩原来是这么开心的事呢……
4,,でも、目的……<br>力のコントロールもできてないのに、<br>こんなことしてていいのかな。,但是，目的还……明明我还没办法控制自己的力量，还在做这样的事真的好吗。
5,,息抜きも大切。<br>気負いすぎると疲れちゃうよ？,休息也是很重要的。太逞强了的话可也会很累的哦？
6,,でも早く力のコントロール、<br>できるようにならなきゃ……,但是，要是不能早点控制好力量的话……
7,,今日の思い出も、姬塔さん達も<br>アンも、大切なモノ全部……<br>ちゃんと護れないかもしれない……,说不定，今天的回忆也好，姬塔他们也好安也好，对我来说重要的事物全部……会没办法好好保护……
8,,そう考えると怖くて……,只要这么一想，我就很害怕……
9,,<span class='scene-font-katari'>わずかに震え、俯くグレア。</span><br><span class='scene-font-katari'>彼女の頭をアンは優しく撫でた。</span>,古蕾雅颤抖着俯下了身体。安温柔地抚摸着她的头。
10,,グレアはやっぱり優しいね。<br>いつだって、みんなのこと想って……,古蕾雅真的好温柔啊。无论什么时候都在想着大家的事……
11,,でも、私も同じ。私だって……<br>大切なグレアが傷ついちゃうのは、<br>すごく怖いんだよ。,但是，我也一样哦。我也……非常非常怕，珍视的古蕾雅会受伤。
12,,……！,……！
13,,もう一度だけ、<br>約束してくれるかな。,能不能再答应我一件事，一件就好。
14,,戦うなら自分も大切にして欲しいな。<br>貴方が傷ついたら、私も、きっと<br>姬塔さん達も悲しいんだから。,我想要你即使去战斗也要珍视自己。要是你受伤了的话，我也，姬塔他们也一定会很伤心的。
15,,うん……,嗯……
16,,それに焦らなくたって大丈夫！<br>ちゃんとグレアは頑張ってるんだから！,而且就算不心急也不会有事的！因为古蕾雅真的非常努力了嘛！
17,,頑張ったことは絶対、<br>無駄になんかならないよ。,所做过的努力是绝对，不会白费的哦。
18,,アン……<br>ありがとう。,安……多谢你。
19,,<span class='scene-font-katari'>２人が顔を見合わせ、</span><br><span class='scene-font-katari'>微笑みあったその時――</span>,两人看着彼此的脸微笑起来的时候——
20,,<span class='scene-font-4'>み、みんな！　逃げろぉぉ！！</span>,大，大家！快逃！！
21,,まさか……,难道说……
22,,魔物の群れ……！,一群魔物……！
25,,<span class='scene-font-katari'>２人が立ち上がった後、</span><br><span class='scene-font-katari'>すぐに町は悲鳴に包まれ、</span><br><span class='scene-font-katari'>大量の魔物が姿を現した。</span>,在两人站起来后，镇子立刻被惨叫包围了起来，大量的魔物出现在镇里。
27,,グレア！,古蕾雅！
28,,うん……！<br>やろう、アン！,嗯……！上吧，安！
info,,1,scene_chr399_q2_s10
