id,en,jp,trans
0-chapter_name,,恩に報いる庭の鳥,庭院鸟儿的报恩
0-synopsis,,食材に模した魔物を倒した一行。次は甲板に出ると、そこには冬でも泳げる温水プールのような試作品があった。楽しそうに遊ぶイオと、温泉に浸かるようにリラックスするオイゲンは満足そう。すると、その心地よさに惹かれたのか、上空から魔物が突っ込んで来る。,打倒了模仿成食材的魔物的一行人。接下来到了甲板上，这里有一个即使是在冬天也能在池子里游泳的试做机。在里面开心玩耍的伊欧和把这当做是温泉休息的欧根都很满足，这时，似乎是被这舒服的环境所吸引，天空中的魔物突然朝这里袭来。
1,,<span class='scene-font-katari'>キノコのような魔物を倒した一行。</span><br><span class='scene-font-katari'>目を覚ましたラカムを介抱すると、</span><br><span class='scene-font-katari'>次の試作品を見るため甲板に向かった。</span>,打到蘑菇魔物的姬塔一行人。安置了醒来的拉卡姆，一起去了甲板参观下一个试做机。
2,,ちょっとー！<br>泳がないなら出てってよ、オイゲン！,等下—！，不游泳的话就离开这啊，欧根！
3,,はは、固ぇこと言うな。<br>まるで風呂みてぇに温かいんだしよ？,哈哈，不要这样说嘛。这温度就像是澡堂一样啊。
4,,もう、温泉じゃないんだから……<br>水しぶきが飛んでも知らないわよ！,真是的，这明明不是温泉啊……水溅出去我可不管哦！
5,,わかったわかった……<br>おう、姬塔達も来たのか。,知道了知道了……哦，姬塔你们也来了吗？
6,,<span class='scene-font-katari'>そこで一行が目にしたのは、</span><br><span class='scene-font-katari'>広々とした円形の器に水を溜め、</span><br><span class='scene-font-katari'>熱源などで温めている物だった。</span>,一行人在这里看到的是，有着热源加热的巨大的圆形水池。
7,,通称「おんたま」です。<br>卵の中で温められる雛鳥みたいに、<br>運動もリラックスも出来るように。,这叫做[温泉蛋]。就像是在温暖的蛋壳中的雏鸟一样，可以在这运动也可以休息哦。
8,,わぁ、すごいです！<br>どうですか、イオちゃん？<br>,哇，太厉害了！感觉怎么样，伊欧？
9,,うん、とっても楽しいわよ！<br>冬なのに泳げるなんて画期的よね。,恩，非常的开心！明明是冬天却可以游泳真是出乎意料。
10,,あぁ、たいしたもんだぜ！<br>オイゲンも上機嫌な顔してるなぁ。,啊，真是了不起的东西！欧根也一副享受的样子呢。
11,,まぁな、最高の気分だぜ。<br>大空を見渡せる露天風呂ってとこだ。,是啊，这感觉真是太棒了。简直就是能俯视天空的露天浴池啊。
12,,なぁ、マキラ。<br>この水の温度は自由に変えられんのか？,嘿，玛琪拉。这水温可以自由控制吗？
13,,はい、この機器で調整できます。<br>ちなみにこっちのは水質管理装置で──,是的，可以用这个机器调整。顺便一说这边的是调整水质的装置——
15,,ぴぴぴっ！,哔哔哔！
16,,あ、鳥さんです！<br>おんたまの縁にとまってますよ？,啊，是鸟先生！停在了温泉蛋的边缘呢？
17,,あはは、かわいい！<br>この時期は鳥だって寒いんじゃない？,哈哈，真可爱！这个时候鸟也会怕冷吗？
18,,そかもしれませんね。<br>羽を休めるには好都合な場所ですし。,或许是这样呢。这里是个很适合休息翅膀的地方。
19,,なるほどなぁ。<br>……おっと、またなんか<br>飛んで来たぞ？,原来是这样啊。……啊，好像又有别的什么东西飞过来了？
20,,ほお、大人気だぜ。<br>ありゃあかなりのデカブツというか……,哦，可真是有人气啊。好像来了什么大家伙的样子……
22,,<span class='scene-font-4'>ギュオォォォン！</span>,Gyuoooon！
23,,うひゃあ！？<br>ま、魔物だったのかよ！,哎呀！？魔，魔物飞过来了啊！
24,,そですね……<br>こういう事態は想定してませんでした。,是这样呢……会发生这种事情真是没有想到。
25,,人間か水源を感知したのか、<br>本当に温度に惹かれたのか。<br>魔物に詳しい団員さんに聞いてみます。,是感知到人类和水源的气息，还是只是受到了温度的吸引，我要问问了解魔物的团员。
26,,はわぁ！？<br>マキラさん、勉強は後です！<br>あの魔物をなんとかしないと！,啊哇！？玛琪拉，学习的事情之后再说！先把那个魔物解决了！
27,,あ、そでした。,啊，的确是这样。
33,,では……<br>紅頚黄鼓、光慧航行！,那么…… 紅頚黄鼓、光慧航行！
info,,1,scene_chr435_q2_s10
