id,en,jp,trans
0-chapter_name,,恩に報いる庭の鳥,庭院鸟儿的报恩
0-synopsis,,大晦日の夕方頃、グランサイファーの一室にて、マキラはルリアに協力してもらって「室内用走行健康器具」の試運転をしていた。マキラは他にも色々と開発中とのことで、次は調理用の試作品の様子を見ようと台所に向かうが、そこには困惑するカタリナと昏倒したラカム、そして食材の形に模した魔物の姿があった。,除夕的傍晚，在格兰赛法的一个房间里，玛琪拉拜托露莉亚帮助她测试[室内跑步用健身机器]的运行。玛琪拉也开发了许多其他的东西，接下来大家一起去了下一个试做机所在的厨房，但是在那里的却是昏迷的拉卡姆和疑惑的卡塔琳娜，之后模仿成食物的魔物们现身了。
1,,<span class='scene-font-katari'>正月の準備で忙しない、</span><br><span class='scene-font-katari'>大晦日の夕方頃のこと。</span>,在除夕傍晚，为正月的准备快要做完的时候。
2,,<span class='scene-font-katari'>グランサイファーの一室では、</span><br><span class='scene-font-katari'>息を切らせて走るルリアの姿があった。</span>,在格兰赛法的某个房间里，露莉亚气喘吁吁的跑着。
3,,<span class='scene-font-katari'>だが奇妙なことに、</span><br><span class='scene-font-katari'>彼女の影は一か所に留まっており……</span>,然而奇怪的是，她的影子缺一直停留在一个地方……
5,,はぁ……はぁ……！<br>ど、どうですか、マキラさん！？,哈……哈…… !!怎么样，玛琪拉？ ？
6,,んんん……<br>あと42.195メートルですね。,恩....还差42.195米哦。
7,,がんばりましょう！,加油吧！
8,,はい、よしな～……！,好的，加油〜！
14,,あ、ゴールです！<br>見事に完走しましたよ、ルリア君！,啊，达到目标！漂亮的完成了哦，露莉娅君！
19,,うぅ……<br>か、体がバラバラになりそうですぅ……<br>それで、機械の調子はどうですか？,呜……身，身体快要散架了……那么，机器的状况如何？
20,,はい、見てみますね。<br>えと、まずは走行距離の計測を……,好的，让我先看看哦，恩，首先是行走距离的测量……
22,,ん、ばっちりです。<br>通称「駆けこっこ」の試運転、<br>ご協力ありがとうございました。,恩，很完美。称作[跑步咕咕]的试运行，非常感谢你的协力。
25,,なぁなぁ、ふたりとも。<br>こんなとこで何やってんだ？<br>バタバタ走る音がしてたけど──,呐呐，你们两个。你们在做什么呢？啪嗒啪嗒听起来像是跑步的声音──
26,,うひゃあ！<br>な、なんだぁ、この装置は……！？,呜哇！什，什么啊，这个装置是……！ ？
27,,<span class='scene-font-katari'>姬塔とビィは、</span><br><span class='scene-font-katari'>マキラ達のいる部屋を訪れると、</span><br><span class='scene-font-katari'>その奇妙な機械に目を奪われた。</span>,姬塔和碧，一起到了玛琪拉的房间里，被一个奇妙的机器吸引了目光。
