id,en,jp,trans
0-chapter_name,,第2話 蒼空の向こう側を目指して,第2话 目标是苍穹的彼方
0-synopsis,,すっかりツバサ達と仲良くなったビィは、ある夜ツバサ達に手伝ってもらい、自分専用の単車を組み立てる。単車に目を輝かせ、舎弟のリンタロウからもらったお下がりの長ランを羽織るビィに、ツバサは「お前も今日からオレらの親友（マブ）だ」と告げる。ビィ達は夜が明けるまで一緒に単車を走らせ、風を感じるのだった。,阿碧已经完全融入了翼的团体。某夜，翼等人为阿碧打造了属于它自己的单车。阿碧激动地看着单车，又穿上小弟伦太郎拿旧衣服做的长外套。翼对它说从今天起它也是他们的挚友了。阿碧和众人骑着单车飞驰，整夜感受疾风。
2,,<span class='scene-font-katari'>ある夜──</span>,<span class='scene-font-katari'>某夜——</span>
3,,<span class='scene-font-katari'>ビィは、</span><br><span class='scene-font-katari'>姬塔が寝たのを確認すると、</span><br><span class='scene-font-katari'>ひとり騎空艇を抜け出した。</span>,<span class='scene-font-katari'>阿碧等姬塔睡着后，偷偷溜出骑空艇。</span>
4,,<span class='scene-font-katari'>そして訪れたのは──</span>,<span class='scene-font-katari'>它的目的地是——</span>
10,,よぉ、遅かったな。,哟，你好慢啊。
11,,まさかタイガの家が<br>単車の修理工場だったとはなぁ……,没想到大河家是单车修理厂哎……
12,,俺っちの単車も<br>ここに廃棄されてるパーツで<br>組み立てたんス！,我的单车也是用这里的废弃零件组装的！
13,,へぇ……<br>でも、本当にいいのか？,嗯~……不过，这样好吗？
14,,いいのいいの。<br>いつものことだかんな～,没事没事。我们经常这样~
15,,集会に出るなら、<br>単車が無くちゃ<br>話になンないッスからねェ……,而且，你要和我们一起集会，怎么能没有自己的单车呢……
16,,ホレ、とっとと組立てようぜ？,好了，赶紧组装吧！
17,,ああ！,嗯！
18,,<span class='scene-font-katari'>ツバサ達は、</span><br><span class='scene-font-katari'>廃棄品の山から</span><br><span class='scene-font-katari'>使えそうな部品を探し出す。</span>,<span class='scene-font-katari'>翼等人在废弃品堆成的山中寻找尚能使用的零件。</span>
19,,<span class='scene-font-katari'>その目はまるで</span><br><span class='scene-font-katari'>宝物を見るかのように、</span><br><span class='scene-font-katari'>キラキラと輝いていた。</span>,<span class='scene-font-katari'>他们的眼睛就像在寻宝那样闪烁。</span>
20,,<span class='scene-font-katari'>──そして、</span><br><span class='scene-font-katari'>四苦八苦しながらも、</span><br><span class='scene-font-katari'>ビィ専用の単車を完成させるのだった。</span>,<span class='scene-font-katari'>——最后，众人费了好大功夫终于组装出阿碧专用的单车。</span>
42,,す、すっげー！！,好、好厉害！！
43,,お？　お前も俺らのセンスを<br>理解出来るまでになったか……<br>うんうん。,哦？你能理解我们的审美了吗……嗯嗯。
44,,なんだかわかんねーけどよ、<br>カッコいいもんは、<br>カッコいいじゃねーか！,虽然看不太懂，但是帅的东西就是帅嘛！
45,,違ェよ……<br>そういう時は、激シブって言えよな。,不对……这时候，要说超劲。
46,,激シブか……<br>へへっ、お前ら……<br>本当にありがとなっ！,超劲么……嘿嘿，真的谢谢你们了！
47,,それと……<br>俺っちが昔着てたモンだけど、<br>こいつをお前にやるッス！,还有……这虽然是我以前穿过的，现在给你吧！
48,,こりゃあ……,这是……
49,,ホレホレ、<br>羽織ってみるッスよ～！,快点披上啊~！
55,,ど……どうだ？,怎……怎么样？
56,,俺っちの長ランが<br>ダサいわけねえッス！,我的长外套酷着呢的！
57,,トカゲェ……いや、ビィ。<br>お前ェも今日から、<br>オレらの親友（マブ）だ。,蜥蜴……不对，阿碧。从今天开始你也是我们的挚友了。
58,,親友（マブ）……かぁ……,挚友……吗……
59,,したっけ……<br>早速、疾風りに行くべ！,那……我们赶紧去飞奔啊！
60,,よォし、お前ェらッ！<br>出発だッ！！,好！你们准备好了吗！出发！！
68,,<span class='scene-font-katari'>自分の単車を疾風らせ、</span><br><span class='scene-font-katari'>ビィは風を全身で受け止める。</span>,<span class='scene-font-katari'>阿碧乘着自己的单车飞驰，全身都被疾风包裹。</span>
69,,<span class='scene-font-katari'>その風は格別で、</span><br><span class='scene-font-katari'>自然と笑みが漏れるほどだった。</span>,<span class='scene-font-katari'>风的触感十分独特，阿碧不禁露出笑容。</span>
70,,どうだァ？<br>気持ちいいだろォが！？,怎么样？是不是超爽啊！？
71,,ああ、最高だぜええッ！,是啊，太棒了！
72,,こうやって疾風ッてるとよォ～……,只要这样兜风~
73,,今抱えてる色んなもンを<br>ぶっ飛ばしてくれる……<br>そんな気がしてよォ。,就感觉能把所有的心事全部踢飞啊……
74,,そしていつか……<br><span class='scene-font-spword'>“蒼空の向こう側”</span>にだって、<br>辿り着けそうな気がするぜ……,也许有一天……我能直接飞驰到<span class='scene-font-spword'>“苍穹的彼方”</span>呢……
75,,……<span class='scene-font-spword'>“蒼空の向こう側”</span>？,……<span class='scene-font-spword'>“苍穹的彼方”</span>？
76,,遠くに行きてーなら、<br>オイラ達が騎空艇で連れてってやるぜ？,你要是想去远方，咱们的骑空艇可以带你去呀？
77,,…………,
