path,trans,duration,note
voice/3040019000_s2_halloween1,万圣节快乐。,2,万圣
voice/3040019000_s2_halloween0,不给糖就捣蛋。\n哼哼，你想要什么样的恶作剧？,6,
voice/3040019000_s2_christmas0,你会度过一个很美好的平安夜吧。\n呵呵，今天是特别的哦，团长。,2,圣诞
voice/3040019000_s2_newyear0,恭贺新年！\n我很高兴能够和你一起迎接新年的到来。,7,新年
voice/3040019000_s2_newyear1,新年快乐！\n现在天气很冷，注意不要着凉感冒啊。\n嗯？这不是预言，是普通的忠告，我担心你啊。,15,
voice/3040019000_Valentine1,情人节快乐！,2,情人节
voice/3040019000_Valentine2,情人节快乐，团长。\n不是我亲手做的很不好意思，不过你能收下这巧克力吗？,8,
voice/3040019000_whiteday1a,白色情人节快乐！,2,白情
voice/3040019000_whiteday2,欸……这个给我？\n这种日子给我，真的没问题吗……,6,
voice/3040019000_whiteday3,正因为是这个日子才要给我……\n谢谢，我很荣幸。\n我会好好保管的。,8,
