path,trans,duration,note
voice/3040115000_mypage1,我不擅长应付小孩子。露丽亚也好，欧尔姬丝也好，你也好，在我眼里都是小孩……我、我可没说讨厌啊。,12,火牛
voice/3040115000_mypage2,德朗克？也不知道他去哪儿了……喂 ，别以为来找我就能知道他的一切，烦死了。,11,
voice/3040115000_mypage3,我和德朗克，和雇主，都只是合同上的关系。对佣兵这个工作来说，报酬与合同就是一切。,11,
voice/3990000000_birthday1,生日快乐！,1,生日
voice/3990000000_Halloween1,万圣节快乐！,2,万圣
voice/3990000000_Halloween2,不给糖就捣蛋。,2,
voice/3990000000_Xmas1,圣诞快乐。,2,圣诞
voice/3990000000_Xmas2,哼，圣诞啊。无论是谁都开心啊。,6,
voice/3990000000_newyear1,恭贺新年！,2,新年
voice/3990000000_newyear2,新年快乐！,2,
