id,en,jp,trans
0-chapter_name,,ポポル・サーガ第四章, 波波尔・传奇第四章
0-synopsis,,夏の休暇でアウギュステを访れた一行。そんな中、耽美絵物语の参考になりそうな风景を探しているというルナールに岛を案内するも、どこか様子がおかしい。実はルナールの本当の目的は、「ポポル・サーガ」という爱読书に登场したとある浜辺を観光することだった。改めて一行の协力を得たルナールは目的の场所に辿り着き、感动の涙を零すのだった。, 姬塔一行人来到奥格斯提度假。因为一些事、他们为在寻找能用作耽美故事的风景的露娜露介绍岛上的地方、不但露娜露看上去却怪怪的。其实露娜露的真正目的是、是为了去在爱书「波波尔・传奇」里登场的海边观光。再次得到姬塔他们帮助的露娜露终于到了目的地、感动得流下了眼泪。
3,,<span class='scene-font-katari'>ある日のこと。</span><br><span class='scene-font-katari'>一行は依頼を通じて、</span><br><span class='scene-font-katari'>魔物絵师のルナールと出会った。</span>,<span class='scene-font-katari'>那是过去某一天的事。</span><br><span class='scene-font-katari'>一行人接受了委托、</span><br><span class='scene-font-katari'>和魔物画师露娜露见面了。</span>
4,,ふぅ……<br>思ったより大変でしたね……<br>でも、絵が出来て良かったです！, 呼……<br>比想象中的难多了……<br>不过，能画出来真是太好了！
5,,完成はしてないわ。<br>これから着彩するのよ。, 这还没有完成。<br>之后还要去上色。
6,,え？<br>こ、これからですか？<br>ちょっと休んだほうが……, 咦？<br>现，现在就去做吗？<br>先休息一下比较好吧……
7,,さっさと终わらせたいの。<br>脳里に魔物が焼きついてるうちにね。, 我想尽快完全它。<br>趁现在脑海里魔物的形象还很鲜明。
8,,わぁ……<br>なんかカッコイイです！<br>仕事热心なんですね！, 哇啊……<br>我觉得<br>你这样热心工作的人很帅啊！
9,,逆よ。<br>仕事だから、效率重视。<br>インスピレーションとか必要ないし。, 相反。<br>因为是工作、所以才重视效率。<br>反正这工作又不用灵感之类的。
13,,<span class='scene-font-katari'>だがそんな彼女の仕事部屋には、</span><br><span class='scene-font-katari'>男性を被写体とした絵が大量にあり……</span>,<span class='scene-font-katari'>但是她的工作室里却、</span><br><span class='scene-font-katari'>有大量以男性为模特的画……</span>
15,,わたしは……<br>巷で魔物絵师とか言われてるけれど……<br>本当は「耽美絵师」を目指してるのよ。, 我呢……<br>虽然街上的人都当我是魔物画师……<br>不过其实是本身是想当「耽美画师」的。
16,,え、ええと……<br>たんびえし、ですか……？, 那，那个……<br>耽美画师、吗……？
