path,trans,duration,note
voice/3040013000_mypage1,艾鲁斯特是个小国……不过是个很好的国家。,5,终突前
voice/3040013000_mypage2,看来我跟你们这样的好人很有缘分啊。,5,
voice/3040013000_mypage3,我一定要把祖国的复兴这事，告诉那个人。,4,
voice/3040013000_03_mypage1,小时候我曾经幻想过如果自己和亲人不是王族的话会怎样。\n不过完全没想到实际会变成那样。,11,终突后
voice/3040013000_03_mypage2,你问我母亲不在身边会不会寂寞，啊。\n……不寂寞呢。我身边有诺伊修和姐姐啊。\n意外的是，一开始就不在的话就不怎么会在意呢。,16,
voice/3040013000_03_mypage3,不管是葛姆·古拉斯还是蒂亚多拉大人的仪式，继承我的人们一定会需要它们的。为了那些人，不应该只靠口口相传，而应该制作资料保留下去啊。,15,
voice/3710017000_mypage1,来，姬塔。我们去夜晚的街上玩吧。唯有今晚要对姐姐大人和诺伊修，还有大家保密。,11,礼服皮
voice/3710017000_mypage2a,如果晚上你要出去玩的话，就由我来担当一夜的骑士吧。我们的团长如果出了什么事会让人很困扰的。,9,
voice/3710017000_mypage3,之前我说要去邻国视察游乐设施，然后姐姐大人就很高兴地准备起这套衣服了。我绝对不是去玩的啊……,11,
voice/3040013000_Valentine1,情人节快乐！,1,情人节
voice/3040013000_Valentine2,送给我巧克力？谢谢你的费心。,6,
voice/3040013000_birthday1,祝你生日快乐！,2,生日
voice/3040013000_Halloween2,不给糖就捣蛋！,2,万圣
voice/3040013000_Halloween1,万圣节快乐！,2,
voice/3040013000_Halloween3,糖果还是恶作剧……吗？如果我说我两边都不选的话，你会怎么做？,8,
voice/3040013000_Xmas1,圣诞快乐！,2,圣诞
voice/3040013000_Xmas2,即使是我的祖国阿尔斯塔，现在这个季节街上也是充满活力。,6,
voice/3040013000_newyear1,新年快乐！,2,新年
voice/3040013000_newyear2,我做梦也没有想过，会和你们一起过年。,8,
