path,trans,duration,note
voice/3040063000_03_mypage1,托团长的福…我可能终于能认可自己了。谢谢你，团长。,10,mao
voice/3040063000_03_mypage2,被藏八的幻影囚禁、一直以来都迷失了自我。但是、从今以后我将真正地追寻至高境界,12,
voice/3040063000_03_mypage3,下次、不再和欧克托与芬芙酱一起聊天吗？我想一定会很有趣的,6,
voice/3040063000_mypage2,团长团长！和姐姐一起去锻炼吧！,5,
voice/3040063000_mypage4_b,呼…呼…呼啊啊？！想要瞑想的时候，又不知不觉睡着了啊…,13,
voice/3040063000_mypage1,阳光不错呀…呐、要不要和姐姐一起去晒太阳？,6,
voice/3040063000_birthday1,Happy Birthday！,1,生日
voice/3040063000_birthday2,生日快乐。,1,
voice/3040063000_Halloween1,万圣节快乐！,2,万圣
voice/3040063000_Halloween2,不给糖就捣蛋。,2,
voice/3040063000_Halloween3,不要紧吧？团长？\n你能自己收集来糖果吗？,7,
voice/3040063000_Xmas2,团长酱，圣诞快乐！,3,圣诞
voice/3040063000_Xmas3,今天很冷，所以一起取暖度过吧。,5,
voice/3040063000_Xmas4,跟姐姐一起取暖暖暖身子吧。\n来来，过来这里，呵呵。,8,
voice/3040063000_newyear1,新年快乐！,2,新年
voice/3040063000_newyear2,恭贺新年！,2,
voice/3040063000_newyear4,团长酱~跟姐姐一起去看元旦日出吧！,7,
