id,en,jp,trans
0-chapter_name,,カウンター・スナイプ,Counter·Snipe
0-synopsis,,山賊達を退けた姬塔達。残る狙撃手を倒すため、シルヴァは狙撃手を逆に狙撃する「カウンター・スナイプ」を試みることに。一行は小麦粉や弾幕で狙撃手の目をくらませて岩壁から飛び出て、森に身を潜め狙撃手のもとへと近づいていく。しかし狙撃手の居場所をある程度特定したところで、狙撃手の仲間である山賊が近づいてくるのだった。,击退了山贼的团长们。为了打倒狙击手，席尔瓦尝试使用狙击狙击手的“反狙击”。大家用小麦粉干扰狙击手视野，从岩壁下逃了出来，前往藏身森林的狙击手身边。但在确定狙击手所在地时，又来了山贼同伙。
1,,<span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>倒した山賊を縛り上げた。</span>,团长们把打倒的山贼绑在一起。
2,,狙撃手の姉ちゃんの言う通り、<br>この山賊達、強かったな……,正如狙击手大姐说的，这伙山贼，很强啊……
3,,大方、傭兵崩れだろう。<br>ふつうの山賊ではない。,大概是散伙的佣兵吧。这不是普通的山贼。
4,,なんでそんなことわかるんだぁ？,为什么会知道这个？
5,,この手際の良さは<br>ただのゴロツキには無理だ。,这种战斗方式可不是随便的地痞流氓呐。
6,,傭兵として自分の身を危険にさらすより<br>戦場で培った知識を活かして<br>市民を狙った方が安全で見返りも多い。,当佣兵经常有生命危险，还不如活用战场经验，抢劫平民既安全回报又丰富。
7,,そう気づいて傭兵を辞め、<br>山賊稼業を始めたのだろう。<br>違うか？,意识到这一点就不当佣兵跑来当山贼了，我说的对吗？
8,,……けっ！,……切！
9,,そんなのって……よくないと思います！,这种事……我不觉得是对的！
10,,ああ、許せねえな！<br>こんなこといままで<br>繰り返してきたのかよ！,啊，不会原谅你们的！这种事情已经做了多少次了啊！
11,,ふてぇやつらです！！,可恶的家伙！ ！
12,,まぁでも、これで片はついたよな。<br>早く村へ急ごうぜ！,好吧，我们收拾一下赶紧去村里吧！
13,,いや、まだだ。狙撃手がいる。,不，还没结束。狙击手还在。
14,,仲間なら倒したし、<br>もう逃げたんじゃねーか？,同伙已经被打败了，他不会已经逃走了吧？
15,,だが、<br>それを確認する手立てはないだろう。<br>楽観的な予想は危険だ。,但是，没办法确认呐。乐观的想法很危险。
16,,狙撃手に一度狙われたら、その狙撃手を<br>排除しない限り安全は担保されない。<br>こうなっては前進も後退も危うい。,一旦被狙击手瞄准，要是不解决狙击手的话无法保证安全。这样一来前进和后退都很危险。
17,,うぇえ……なんてこった……,呜……怎么会这样....
18,,……そこで、提案がある。<br>姬塔、<br>カウンター・スナイプを試みたい。,……我有一个提议。团长，我想试试Counter·Snipe。
19,,カウンター・スナイプ……？<br>なんだそりゃ？,Counter·Snipe ……？那是什么？
20,,狙撃手を逆に狙撃することだよ。<br>……ものすごく難しいけど……,就是反过来狙击狙击手。 ……虽然很困难……
21,,おいおい、狙撃手は<br>どこかに隠れてんだろ？<br>そんなヤツをどうやって撃つんだ？,喂喂，狙击手是藏在哪的吧？那种人怎么才能狙击到啊？
22,,できるです！,可以的！
23,,シルヴァ姉ちゃんは<br>どんな遠くの的も見つけて<br>当てることができるですよ！,无论多远，席尔瓦姐都可以发现并击中目标的！
26,,シルヴァ姉の腕前なら、きっと……！<br>それにシルヴァ姉、<br>なにか考えがあるんだよね？,如果是席尔瓦姐的话，一定……！席尔瓦姐有什么想法吗？
27,,そっか、狙撃手の姉ちゃんは<br>オイラの拳よりちっちゃな的にも<br>当てちまう凄腕だったな！,是啊，狙击手大姐连比我拳头还小的东西都能射中，超厉害的！
28,,それにシルヴァ姉、<br>なにか考えがあるんだよね？,那么，席尔瓦姐有什么想法吗？
29,,ああ。<br>どうだろうか？　姬塔。,啊啊。你认为呢？团长。
29-sel1_txt,,<span class='scene-font-katari'>カウンター・スナイプを試みる！</span>,试试Counter·Snipe！
29-sel2_txt,,<span class='scene-font-katari'>危険じゃないの？</span>,不是很危险吗？
30,,うんうん！<br>姬塔のゴーサインも出たし、<br>行くっきゃないね！,嗯嗯！团长都准许了，那就行动吧！
31,,コンチキショー！<br>クムユも手伝うですよ！,好啊！库姆优也来帮忙！
32,,危険がないとは言い切れない。<br>だが……正直、このまま前進するのは<br>もっと危険だ。,不能说没有危险。但是……说实话，就这么前进更危险。
33,,オイラ達が危ないだけならともかく、<br>商人のおっちゃん達もいるしな……,不仅我们很危险，商人大叔们也一样……
