path,trans,duration,note
voice/3040028000_birthday1,Happy Birthday！\n你想要很厉害的武器了吗？跟我一起走的话就能拿到哦~,7,生日
voice/3040028000_birthday2,跟你一起旅行可以说感觉还不错，所以我就特别地为你庆祝生日，感谢我吧。,9,
voice/3040028000_mypage1,怎么样？想要跟我一起走了吗？,3,火泽塔
voice/3040028000_mypage2,喂，下次你想去打哪个星晶兽？,3,
voice/3040028000_mypage3,那么……接下来的任务是……,3,
voice/3710056000_mypage1,啊，团长，我去参加一下附近正在举办的比赛~,4,赛艇皮
voice/3710056000_mypage2,走艇的整备也是我自己搞的哦。跟上面人借走艇的时候学过。,4,
voice/3710056000_mypage3,贝阿的操纵方法很危险啊。\n不过，我也不讨厌这种感觉就是了。,6,
voice/3710061000_mypage1,噢~团长！这件长袖和服怎么样？哼哼哼♪很不错吧！\n我一直都想在新年穿上这个！哼哼哼~~！当然是特·别·定·制啦！,11,新年皮
voice/3710061000_mypage2,这支箭？好像叫破魔箭。\n听说十二神将的加护（？）会打到凶恶之物。\n……去试试刺一下巴萨拉卡好了,11,
voice/3710061000_mypage3,果然啊，如果要穿的话，还是鲜艳的红色适合我。\n理由？因为喜欢啊！不就行了！,7,
voice/3040028000_Halloween1,万圣节的祭典啊……\n为什么大家都打扮成鬼怪的样子？是为了变强吗？,8,万圣
voice/3040028000_Halloween2,不给糖就捣蛋！这么说以后大家就给了我很多糖果，你也试试看。,7,
voice/3040028000_Xmas1,圣诞快乐！\n喂喂，今天会准备丰盛大餐吧？,6,圣诞
voice/3040028000_Xmas2,平安夜祭典上的人们都很开心啊。\n保护这种和平是我们的工作。,9,
voice/3040028000_newyear1,Happy New Year！\n不知今年能够打倒多少星晶兽，我很期待啊,7,新年
voice/3040028000_newyear2,什么！？你说为了新年振作精神，叫我用我的枪朝天空发射火焰？\n你是笨蛋吗！？这把枪不是用来做这种事的……不过，有点有趣啊……,15,
