id,en,jp,trans
0-chapter_name,第4章　決戦、嵐の守護神,第4章　決戦、嵐の守護神,第4章  决战  狂风守护神
0-synopsis,<span>姬塔</span>一行の前に再び姿を現すドランクとスツルム。ふたりは命を救われた礼として<span>姬塔</span>達だけなら嵐から逃がしてやると申し出るが、<span class='scene-font-place'>ポート・ブリーズ</span>を守る覚悟を固めたラカムはこれを拒否する。,<span>姬塔</span>一行の前に再び姿を現すドランクとスツルム。ふたりは命を救われた礼として<span>姬塔</span>達だけなら嵐から逃がしてやると申し出るが、<span class='scene-font-place'>ポート・ブリーズ</span>を守る覚悟を固めたラカムはこれを拒否する。,德朗克与斯特姆再次出现在<span>姬塔</span>一行面前。两人为报救命之恩，表示可以帮助<span>姬塔</span>等人逃离风暴。决心守护<span class='scene-font-place'>微风港</span>的拉卡姆拒绝了他们。
2,<span class='scene-font-4'>――いやっほー！　おひさ～！</span>,<span class='scene-font-4'>――いやっほー！　おひさ～！</span>,<span class='scene-font-4'>――你们好啊！　好久不见～！</span>
3,"お前は……！<br>
どうしてここに？<br>
まさか、また私達を狙って……！？","お前は……！<br>
どうしてここに？<br>
まさか、また私達を狙って……！？",你是……！为什么在这里？难道说又冲着我们来……！？
4,違う……勘違いするな。,違う……勘違いするな。,不是的……别误会了。
5,"そうそう～<br>
僕達さ、君らに命を救われてるじゃん？<br>
だから、恩返しがしたくってさぁ～","そうそう～<br>
僕達さ、君らに命を救われてるじゃん？<br>
だから、恩返しがしたくってさぁ～",就是就是～你们不是救了我们一命吗？所以，我们是来报恩的～
6,"そんな……あれはその、<br>
恩を売るつもりじゃなくて、その……<br>
ねぇ？　姬塔","そんな……あれはその、<br>
恩を売るつもりじゃなくて、その……<br>
ねぇ？　姬塔",什么……那个，我们也不是故意要卖人情给你们……对吧？ 姬塔。
7,"ん～！　お嬢ちゃんは優しいねぇ！<br>
優しい子には飴ちゃんを……","ん～！　お嬢ちゃんは優しいねぇ！<br>
優しい子には飴ちゃんを……",嗯〜！小妹妹真是温柔啊！温柔的孩子有糖吃……
9,"<span class='scene-font-4'>痛って！？</span><br>
スツルム殿！　なんで刺すの！？","<span class='scene-font-4'>痛って！？</span><br>
スツルム殿！　なんで刺すの！？",<span class='scene-font-4'>好痛！？</span>斯特姆阁下！ 为啥要刺我！？
10,"来い……今度はあたし達が、<br>
お前らの命を助けてやる。","来い……今度はあたし達が、<br>
お前らの命を助けてやる。",跟我们来……这次我们来救你们。
11,どういうことだ……？,どういうことだ……？,这是怎么回事……？
12,"いやね？<br>
君達がやろうとしてることって、<br>
どれだけ危ないかわかってる？","いやね？<br>
君達がやろうとしてることって、<br>
どれだけ危ないかわかってる？",我说啊。你们知道你们想去做的事情有多危险吗？
13,"危険性や、望みの薄さは<br>
理解しているつもりだ……","危険性や、望みの薄さは<br>
理解しているつもりだ……",我们自认为明白此行的危险性，也知道希望很渺茫……
14,"理解できてない……<br>
とても正気とは思えない。","理解できてない……<br>
とても正気とは思えない。",认识还不够彻底……你们太不正常了。
15,"そうそう、<br>
そこで君達には恩があるからさ。","そうそう、<br>
そこで君達には恩があるからさ。",就是就是，所以我们想还你们一个人情。
16,"君達だけでも、<br>
帝国の戦艦に密航させて、<br>
逃がしてあげよっかな、って思ってね。","君達だけでも、<br>
帝国の戦艦に密航させて、<br>
逃がしてあげよっかな、って思ってね。",只有你们几个的话，我们能帮你们潜入帝国的战舰，带你们逃走。
17,恩を返すって、そういうことか……,恩を返すって、そういうことか……,报恩，是这个意思么……
18,"申し出はありがたいが……<br>
もう俺らは逃げねぇよ、<br>
なぁ？　姬塔もそうだろ？","申し出はありがたいが……<br>
もう俺らは逃げねぇよ、<br>
なぁ？　姬塔もそうだろ？",好意心领了……但是我们不会再逃了，对吧？姬塔也这么想吧？
19,"守りたいものが増えちまったんだ。<br>
グランサイファーだけじゃねぇ……<br>
街の奴らも……この島も……","守りたいものが増えちまったんだ。<br>
グランサイファーだけじゃねぇ……<br>
街の奴らも……この島も……",要守护的东西变多了。不止格兰赛法……还有城里的居民……这座岛……
20,"何一つ失いたくねぇ。<br>
だから……俺はもう逃げやしねぇよ。","何一つ失いたくねぇ。<br>
だから……俺はもう逃げやしねぇよ。",失去谁都不行。所以……我不会再逃了。
21,"同意だな……<br>
非道が為されようとしているのに、<br>
ただ見ているだけなど、性に合わない。","同意だな……<br>
非道が為されようとしているのに、<br>
ただ見ているだけなど、性に合わない。",我同意……我不可能眼睁睁地看着帝国酿出惨剧。
22,"私達にはできることがあるんだから……<br>
だから……頑張らなきゃ！","私達にはできることがあるんだから……<br>
だから……頑張らなきゃ！",我们还有力所能及的事情……所以……必须去努力！
23,……馬鹿ばっかりだな。,……馬鹿ばっかりだな。,……好一群笨蛋。
24,"とかなんとか言ってぇ～！<br>
スツルム殿も嫌いじゃないでしょ？<br>
こういう奴ら……","とかなんとか言ってぇ～！<br>
スツルム殿も嫌いじゃないでしょ？<br>
こういう奴ら……",嘴上这么说～！斯特姆阁下也不讨厌吧？这样的家伙们……
26,<span class='scene-font-4'>痛てッ！　痛いって！</span>,<span class='scene-font-4'>痛てッ！　痛いって！</span>,<span class='scene-font-4'>好痛！　好痛啊！</span>
27,"だ、黙れ！<br>
黙らないと、その口縫い合わせるぞ！","だ、黙れ！<br>
黙らないと、その口縫い合わせるぞ！",闭、闭嘴啊！再多说一句我就把你的嘴缝起来！
