id,en,jp,trans
0-chapter_name,,第48章　小さな覚悟,第48章 小小的觉悟
0-synopsis,,暴走するフュリアスに帝国兵すら撤退を始める。一行は縛られたままの村人達を助けるため、スツルムとドランクに村人の救出を頼み、自分達は時間稼ぎをすべくフュリアスと相対する。,面对暴走的弗里亚斯，连帝国士兵都开始撤退。姬塔一行为救助被捆绑的村民们，拜托斯特姆和德朗克安排村民逃离，他们则拖住弗里亚斯争取时间。
0,,総員退避！<br>フュリアス将軍閣下から離れるんだ！<br>いまの閣下は危険過ぎる！,全员避让！远离弗里亚斯将军阁下！现在的阁下太危险了！
1,,む、村の住人達はどうしますか！？,唔，那村民怎么办！？
2,,いまさら構ってられるか！<br>そんなもの放って……がはっ！？,现在还管那么多！丢下他们逃啊……噶啊！？
6,,逃げるっていうの？<br>このボクから？,你们想逃？想从我手里逃走？
7,,くひっ、ひひひ……<br>ダメに決まってんだろ……<br>逃がさないって言ったんだからさぁ！！,哼哼、嘻嘻嘻……这怎么行呢……我不是说过你们逃不掉的吗！！
10,,うわああぁぁぁっ！？,呜啊啊啊啊啊！？
12,,<span class='scene-font-katari'>囚われた村人達をそのままに、</span><br><span class='scene-font-katari'>エルステ帝国の兵達は</span><br><span class='scene-font-katari'>命からがら散り散りに逃げて行く。</span>,<span class='scene-font-katari'>埃尔斯特帝国的士兵们丢下被捕的村民仓皇逃窜。</span>
13,,ちょ、ちょっと！<br>村の人達の縄くらい解いてきなさいよ！,喂、你们！至少先把村民们放开啊！
14,,マズイな……<br>このままでは、<br>奴の格好の標的となってしまう……,糟了……这样下去村民们会成为他的目标的……
15,,おい、ドランク！<br>お前らで村の奴らを<br>どこかへ逃がしてやってくれ！,喂，德朗克！你们两个去帮村民们逃走！
16,,その間、<br>俺達があのチビ将軍を引きつけて<br>時間を稼ぐ！,我们来拖住矮子将军争取时间！
17,,えー？<br>人使いが荒いんだから……,什么？你真会使唤人啊……
18,,一宿一飯の恩……<br>昨日、村に泊めてもらった礼だ。<br>やるぞ、ドランク。,一饭之恩……作为昨天留宿在这里的回礼吧。走了，德朗克。
20,,あ！　待って待って！<br>スツルム殿！　置いてかないでよね！,啊！等等我！斯特姆阁下！不要丢下我！
22,,あの二人が、<br>私達の言うことに<br>大人しく従うとはな……,没想到他们两个会听从我们的指挥……
23,,胡散臭い人達だけど……<br>きっと根は悪い奴じゃないのよね。,虽然不知底细……但他们不是坏人呢。
24,,さて……と。<br>となりゃあ、<br>オレ達もオレ達の仕事をしねぇとな。,那么……我们也有我们的任务。
25,,<span class='scene-font-katari'>言い終えると共に</span><br><span class='scene-font-katari'>オイゲンが放った一撃は、</span><br><span class='scene-font-katari'>精確にフュリアスのこめかみをかすめる。</span>,<span class='scene-font-katari'>说完，欧根射出的子弹擦过弗里亚斯的鬓角。</span>
26,,あぁ……？,啊……？
27,,さぁ……<br>悪ぃがもっぺん遊んでもらうぜ！<br>将軍サンよぉ！！,好了……麻烦你再陪我们玩玩！将军阁下哟！
info,,1,scene_cp48_q3_s20
