id,en,jp,trans
0-chapter_name,,第21章　霧に潜むもの,第21章　雾中迷影
0-synopsis,,<span>姬塔</span>たちはグランサイファーを修理するため、一路ガロンゾへ舵を切る。しかし、深い霧の中を進むグランサイファーは限界を訴え、一行は不時着するための島を探すのだった。,<span>姬塔</span>一行为修理格兰赛法向加隆佐驶去。然而，在浓雾中行驶的格兰赛法终于到了极限，众人只有寻找岛屿来紧急降落。
0,,"<span class='scene-font-katari'>グランサイファーを修理するため</span><br>
<span class='scene-font-katari'>姬塔一行は、</span><br>
<span class='scene-font-katari'>一路、ガロンゾを目指す。</span>",<span class='scene-font-katari'>姬塔一行为修理格兰赛法向加隆佐驶去。</span>
1,,"<span class='scene-font-katari'>しかし、突如針路を覆った霧に、</span><br>
<span class='scene-font-katari'>一行は視界を奪われていた。</span>",<span class='scene-font-katari'>然而，航线前方突然被浓雾笼罩，众人失去了视野。</span>
2,,おいおい……こりゃマズイな……,喂喂……有点糟糕啊……
3,,"やっぱりか？<br>
さっきから俺も<br>
怪しい音がしてるとは思ってたが……",果然么？从刚才起我就听到一些可疑的杂音……
4,,"なになに？　どうしたの？<br>
ふたりして難しい顔しちゃって。",什么什么？ 怎么了吗？你们两个人一脸为难的样子。
5,,"グランサイファーの動力部が<br>
悲鳴を上げてやがるんだ。<br>
どうも限界かもしれねぇぞ……",格兰赛法的传动系在吱呀作响呢。看来快到极限了……
6,,"えぇぇっ！？<br>
限界って……どうすんだよ！？<br>
こ、このまま墜落しちまうのか！？",咦！？你说到极限了……那该怎么办！？难、难道咱们要坠机了！？
7,,"どこかに着陸できりゃあいいんだが……<br>
こうも霧が濃くっちゃ、<br>
島を探すこともできゃしねぇ。",如果能找到地方着陆就好了……可雾这么浓，根本就没法看到岛屿。
8,,"あら……<br>
それならこれは朗報かもしれないわね。",哎呀……我也许有个好消息呢。
9,,どうした？　島が見えたのか？,什么？ 你看见周围有岛屿了吗？
10,,"いいえ……でもほら、<br>
魔物がこっちに向かってきてるわ。",不……不过，魔兽正朝这里冲过来呢。
11,,"ということは、<br>
魔物が巣を作れるくらいの島なら、<br>
近くにあるんじゃないかしら？",也就是说，魔兽栖息的岛屿就在附近吧？
12,,"なるほどです！<br>
でも、まずは、<br>
魔物さんの相手をしなくっちゃですね！",原来如此！那么首先要对付魔兽们呢！
13,,"ふふふ……そうね、その通りだわ。<br>
さぁ、行くわよ、姬塔！",呵呵呵……没错，就是这样。来，上吧，姬塔！
info,,1,scene_cp21_q1_s10
