id,en,jp,trans
0-chapter_name,,第6章　想いは陽炎の如く,第六章  思念如幻炎
0-synopsis,,ドランク、スツルムに誘拐されていた少女はよろず屋で目を覚まし、自らの名前をイオと名乗る。自分の師匠である大公を探しているというイオの話す手がかりを元に、<span>姬塔</span>一行は歩みを進める。,被德朗克与斯特姆诱拐的少女在万事屋醒来，告诉众人自己名叫伊欧。原来伊欧在寻找她的师父扎卡大公。<span>姬塔</span>一行沿着伊欧手中的线索继续前进。
0,,"<span class='scene-font-katari'>よろず屋で大公捜索の方針を練る</span><br>
<span class='scene-font-katari'>姬塔達の元へ</span><br>
<span class='scene-font-katari'>シェロが朗報を携えてやって来る。</span>",<span class='scene-font-katari'>一行人正在万事屋商讨寻找大公的方针，榭洛为他们带来了好消息。</span>
2,,"姬塔さん～<br>
例の女の子、目を覚ましましたよ～<br>
ほら～入って入って、怖くないよ～",姬塔～那个女孩子已经醒过来了～来～进来吧，不用害怕哦～
5,,"ど、どーも……<br>
世話になったみたいね。<br>
助かったわ。",你、你们好……受你们照顾了。谢谢你们。
6,,"よぉー、魔導士の小娘。<br>
具合はどうだ？<br>
怪我はないんだよな？",哟，魔导士小姑娘。感觉怎么样？没受伤吧？
7,,ひっ！？,咿！？
8,,"なにこの馴れ馴れしいトカゲは！？<br>
近寄んないで！！",你这蜥蜴怎么好像和我很熟一样！？别过来！！
9,,"んだと！<br>
オイラはトカゲじゃねぇ！！",你说什么！咱才不是蜥蜴呢！ ！
10,,"二人とも落ち着け……私はカタリナ。<br>
こっちのかわゆいのはビィだ。<br>
君は？",两个人都冷静点……我叫卡塔莉娜。这边是可爱的阿碧。你叫什么名字？
11,,"イオ……名前はイオだよ。<br>
……あなた達はなんなの？",伊欧……我叫伊欧。……还有你们呢？
12,,"私、ルリア！<br>
イオちゃん、よろしくです！",我叫露莉亚！伊欧，请多指教啦！
13,,"俺はラカムだ。<br>
で、こいつが<br>
俺たちの団長の姬塔だ。",我叫拉卡姆。这家伙是我们的团长姬塔。
14,,"さて……で、どうしてイオちゃんは<br>
こないだから俺たちの後を<br>
つけまわしてたんだ？",那么……伊欧这几天为什么要跟在我们后面呢？
15,,"……実はさ、街で偶然<br>
あなた達の会話を聞いて……<br>
大公様は、あたしの魔法の師匠なんだ。",……其实我是在街上偶然听到你们的谈话……大公是教我魔法的师父。
16,,"師匠の行方がわからなくなって<br>
あたし、居ても立ってもいられなくって<br>
なにかできないかと思って……",师父下落不明，我也坐立不安，总想做点什么……
17,,"っても、手がかりも無いから、<br>
大公府の奴と接触した<br>
オイラ達をつけてた、ってわけか。",然后你也没有线索，看到我们跟大公府的人接触过，就跟在咱们后面了吗？
18,,"あ、でもさ、手がかりは掴めたわ。<br>
あのニヤけ男に捕まってる時に<br>
とある島の名前を聞いたんだ！",啊，不过我有线索了。我被那个笑嘻嘻的男人抓住的时候，听到了某个岛屿的名字！
19,,"よっしゃ！　姬塔、<br>
グランサイファーを出そう！<br>
その島へ行ってみようぜ！",好！姬塔，开着格兰赛法走吧！去那个岛上看看！
info,,1,scene_cp6_q1_s10
备注,,,ver-1: @煌月夜 2018/4/6
