id,en,jp,trans
0-chapter_name,,第16章　神樹の湖畔,第16章  神树湖畔
0-synopsis,,リヴァイアサンの力の共鳴を頼りにオルキスを追う<span>姬塔</span>一行だったが、ついにそれは感じ取れなくなってしまう。しかし、黒騎士は移動に騎空艇を使うと目星をつけ、今度はロゼッタの案内で森を進む。,<span>姬塔</span>一行依靠利维坦之力的共鸣追逐欧尔姬丝，但共鸣终于还是消失了。而萝赛塔提出黑骑士的移动手段是骑空艇，她则会带众人穿过森林前往那里。
0,,あ……！,啊……！
1,,"どうしたルリア！<br>
何か怪我でも……",怎么了露莉亚！受伤了吗……
2,,"ち、違うの……<br>
いま、リヴァイアサンの力の共鳴が……",不、不是的…… 刚才，利维坦之力的共鸣……
3,,"――安心なさい、ルリアちゃん。<br>
こっちよ……<br>
ここからはアタシが案内するわ。","——放心吧，露莉亚。走这边……接下来由我带路吧。"
4,,"え……？<br>
で、でもどうやって……？",咦……？可、可是你怎么知道……？
5,,"忘れたの？<br>
オルキスちゃんを黒騎士の騎空艇から<br>
連れ出したのは、このアタシよ？",忘了吗？把欧尔姬丝从黑骑士的骑空艇里带出来的，可是我哦？
6,,"黒騎士の奴は、<br>
<span class='scene-font-place'>ルーマシー群島</span>から出るために、<br>
必ず騎空艇を使うはず……",黑骑士那家伙要离开<span class='scene-font-place'>露玛茜群岛</span>，肯定会使用骑空艇……
7,,"それに言ったでしょ？<br>
森の案内くらいはするって。",而且我说过了吧？我会在森林里给你们带路的。
8,,"やるじゃないロゼッタ！<br>
貴方、<br>
ただの怪しい誘拐犯じゃなかったのね！",真有一手啊萝赛塔！我还以为你只是个可疑的诱拐犯呢！
9,,"……おチビちゃん、<br>
いまの言葉、ちゃーんと覚えたわよ？",……小不点，刚才的话，我已经记住了哦？
10,,げっ……,唉……
11,,"ともかく案内するわ。<br>
アタシに付いて来なさい！",总之我带你们去。跟我来吧！
info,,1,scene_cp16_q2_s10
备注,,,ver-1: @煌月夜 2018/4/18
