id,en,jp,trans
0-chapter_name,,第45章　小さな竜と少女,第45章 幼龙与少女
0-synopsis,,姬塔達を前にドランクとスツルムは黒騎士アポロニアを助け出したいと言い出す。黒騎士への恩義を説く二人はどこか胡散臭かったが、オルキスはそんな彼らを信じて一緒に行きたいと言う。一行はそれを信じ、二人を受け入れると、グランサイファーで大空へ発つ。,德朗克和斯特姆告诉众人他们想救回黑骑士阿波罗尼亚。听两人说完被黑骑士施恩的事后，众人还是觉得可疑，但欧尔姬丝劝说大家信任他们。众人相信欧尔姬丝的话，带着两人一同乘上格兰赛法出发。
0,,<span class='scene-font-katari'>魔物を退け、</span><br><span class='scene-font-katari'>ドランクを助け出した一行は</span><br><span class='scene-font-katari'>二人に詳しい事情を尋ねる。</span>,<span class='scene-font-katari'>一行人击退魔兽，救出了德朗克，向两人询问事由。</span>
1,,実はね、僕達……<br>黒騎士を助けたいんだ。,其实，我们呢……想救出黑骑士。
2,,アポロを……？,你们要救阿波罗……？
3,,ま、僕達こう見えて、<br>ちゃんとした傭兵だからね？,是啊，别看我们这样，我们也是正经的佣兵哦？
4,,お金貰っちゃってる以上、<br>雇い主は大切にしなきゃいけないわけ！,钱都拿了，肯定得保护好雇主啊！
5,,それにフェアじゃない……<br>あいつはあたし達を助けた。<br>だから今度は、あたし達が助ける。,我们还没两清……她救过我们，这次换我们去救她。
6,,あいつに助けられた？<br>おいおい……<br>そりゃいったい……？,她救了你们？喂喂……这是怎么回事……？
7,,まーね……<br>どうもそうらしいのよ、これが。<br>あんな怖い顔して、お人好しなんだから。,是啊……这是事实。她虽然看着很恐怖，其实是个大好人呢。
8,,どういうことだ？<br>第一、あいつは捕まってからこっち、<br>ずっと俺達と居たはずだぜ？,怎么回事？再说，她从被捕之后，就一直和我们在一起啊？
9,,俺達も別に<br>監視してたってわけじゃねぇが、<br>いつの間にお前らを……？,我们倒也不是说在监视她，可是她什么时候……？
10,,だからね、その前さ。<br>秩序の騎空団に捕まる、その前。,所以啊，是在那之前。在她被秩序骑空团逮捕之前。
11,,あの人はどうも察してたらしいね、<br>秩序の騎空団が<br>自分を捕まえに来るのを。,她早就察觉到了秩序骑空团要来抓她。
12,,だからその前に僕達に、<br>自分の元から<br>しばらく離れてるように言ってたわけ。,所以她对我们说暂时离开她身边。
13,,不覚……<br>離れてるよう言われた真意に<br>気付くべきだった……,我太迟钝了……没有察觉到这句话背后的真意……
14,,そうすれば、<br>秩序の騎空団なんてあたしが……,否则秩序骑空团什么的，由我来……
15,,ま、あの人のことだから？<br>自分が捕まることまで、<br>計算づくだったのかもしれないけど……,不过，毕竟是她啊，也许连自己被捕这件事也是她的计划之一……
16,,でも、いまは違う。<br>いま、あの人は本当に危機に陥ってる。,可是，现在情况不一样了，她真的陷入了危机。
17,,オルキスちゃんが、<br>あの人の手元を離れてここに居る。<br>それが何より物語ってる。,欧尔姬丝不在她身边，就是最好的证明。
18,,…………,…………
19,,となれば、助けに行くしかないでしょ！<br>傭兵だもん、契約は守らないとね。<br>ねぇ？　スツルム殿？,总之我们肯定要去救她啦！毕竟我们是佣兵，要遵守合同啊。是吧？斯特姆阁下？
20,,当然……あたし達は傭兵だからな。<br>どんな手段を使っても、<br>雇い主を守る。,当然了……因为我们是佣兵。不择手段也要保护雇主。
21,,とかなんとか言っちゃってぇ……<br>実はスツルム殿も、<br>情が移ってたりとか……,说着这种话……其实斯特姆阁下是真的担心她……
22,,痛ってぇ！？<br>ちょっと、スツルム殿！<br>無言で刺すのはやめて！　ホントに！,好痛！？等等啊，斯特姆阁下！不要什么都不说就刺我！说真的！
23,,君達には君達で、<br>そういう事情があったのか……,你们之间还发生过这种事……
24,,相変わらず胡散臭い奴ではあるけど……<br>いまの話に嘘はなさそうね。,虽然你们还是很可疑……不过刚才那些话不像是假的。
25,,姬塔……<br>私……スツルムとドランクと、<br>一緒に行きたい。,姬塔……我……想和德朗克还有斯特姆一起走。
26,,オルキスちゃん？,欧尔姬丝？
27,,二人は……良い人。<br>きっと……この気持ちも本当。,他们……是好人。肯定是真心……想救阿波罗。
28,,ドランクは……<br>ときどき何を言ってるかわからないけど、<br>よく飴をくれた……,德朗克……虽然经常说奇怪的话，但是会给我糖吃……
29,,スツルムも……<br>いつもは怖い顔してるけど、<br>二人の時は優しいし、遊んでくれる……,斯特姆也是……虽然表情一直很严肃，但和我独处的时候却很温柔，经常陪我玩……
30,,っ！！,唔！？
32,,っ痛ぇ！？　ちょっとスツルム殿！？<br>照れ隠しに<br>僕を刺すのやめてくんない！？,好痛！？斯特姆阁下！？不要为了掩饰羞涩就刺我啊！？
33,,う、うううるさいっ！<br>黙れ！！,吵、你吵死了！给我闭嘴！
38,,ちょ！　やめて！<br>やーめーてーってば！,停一下！住手啊！求你住手哇！
39,,やれやれ……<br>本当に相変わらずだな、<br>こいつらは……,哎呀……他们两个还是老样子……
40,,ふふ……そうですね。<br>それに、オルキスちゃんが言ったことも、<br>本当の事みたいです。,呵呵……是啊。而且，欧尔姬丝说的应该也都是真的。
41,,あの、これ……<br>微笑ましく見守ってていいんですか？<br>ドランクさんが穴だらけに……,那个……我们现在看他们打闹就行了吗？德朗克全身都是洞了……
42,,うしっ！<br>そんなら、<br>仲間が多いに越したことはねぇよな！,好！人多力量大，再好不过了！
43,,グランサイファーは目の前だ！<br>とっとと乗り込んじまえ！<br>ぼやぼやしてっと、また魔物が来るぞ！,格兰赛法就在眼前了！赶紧乘上去！磨磨蹭蹭的话，又会有魔兽出现的！
info,,1,scene_cp45_q3_s10
