id,en,jp,trans
1-chapter_name,,第48章　小さな覚悟,第48章 小小的觉悟
1-synopsis,,立ち上る黒煙に、急遽村まで戻る姬塔一行。その道中を一行は帝国兵達に阻まれるも、あくまで黒騎士にのみ従うスツルムとドランクは、容赦なく兵達を切り伏せていく。,目击空中的黑烟，姬塔一行急忙赶回村庄，途中被帝国士兵挡住了去路。斯特姆和德朗克表示他们只是黑骑士的手下，并毫不留情地击倒了士兵们。
1,,そこの者、止まれ！<br>剣を足元に置いて両手を……,你们几个，站住！把剑放下，举起双手……
3,,ぐほっ！？,唔哦！？
5,,隙だらけ……<br>なってないな。<br>相変わらず帝国の軍人は笑わせてくれる。,到处都是破绽……真不像话。帝国军人还是这么滑稽。
6,,とかなんとか言ってぇ～<br>スツルム殿、<br>全っ然表情変わってな……,又说这种话~斯特姆阁下，你连表情都没变……
7,,あ痛っ！？,好痛！？
8,,でも、あたし達が島に来た時は、<br>軍艦なんてなかったわよね？<br>いつの間にこの島に……,可是，我们降落的时候没看到什么军舰吧？他们什么时候来的……
9,,来たんだろうぜ……ついさっき、な。<br>目的はまだわからねぇが……,肯定是刚刚来的吧……我们还不清楚他们的目的……
10,,しかし、お前ら……いいのか？<br>帝国の傭兵が、<br>こんなことしちまってよ。,不过……你们这么做没关系吗？你们是帝国的佣兵吧。
11,,帝国じゃない……<br>あたし達の雇い主は黒騎士だ。,不是……我们的雇主是黑骑士。
12,,いま……<br>エルステ帝国が黒騎士を追放したのなら、<br>エルステ帝国はあたし達の敵だ。,既然……埃尔斯特帝国流放了黑骑士，那他们已经是我们的敌人了。
13,,無駄話……してる場合じゃない。<br>お前の故郷が焼け野原になっても、<br>あたしは責任を持たないぞ。,现在不是说废话的时候。再磨蹭下去，你的故乡可要被烧光了，到时候可别怪我。
info,,1,scene_cp48_q1_s10
