path,trans,duration,note
voice/3990003000_s2_birthday1,Happy Birthday。,1,生日
voice/3990003000_s2_birthday2,生日快乐。,2,
voice/3990003000_s2_birthday0,吹蜡烛……看上去好开心。,4,
voice/3990003000_s2_halloween0,南瓜派，杯形糕饼……(¯﹃¯),6,万圣
voice/3990003000_s2_halloween1,不给糖就捣蛋！,2,
voice/3990003000_s2_halloween2,万圣节快乐！,2,
voice/3990003000_s2_christmas0,美餐……蛋糕……(¯﹃¯),5,圣诞
voice/3990003000_s2_christmas1,圣诞快乐！,2,
voice/3990003000_s2_newyear0,年节菜……豆沙汤……(¯﹃¯),5,新年
voice/3990003000_s2_newyear1,新年快乐！,3,
voice/3990003000_s2_valentine0,巧克力蛋糕……巧克力闪电泡芙……(¯﹃¯),5,情人节
voice/3990003000_s2_valentine1,情人节快乐！,2,
