id,en,jp,trans
0-chapter_name,,花創の淑女,创花淑女
0-synopsis,,とある街で、魔法で無数の花を生み出す女性、レナに出会う姬塔一行。一行が星晶獣と戦いながら旅を続けていることにレナは興味を持つ。自らにかけられた花を咲かせ続けなければ体が植物化していく魔法を解くため、レナはルリアの誘いを受け、一行の旅に加わることを決める。,姬塔一行在某个地方遇见了一位能用魔法创造出无数花朵的女性蕾娜。听说姬塔一行在旅途中与各种各样的星晶兽战斗，蕾娜表示出兴趣，并坦白她身中一种魔法，必须不停让花开放，否则她自身会渐渐变成植物。为了解除魔法，蕾娜接受了露莉亚的邀请加入骑空团。
0,,<span class='scene-font-katari'>グランサイファーの整備のために</span><br><span class='scene-font-katari'>とある街を訪れた姬塔一行。</span>,<span class='scene-font-katari'>姬塔一行为保养格兰赛法来到了某座城市。</span>
1,,<span class='scene-font-katari'>ラカム達が部品の調達に</span><br><span class='scene-font-katari'>出ている間、</span><br><span class='scene-font-katari'>食糧の買い出しをしていたのだが……</span>,<span class='scene-font-katari'>拉卡姆等人前去购置零件，而姬塔他们负责购买食品……</span>
2,,ごきげんよう。<br>お花はいかが？<br>お嬢ちゃん。,贵安，要买朵花吗，小妹妹？
3,,わぁ！　素敵なお花！,哇！好好看的花！
4,,ね、買ってもいいかな？<br>姬塔！,姬塔，可以买吗？
5,,あらあら、まぁまぁ、素敵な笑顔！<br>幸せな笑顔を見せてくれた<br>お礼をしなくっちゃ。,哎呀哎呀，好可爱的笑容呢！<br>能看到你幸福的笑容，我要还礼才行呢。
6,,<span class='scene-font-katari'>女性はレナと名乗った。</span><br><span class='scene-font-katari'>花を売りながら</span><br><span class='scene-font-katari'>各地を旅しているという。</span>,<span class='scene-font-katari'>女性告诉众人自己蕾娜，一边卖花一边周游世界。</span>
7,,<span class='scene-font-katari'>自己紹介を終えると、</span><br><span class='scene-font-katari'>彼女は籠から一輪の花を出した。</span>,<span class='scene-font-katari'>介绍完自己后，蕾娜从花篮中取出一枝花。</span>
8,,はい、どうぞ、お嬢ちゃん。,来，给你吧，小妹妹。
9,,わぁい！ お花、貰っちゃいました！<br>髪に飾ろうかな？<br>ビィさんもよかったら！,哇！我拿到一朵花！<br>要不要插在头发上？阿碧也来吧！
10,,オ、オイラは遠慮しとくぜ。,咱、咱就不用了。
11,,うふふ、可愛らしいなぁ～！<br>貴方達の笑顔、見ているととっても<br>幸せな気分になれるわぁ～,呵呵，真可爱～！看着你们的笑容，我就觉得非常幸福呢～
12,,<span class='scene-font-katari'>貰った花をルリアが髪に飾ろうと</span><br><span class='scene-font-katari'>していると、</span><br><span class='scene-font-katari'>どこからか怒号が響いてきた。</span>,<span class='scene-font-katari'>露莉亚正把花插到头发上，突然听到一声怒吼。</span>
13,,うん？　なんだなんだぁ？<br>昼間っから喧嘩かぁ？,嗯？ 怎么了？<br>大白天的就有人闹事吗？
16,,テメェ！<br>もう一回言ってみろやコラァ！,你这家伙！<br>再说一次看看！
17,,馬鹿にしてんのかテメェ！<br>バカヤローコラ！,你个蠢货瞧不起我啊！？
20,,なんだか物騒なことになりそうだな！<br>止めるぞ、姬塔！,他们好像要打起来了！<br>去阻止他们吧，姬塔！
23,,やいやいやい！ そこまでだぜぇ！<br>街中で武器振り回すんじゃねぇ！,喂喂！差不多行了！别在大街上乱挥武器啦！
24,,あぁ！？ ンだコラ、てめえら！,啊！？你们谁啊！
25,,邪魔すんじゃねえ！<br>このトカゲ野郎が！,少多管闲事啊，你这蜥蜴佬！
26,,お、おいぃ！<br>あいつらこっちに向かって――,喂、喂！<br>他们都朝这里——
27,,<span class='scene-font-katari'>荒くれ者達が一行に迫る直前、</span><br><span class='scene-font-katari'>突如として強風が吹き抜けた。</span>,<span class='scene-font-katari'>两个混混就要冲到姬塔等人面前时，突然刮过一阵狂风。</span>
28,,<span class='scene-font-katari'>風を追うように無数の花びらが舞い、</span><br><span class='scene-font-katari'>武器を持った荒くれ者達を取り囲む。</span>,<span class='scene-font-katari'>无数花瓣似追风而来，包围了两个高举武器的混混。</span>
29,,<span class='scene-font-katari'>荒くれ者達は</span><br><span class='scene-font-katari'>周囲を埋め尽くした花に驚き、</span><br><span class='scene-font-katari'>立ち尽くした。</span>,<span class='scene-font-katari'>混混们惊异于自己被花瓣包围，马上停下了脚步。</span>
